Option Name,Asset Class Name,Name/Kind of Investment Item,Stock ID,ID_Type,Listed Country
Balanced Growth,Listed equity,JOYY INC ADR,BL3N3C5,SEDOL,
Balanced Growth,Listed equity,JPMORGAN CHASE & CO,2190385,SEDOL,
Balanced Growth,Listed equity,JSC KASPI.KZ GDR-REG S,BJY21K1,SEDOL,
Balanced Growth,Listed equity,JSW ENERGY,B4X3ST8,SEDOL,
Balanced Growth,Listed equity,JSW STEEL,BZBYJJ7,SEDOL,
Balanced Growth,Listed equity,JUDO CAPITAL HOLDINGS LTD,BMW7F41,SEDOL,
Balanced Growth,Listed equity,JULIUS BAER GROUP,B4R2R50,SEDOL,
Balanced Growth,Listed equity,JUMBO,7243530,SEDOL,
Balanced Growth,Listed equity,JUMBO INTERACTIVE LIMITED,6524474,SEDOL,
Balanced Growth,Listed equity,KANSAI ELECTRIC POWER CO,6483489,SEDOL,
Balanced Growth,Listed equity,KAROON ENERGY LTD,B00SV00,SEDOL,
Balanced Growth,Listed equity,KASIKORNBANK FGN,6888794,SEDOL,
Balanced Growth,Listed equity,KATHMANDU HOLDINGS LTD,B59HM77,SEDOL,
Balanced Growth,Listed equity,KAWASAKI HEAVY IND,6484620,SEDOL,
Balanced Growth,Listed equity,KB FINANCIAL GROUP,B3DF0Y6,SEDOL,
Balanced Growth,Listed equity,KB FINANCIAL GROUP INC ADR USD,B3DG2Y3,SEDOL,
Balanced Growth,Listed equity,KDDI,6248990,SEDOL,
Balanced Growth,Listed equity,KE HOLDINGS ADR,BMBX7M2,SEDOL,
Balanced Growth,Listed equity,KEIYO GAS CO LTD COMMON STOCK JPY,6487469,SEDOL,
Balanced Growth,Listed equity,KELLER GROUP PLC COMMON STOCK GBP 10,486622,SEDOL,
Balanced Growth,Listed equity,KELSIAN GROUP LIMITED,BPBKR80,SEDOL,
Balanced Growth,Listed equity,KENVUE INC COMMON STOCK USD 0.01,BQ84ZQ6,SEDOL,
Balanced Growth,Listed equity,KEPCO KOREA ELECT. POWER,6495730,SEDOL,
Balanced Growth,Listed equity,KERING,5505072,SEDOL,
Balanced Growth,Listed equity,KEURIG DR PEPPER,BD3W133,SEDOL,
Balanced Growth,Listed equity,KEYSIGHT TECHNOLOGIES,BQZJ0Q9,SEDOL,
Balanced Growth,Listed equity,KGHM POLSKA MIEDZ,5263251,SEDOL,
Balanced Growth,Listed equity,KGI FINANCIAL HOLDING CO,6431756,SEDOL,
Balanced Growth,Listed equity,KGL RESOURCES LTD/AUSTRALIA COMMON STOCK AUD 0,B066SP2,SEDOL,
Balanced Growth,Listed equity,KIA CORP,6490928,SEDOL,
Balanced Growth,Listed equity,KIKKOMAN CORP,6490809,SEDOL,
Balanced Growth,Listed equity,KIMBERLY-CLARK CORP,2491839,SEDOL,
Balanced Growth,Listed equity,KINDER MORGAN P,B3NQ4P8,SEDOL,
Balanced Growth,Listed equity,KINGBOARD HOLDINGS (CN),6491318,SEDOL,
Balanced Growth,Listed equity,KINGFISHER,3319521,SEDOL,
Balanced Growth,Listed equity,KINKI SHARYO CO LTD/THE COMMON STOCK JPY,6493002,SEDOL,
Balanced Growth,Listed equity,KINROSS GOLD CORP,B03Z841,SEDOL,
Balanced Growth,Listed equity,KIWOOM SECURITIES CO LTD COMMON STOCK KRW 5000,B00VS64,SEDOL,
Balanced Growth,Listed equity,KLA CORPORATION,2480138,SEDOL,
Balanced Growth,Listed equity,KLABIN SA UNIT BRL 0,BJ0K6Z9,SEDOL,
Balanced Growth,Listed equity,KLAVENESS COMBINATION CARRIERS ASA COMMON STOCK NOK 1,BGR6L09,SEDOL,
Balanced Growth,Listed equity,KOC HOLDING,B03MVJ8,SEDOL,
Balanced Growth,Listed equity,KOGAN.COM LTD,BYYY339,SEDOL,
Balanced Growth,Listed equity,KOMATSU,6496584,SEDOL,
Balanced Growth,Listed equity,KOMERCNI BANKA,4519449,SEDOL,
Balanced Growth,Listed equity,KONAMI GROUP CORP,6496681,SEDOL,
Balanced Growth,Listed equity,KONGSBERG GRUPPEN ASA COMMON STOCK NOK 1.25,5208241,SEDOL,
Balanced Growth,Listed equity,KONINKLIJKE KPN,5956078,SEDOL,
Balanced Growth,Listed equity,KONINKLIJKE PHILIPS,5986622,SEDOL,
Balanced Growth,Listed equity,KOREA GAS CORPORATION,6182076,SEDOL,
Balanced Growth,Listed equity,KOREA INVESTMENT HLDG,6654586,SEDOL,
Balanced Growth,Listed equity,KOREAN AIR CO,6496766,SEDOL,
Balanced Growth,Listed equity,KOTAK MAHINDRA BANK,6135661,SEDOL,
Balanced Growth,Listed equity,KRAFT HEINZ CO,BYRY499,SEDOL,
Balanced Growth,Listed equity,KRAFTON,BMBP900,SEDOL,
Balanced Growth,Listed equity,KROGER CO,2497406,SEDOL,
Balanced Growth,Listed equity,KRUNG THAI BANK PCL FOREIGN SH. THB 5.15,6492838,SEDOL,
Balanced Growth,Listed equity,KSS LINE LTD COMMON STOCK KRW 500,B28TPF2,SEDOL,
Balanced Growth,Listed equity,KT CORP,6505316,SEDOL,
Balanced Growth,Listed equity,KT CORP ADR USD,2419875,SEDOL,
Balanced Growth,Listed equity,KUAISHOU TECHNOLOGY B,BLC90T0,SEDOL,
Balanced Growth,Listed equity,KUMBA IRON ORE,B1G4262,SEDOL,
Balanced Growth,Listed equity,KUMHO PETRO CHEMICAL CO,6499323,SEDOL,
Balanced Growth,Listed equity,KUNLUN ENERGY,6340078,SEDOL,
Balanced Growth,Listed equity,KWEICHOW MOUTAI A (HK-C),BP3R2F1,SEDOL,
Balanced Growth,Listed equity,KYOCERA CORP,6499260,SEDOL,
Balanced Growth,Listed equity,KYOEI SANGYO CO LTD/TOKYO COMMON STOCK JPY,6498405,SEDOL,
Balanced Growth,Listed equity,KYOWA LEATHER CLOTH CO LTD COMMON STOCK JPY,6499505,SEDOL,
Balanced Growth,Listed equity,L&T FINANCE LTD COMMON STOCK INR 10,B5KYHQ1,SEDOL,
Balanced Growth,Listed equity,L'OREAL,4057808,SEDOL,
Balanced Growth,Listed equity,LA FRANCAISE DES JEUX SACA COMMON STOCK EUR,BG0SC10,SEDOL,
Balanced Growth,Listed equity,LABCORP HOLDINGS,BSBK800,SEDOL,
Balanced Growth,Listed equity,LAM RESEARCH CORP COMMON STOCK USD 0.001,BSML4N7,SEDOL,
Balanced Growth,Listed equity,LAMB WESTON HOLDINGS,BDQZFJ3,SEDOL,
Balanced Growth,Listed equity,LANTHEUS HOLDINGS INC COMMON STOCK USD 0.01,BP8S8J5,SEDOL,
Balanced Growth,Listed equity,LARGAN PRECISION CO,6451668,SEDOL,
Balanced Growth,Listed equity,LARSEN & TOUBRO,B0166K8,SEDOL,
Balanced Growth,Listed equity,LEG IMMOBILIEN,B9G6L89,SEDOL,
Balanced Growth,Listed equity,LEGAL & GENERAL GROUP,560399,SEDOL,
Balanced Growth,Listed equity,LEGEND HOLDINGS CORP,BYMW733,SEDOL,
Balanced Growth,Listed equity,LEGRAND,B11ZRK9,SEDOL,
Balanced Growth,Listed equity,LEIDOS HOLDINGS,BDV82B8,SEDOL,
Balanced Growth,Listed equity,LENNAR CORP A,2511920,SEDOL,
Balanced Growth,Listed equity,LENOVO GROUP,6218089,SEDOL,
Balanced Growth,Listed equity,LENS TECHNOLOGY A (HK-C),BD5CP17,SEDOL,
Balanced Growth,Listed equity,LEO LITHIUM LTD COMMON STOCK AUD,BPX2X20,SEDOL,
Balanced Growth,Listed equity,LEONARDO,B0DJNG0,SEDOL,
Balanced Growth,Listed equity,LG DISPLAY CO,B01VZN9,SEDOL,
Balanced Growth,Listed equity,LG ELECTRONICS (NEW),6520739,SEDOL,
Balanced Growth,Listed equity,LG H&H,6344456,SEDOL,
Balanced Growth,Listed equity,LG INNOTEK CO,B39Z8G8,SEDOL,
Balanced Growth,Listed equity,LG UPLUS,6290902,SEDOL,
Balanced Growth,Listed equity,LIC HOUSING FINANCE LTD COMMON STOCK INR 2,6101026,SEDOL,
Balanced Growth,Listed equity,LIFE360 INC,BJMXQ67,SEDOL,
Balanced Growth,Listed equity,LIFESTYLE COMMUNITIES LTD,6137195,SEDOL,
Balanced Growth,Listed equity,LIGHT & WONDER INC,BMXNX11,SEDOL,
Balanced Growth,Listed equity,LILLY (ELI) & COMPANY,2516152,SEDOL,
Balanced Growth,Listed equity,LINDE PLC COMMON STOCK EUR 0.001,BNZHB81,SEDOL,
Balanced Growth,Listed equity,LITE-ON TECHNOLOGY CORP,6519481,SEDOL,
Balanced Growth,Listed equity,LIVE NATION ENTMT,B0T7YX2,SEDOL,
Balanced Growth,Listed equity,LLOYDS BANKING GROUP,870612,SEDOL,
Balanced Growth,Listed equity,LOBLAW,2521800,SEDOL,
Balanced Growth,Listed equity,LOCALIZA RENT A CAR ON,B08K3S0,SEDOL,
Balanced Growth,Listed equity,LOCKHEED MARTIN CORP COMMON STOCK USD 1,2522096,SEDOL,
Balanced Growth,Listed equity,LOEWS CORP,2523022,SEDOL,
Balanced Growth,Listed equity,LOGITECH INTERNATIONAL SA COMMON STOCK CHF 0.25,B18ZRK2,SEDOL,
Balanced Growth,Listed equity,LOGITECH INTERNATIONAL SA COMMON STOCK CHF 0.25,B1921K0,SEDOL,
Balanced Growth,Listed equity,LOJAS RENNER ON,B0CGYD6,SEDOL,
Balanced Growth,Listed equity,LONDON STOCK EXCHANGE,B0SWJX3,SEDOL,
Balanced Growth,Listed equity,LONGFOR GROUP HOLDINGS,B56KLY9,SEDOL,
Balanced Growth,Listed equity,LOTTE HOLDINGS,6535432,SEDOL,
Balanced Growth,Listed equity,LOTTE SHOPPING CO,B0WGPZ5,SEDOL,
Balanced Growth,Listed equity,LOTUS RESOURCES LIMITED,BK6XLC1,SEDOL,
Balanced Growth,Listed equity,LOVISA HOLDINGS LTD,BT9PVP0,SEDOL,
Balanced Growth,Listed equity,LOWE'S COS,2536763,SEDOL,
Balanced Growth,Listed equity,LPL FINANCIAL HOLDINGS INC COMMON STOCK USD,B75JX34,SEDOL,
Balanced Growth,Listed equity,LPP,7127979,SEDOL,
Balanced Growth,Listed equity,LUCKY CEMENT,6537557,SEDOL,
Balanced Growth,Listed equity,LUFAX HOLDING ADR,BR0V7R7,SEDOL,
Balanced Growth,Listed equity,LULU RETAIL HOLDINGS PLC COMMON STOCK AED 0.051,BNG1TF5,SEDOL,
Balanced Growth,Listed equity,LULULEMON ATHLETICA,B23FN39,SEDOL,
Balanced Growth,Listed equity,LUNDIN MINING CORP,2866857,SEDOL,
Balanced Growth,Listed equity,LUXSHARE PREC A (HK-C),BD5CN80,SEDOL,
Balanced Growth,Listed equity,LVMH MOET HENNESSY,4061412,SEDOL,
Balanced Growth,Listed equity,LYNAS RARE EARTHS LTD,6121176,SEDOL,
Balanced Growth,Listed equity,LYONDELLBASELL INDS A,B3SPXZ3,SEDOL,
Balanced Growth,Listed equity,MAAS GROUP HOLDINGS LTD,BLD4919,SEDOL,
Balanced Growth,Listed equity,MAC COPPER LIMITED,BS2KWR4,SEDOL,
Balanced Growth,Listed equity,MACMAHON HOLDINGS LTD,6551160,SEDOL,
Balanced Growth,Listed equity,MACQUARIE GROUP,B28YTC2,SEDOL,
Balanced Growth,Listed equity,MACQUARIE TECHNOLOGY GROUP LIMITED,6175054,SEDOL,
Balanced Growth,Listed equity,MACROTECH DEVELOPERS,BM9G370,SEDOL,
Balanced Growth,Listed equity,MAGELLAN FINANCIAL GROUP,B015YX4,SEDOL,
Balanced Growth,Listed equity,MAGONTEC LTD COMMON STOCK AUD 0,B6S2SR2,SEDOL,
Balanced Growth,Listed equity,MAHINDRA & MAHINDRA,6100186,SEDOL,
Balanced Growth,Listed equity,MAKEMYTRIP LTD COMMON STOCK USD 0.0005,B552PC2,SEDOL,
Balanced Growth,Listed equity,MAKITA CORP,6555805,SEDOL,
Balanced Growth,Listed equity,MALAYAN BANKING,6556325,SEDOL,
Balanced Growth,Listed equity,MALAYSIA AIRPORTS HOLDINGS BHD COMMON STOCK MYR 0,6188193,SEDOL,
Balanced Growth,Listed equity,MANHATTAN ASSOCIATES,2239471,SEDOL,
Balanced Growth,Listed equity,MANILA ELECTRIC CO B,B247XZ6,SEDOL,
Balanced Growth,Listed equity,MANULIFE FINANCIAL CORP,2492519,SEDOL,
Balanced Growth,Listed equity,MARATHON PETROLEUM,B3K3L40,SEDOL,
Balanced Growth,Listed equity,MARCOPOLO SA COMMON STOCK BRL 0,2564667,SEDOL,
Balanced Growth,Listed equity,MARKS & SPENCER GROUP,3127489,SEDOL,
Balanced Growth,Listed equity,MARRIOTT INTERNATIONAL A,2210614,SEDOL,
Balanced Growth,Listed equity,MARSH & MCLENNAN COS,2567741,SEDOL,
Balanced Growth,Listed equity,MARUBENI CONSTRUCTION MATERIAL LEASE CO LTD COMMON STOCK JPY,6569378,SEDOL,
Balanced Growth,Listed equity,MARVELL TECHNOLOGY INC COMMON STOCK USD 0.002,BNKJSM5,SEDOL,
Balanced Growth,Listed equity,MASCO CORP,2570200,SEDOL,
Balanced Growth,Listed equity,MASTERCARD A,B121557,SEDOL,
Balanced Growth,Listed equity,MATCH GROUP(NEW),BK80XH9,SEDOL,
Balanced Growth,Listed equity,MATSUKIYOCOCOKARA & CO,B249GC0,SEDOL,
Balanced Growth,Listed equity,MAX FINANCIAL SERVICES LTD COMMON STOCK INR 2,B1TJG95,SEDOL,
Balanced Growth,Listed equity,MAX HEALTHCARE INSTITUTE,BMB2291,SEDOL,
Balanced Growth,Listed equity,MAZDA MOTOR CORP,6900308,SEDOL,
Balanced Growth,Listed equity,MCDONALD'S CORP,2550707,SEDOL,
Balanced Growth,Listed equity,MCKESSON CORP,2378534,SEDOL,
Balanced Growth,Listed equity,MEDIATEK INC,6372480,SEDOL,
Balanced Growth,Listed equity,MEDIBANK PRIVATE,BRTNNQ5,SEDOL,
Balanced Growth,Listed equity,MEDIOBANCA,4574813,SEDOL,
Balanced Growth,Listed equity,MEEZAN BANK LTD COMMON STOCK PKR 10,6292083,SEDOL,
Balanced Growth,Listed equity,MEG ENERGY CORP,B4XF9J1,SEDOL,
Balanced Growth,Listed equity,MEGAPORT LIMITED,BZ5ZWZ3,SEDOL,
Balanced Growth,Listed equity,MEIJI SHIPPING GROUP CO LTD COMMON STOCK JPY,6576248,SEDOL,
Balanced Growth,Listed equity,MEITUAN B,BGJW376,SEDOL,
Balanced Growth,Listed equity,MERCADOLIBRE,B23X1H3,SEDOL,
Balanced Growth,Listed equity,MERCEDES BENZ GROUP,5529027,SEDOL,
Balanced Growth,Listed equity,MERCK & CO,2778844,SEDOL,
Balanced Growth,Listed equity,MERITZ FINANCIAL HOLDING,B4WRJD2,SEDOL,
Balanced Growth,Listed equity,META PLATFORMS A,B7TL820,SEDOL,
Balanced Growth,Listed equity,METALS X LTD COMMON STOCK AUD 0,B02HJ56,SEDOL,
Balanced Growth,Listed equity,METALURGICA GERDAU SA PREFERENCE BRL 0,2648862,SEDOL,
Balanced Growth,Listed equity,METCASH LTD,B0744W4,SEDOL,
Balanced Growth,Listed equity,METRO A,2583952,SEDOL,
Balanced Growth,Listed equity,METROPOLITAN BANK &TRUST,6514442,SEDOL,
Balanced Growth,Listed equity,METTLER TOLEDO INTL,2126249,SEDOL,
Balanced Growth,Listed equity,MGM RESORTS INTL,2547419,SEDOL,
Balanced Growth,Listed equity,MICHELIN,BPBPJ01,SEDOL,
Balanced Growth,Listed equity,MICROCHIP TECHNOLOGY,2592174,SEDOL,
Balanced Growth,Listed equity,MICRON TECHNOLOGY,2588184,SEDOL,
Balanced Growth,Listed equity,MICROSOFT CORP,2588173,SEDOL,
Balanced Growth,Listed equity,MICROSTRATEGY,2974329,SEDOL,
Balanced Growth,Listed equity,MIDEA GROUP CO A (HK-C),BD5CPP1,SEDOL,
Balanced Growth,Listed equity,MIDEA GROUP H,BQB7ZL7,SEDOL,
Balanced Growth,Listed equity,MIDEA REAL ESTATE HOLDING LTD COMMON STOCK HKD 1,BF55Q06,SEDOL,
Balanced Growth,Listed equity,MIGDAL INSURANCE & FINANCIAL HOLDINGS LTD COMMON STOCK ILS 0,6509062,SEDOL,
Balanced Growth,Listed equity,MINERAL RESOURCES,B17ZL56,SEDOL,
Balanced Growth,Listed equity,MINTH GROUP (CN),B0RJCG9,SEDOL,
Balanced Growth,Listed equity,MIRAE ASSET SECURITIES,6249658,SEDOL,
Balanced Growth,Listed equity,MISC BHD,6557997,SEDOL,
Balanced Growth,Listed equity,MITSUBISHI CORP,6596785,SEDOL,
Balanced Growth,Listed equity,MITSUBISHI ELECTRIC CORP,6597045,SEDOL,
Balanced Growth,Listed equity,MITSUBISHI HEAVY IND,6597067,SEDOL,
Balanced Growth,Listed equity,MITSUBISHI UFJ FIN GRP,6335171,SEDOL,
Balanced Growth,Listed equity,MITSUI FUDOSAN CO,6597603,SEDOL,
Balanced Growth,Listed equity,MITSUI OSK LINES,6597584,SEDOL,
Balanced Growth,Listed equity,MIZRAHI TEFAHOT BANK,6916703,SEDOL,
Balanced Growth,Listed equity,MIZUHO FINANCIAL GROUP,6591014,SEDOL,
Balanced Growth,Listed equity,MMG,6728793,SEDOL,
Balanced Growth,Listed equity,MOBVISTA INC COMMON STOCK HKD 0.01,BHR7002,SEDOL,
Balanced Growth,Listed equity,MODERNA,BGSXTS3,SEDOL,
Balanced Growth,Listed equity,MOL MAGYAR OLAJ GAZIPARI,BD5ZXH8,SEDOL,
Balanced Growth,Listed equity,MOLSON COORS BREWING B,B067BM3,SEDOL,
Balanced Growth,Listed equity,MOMENTUM METROPOL HLDGS,BK9S758,SEDOL,
Balanced Growth,Listed equity,MONADELPHOUS GROUP LTD,6600471,SEDOL,
Balanced Growth,Listed equity,MONCLER SPA,BGLP232,SEDOL,
Balanced Growth,Listed equity,MONDAY.COM LTD COMMON STOCK USD,BMHRYX8,SEDOL,
Balanced Growth,Listed equity,MONDELEZ INTERNATIONAL A,B8CKK03,SEDOL,
Balanced Growth,Listed equity,MONOLITHIC POWER SYSTEMS,B01Z7J1,SEDOL,
Balanced Growth,Listed equity,MOODY'S CORP,2252058,SEDOL,
Balanced Growth,Listed equity,MORGAN STANLEY,2262314,SEDOL,
Balanced Growth,Listed equity,MOSAIC CO (THE),B3NPHP6,SEDOL,
Balanced Growth,Listed equity,MOTOR OIL HELLAS,5996234,SEDOL,
Balanced Growth,Listed equity,MOTOROLA SOLUTIONS,B5BKPQ4,SEDOL,
Balanced Growth,Listed equity,MOUNT GIBSON IRON,6963743,SEDOL,
Balanced Growth,Listed equity,MPC CONTAINER SHIPS ASA COMMON STOCK NOK 1,BF20GN7,SEDOL,
Balanced Growth,Listed equity,MS&AD INSURANCE GROUP,B2Q4CS1,SEDOL,
Balanced Growth,Listed equity,MSCI,B2972D2,SEDOL,
Balanced Growth,Listed equity,MTN GROUP,6563206,SEDOL,
Balanced Growth,Listed equity,MTU AERO ENGINES,B09DHL9,SEDOL,
Balanced Growth,Listed equity,MUENCHENER RUECKVERSICH,5294121,SEDOL,
Balanced Growth,Listed equity,MURAKAMI CORP COMMON STOCK JPY,6610232,SEDOL,
Balanced Growth,Listed equity,MURATA MANUFACTURING CO,6610403,SEDOL,
Balanced Growth,Listed equity,MUTHOOT FINANCE,B40MFF3,SEDOL,
Balanced Growth,Listed equity,MYER HOLDINGS LTD,B50YPZ6,SEDOL,
Balanced Growth,Listed equity,NAKANO CORP/TOKYO COMMON STOCK JPY,6620844,SEDOL,
Balanced Growth,Listed equity,NANOSONICS LIMITED,B1WF979,SEDOL,
Balanced Growth,Listed equity,NARI TECHNOLOGY A (HK-C),BP3R444,SEDOL,
Balanced Growth,Listed equity,NASPERS N,BN0VX82,SEDOL,
Balanced Growth,Listed equity,NATIONAL AUSTRALIA BANK,6624608,SEDOL,
Balanced Growth,Listed equity,NATIONAL BANK OF GREECE,BG087C6,SEDOL,
Balanced Growth,Listed equity,NATIONAL GRID,BDR05C0,SEDOL,
Balanced Growth,Listed equity,NATURA & CO HOLDINGS,BJRFY31,SEDOL,
Balanced Growth,Listed equity,NATWEST GROUP,BM8PJY7,SEDOL,
Balanced Growth,Listed equity,NATWEST GROUP PLC ADR USD,BP0WTS1,SEDOL,
Balanced Growth,Listed equity,NAVER,6560393,SEDOL,
Balanced Growth,Listed equity,NAVIGATOR GLOBAL INVESTMENTS LTD,BFN1D38,SEDOL,
Balanced Growth,Listed equity,NAVINFO CO LTD COMMON STOCK CNY 1,BD5CKR8,SEDOL,
Balanced Growth,Listed equity,NBTM NEW MATERIALS GROUP CO LTD COMMON STOCK CNY 1,BP3RJR2,SEDOL,
Balanced Growth,Listed equity,NCSOFT CORP,6264189,SEDOL,
Balanced Growth,Listed equity,NEBIUS GROUP NV COMMON STOCK USD 0.01,B5BSZB3,SEDOL,
Balanced Growth,Listed equity,NEC CORP,6640400,SEDOL,
Balanced Growth,Listed equity,NEDBANK GROUP,6628008,SEDOL,
Balanced Growth,Listed equity,NEMETSCHEK,5633962,SEDOL,
Balanced Growth,Listed equity,NEOENERGIA SA COMMON STOCK BRL 0,BF8GMG4,SEDOL,
Balanced Growth,Listed equity,NEPI ROCKCASTLE,BLF9GQ6,SEDOL,
Balanced Growth,Listed equity,NESTLE,7123870,SEDOL,
Balanced Growth,Listed equity,NESTLE INDIA,BQB8GH3,SEDOL,
Balanced Growth,Listed equity,NETAPP,2630643,SEDOL,
Balanced Growth,Listed equity,NETEASE COM ADR,2606440,SEDOL,
Balanced Growth,Listed equity,NETEASE INC COMMON STOCK CNY 0.0001,BM93SF4,SEDOL,
Balanced Growth,Listed equity,NETFLIX,2857817,SEDOL,
Balanced Growth,Listed equity,NETWEALTH GROUP LTD,BF52PL1,SEDOL,
Balanced Growth,Listed equity,NEUREN PHARMACEUTICALS LTD,B04LVF0,SEDOL,
Balanced Growth,Listed equity,NEW CHINA LIFE INS H,B5730Z1,SEDOL,
Balanced Growth,Listed equity,NEW FOX A,BJJMGL2,SEDOL,
Balanced Growth,Listed equity,NEW FOX B,BJJMGY5,SEDOL,
Balanced Growth,Listed equity,NEW HOPE CORP,6681960,SEDOL,
Balanced Growth,Listed equity,NEW INFORMA,BMJ6DW5,SEDOL,
Balanced Growth,Listed equity,NEW ORIENTAL EDUCATION,BN4MKV3,SEDOL,
Balanced Growth,Listed equity,NEW WORLD RESOURCES LTD COMMON STOCK AUD 0,BZ17GS4,SEDOL,
Balanced Growth,Listed equity,NEWMONT CORPORATION CDI,BRDVMB3,SEDOL,
Balanced Growth,Listed equity,NEWS CORP,BD7SZP7,SEDOL,
Balanced Growth,Listed equity,NEXANS SA COMMON STOCK EUR 1,7130836,SEDOL,
Balanced Growth,Listed equity,NEXGEN ENERGY LTD.,BLR8K36,SEDOL,
Balanced Growth,Listed equity,NEXON CO,B63QM77,SEDOL,
Balanced Growth,Listed equity,NEXTDC LTD,B5LMKP4,SEDOL,
Balanced Growth,Listed equity,NEXTEER AUTOMOTIVE GROUP LTD COMMON STOCK HKD 0.1,BBPD5F0,SEDOL,
Balanced Growth,Listed equity,NEXTERA ENERGY,2328915,SEDOL,
Balanced Growth,Listed equity,NH INVESTMENT & SECURITIES CO LTD COMMON STOCK KRW 5000,6537085,SEDOL,
Balanced Growth,Listed equity,NIB HOLDINGS LIMITED,B28ZM60,SEDOL,
Balanced Growth,Listed equity,NICE,6647133,SEDOL,
Balanced Growth,Listed equity,NICE LTD ADR USD,2639736,SEDOL,
Balanced Growth,Listed equity,NICK SCALI LIMITED,B00VZV8,SEDOL,
Balanced Growth,Listed equity,NICKEL INDUSTRIES LTD,BZ7NDP2,SEDOL,
Balanced Growth,Listed equity,NIEN MADE ENTERPRISE CO LTD COMMON STOCK TWD 10,BSZLN15,SEDOL,
Balanced Growth,Listed equity,NIHON PLAST CO LTD COMMON STOCK JPY,6639583,SEDOL,
Balanced Growth,Listed equity,NIKE B,2640147,SEDOL,
Balanced Growth,Listed equity,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,BGQV183,SEDOL,
Balanced Growth,Listed equity,NINGBO SANXING  A (HK-C),BP3RJG1,SEDOL,
Balanced Growth,Listed equity,NINTENDO CO,6639550,SEDOL,
Balanced Growth,Listed equity,NIPPON YUSEN K.K,6643960,SEDOL,
Balanced Growth,Listed equity,NITTO DENKO CORP,6641801,SEDOL,
Balanced Growth,Listed equity,NMDC,6148119,SEDOL,
Balanced Growth,Listed equity,NN GROUP,BNG8PQ9,SEDOL,
Balanced Growth,Listed equity,NOKIA CORP,5902941,SEDOL,
Balanced Growth,Listed equity,NOMURA HOLDINGS,6643108,SEDOL,
Balanced Growth,Listed equity,NOMURA HOLDINGS INC ADR USD,2830164,SEDOL,
Balanced Growth,Listed equity,NOMURA RESEARCH INST,6390921,SEDOL,
Balanced Growth,Listed equity,NORDEA BANK  (FI),BFM0SV9,SEDOL,
Balanced Growth,Listed equity,NORDEA BANK ABP COMMON STOCK EUR 1,BGJRHX5,SEDOL,
Balanced Growth,Listed equity,NORDEA BANK ABP COMMON STOCK EUR 1,BYZF9J9,SEDOL,
Balanced Growth,Listed equity,NORSK HYDRO,B11HK39,SEDOL,
Balanced Growth,Listed equity,NORTHERN STAR RESOURCES,6717456,SEDOL,
Balanced Growth,Listed equity,NORTHERN TRUST CORP,2648668,SEDOL,
Balanced Growth,Listed equity,NOS SGPS SA COMMON STOCK EUR 0.01,B0B9GS5,SEDOL,
Balanced Growth,Listed equity,NOVARTIS,7103065,SEDOL,
Balanced Growth,Listed equity,NOVATEK MICROELECTRS,6346333,SEDOL,
Balanced Growth,Listed equity,NOVO NORDISK B,BP6KMJ1,SEDOL,
Balanced Growth,Listed equity,NOVONIX LTD,BYZ6CM6,SEDOL,
Balanced Growth,Listed equity,NRW HOLDINGS LIMITED,B23XW70,SEDOL,
Balanced Growth,Listed equity,NTPC,B037HF1,SEDOL,
Balanced Growth,Listed equity,NTT CORP,6641373,SEDOL,
Balanced Growth,Listed equity,NU HOLDINGS A,BN6NP19,SEDOL,
Balanced Growth,Listed equity,NUCOR CORP,2651086,SEDOL,
Balanced Growth,Listed equity,NUFARM LIMITED,6335331,SEDOL,
Balanced Growth,Listed equity,NUIX LTD,BMW7P63,SEDOL,
Balanced Growth,Listed equity,NUTANIX A,BYQBFT8,SEDOL,
Balanced Growth,Listed equity,NUTRIEN LTD,BDRJLN0,SEDOL,
Balanced Growth,Listed equity,NVIDIA,2379504,SEDOL,
Balanced Growth,Listed equity,NVR,2637785,SEDOL,
Balanced Growth,Listed equity,NXP SEMICONDUCTORS (US),B505PN7,SEDOL,
Balanced Growth,Listed equity,O'REILLY AUTOMOTIVE,B65LWX6,SEDOL,
Balanced Growth,Listed equity,OBEROI REALTY,B4MXNL6,SEDOL,
Balanced Growth,Listed equity,OBIC CO,6136749,SEDOL,
Balanced Growth,Listed equity,OBJECTIVE CORP LTD COMMON STOCK AUD 0,6283407,SEDOL,
Balanced Growth,Listed equity,OFX GROUP LIMITED,BFG1Q58,SEDOL,
Balanced Growth,Listed equity,OKEANIS ECO TANKERS CORP COMMON STOCK NOK 0.001,BLR8SN2,SEDOL,
Balanced Growth,Listed equity,OLD MUTUAL (NEW),BDVPYN5,SEDOL,
Balanced Growth,Listed equity,OLYMPUS CORP,6658801,SEDOL,
Balanced Growth,Listed equity,OMNICOM GROUP,2279303,SEDOL,
Balanced Growth,Listed equity,OMV AG,4651459,SEDOL,
Balanced Growth,Listed equity,ON HOLDING AG COMMON STOCK USD 0.1,BPF0FP9,SEDOL,
Balanced Growth,Listed equity,ON SEMICONDUCTOR CORP,2583576,SEDOL,
Balanced Growth,Listed equity,OOH!MEDIA LIMITED,BSXN8D0,SEDOL,
Balanced Growth,Listed equity,OOREDOO,6158174,SEDOL,
Balanced Growth,Listed equity,OPAP,7107250,SEDOL,
