Option Name,Asset Class Name,Name/Kind of Investment Item,Stock ID,ID_Type,Listed Country
Balanced Growth,Listed equity,BURSA MALAYSIA BHD COMMON STOCK MYR 0,B06FV38,SEDOL,
Balanced Growth,Listed equity,BUZZI SPA COMMON STOCK EUR 0,5782206,SEDOL,
Balanced Growth,Listed equity,BYD CO H,6536651,SEDOL,
Balanced Growth,Listed equity,BYD ELECTRONIC INTL,B29SHS5,SEDOL,
Balanced Growth,Listed equity,C&A MODAS SA COMMON STOCK BRL,BKPHNH3,SEDOL,
Balanced Growth,Listed equity,CADENCE DESIGN SYSTEMS,2302232,SEDOL,
Balanced Growth,Listed equity,CAIXA SEGURIDADE PAR,BMDWWN3,SEDOL,
Balanced Growth,Listed equity,CAIXABANK,B283W97,SEDOL,
Balanced Growth,Listed equity,CANADIAN NAT RESOURCES,2171573,SEDOL,
Balanced Growth,Listed equity,CANADIAN NATIONAL RAILWAY CO COMMON STOCK CAD 0,2210959,SEDOL,
Balanced Growth,Listed equity,CANADIAN NATL RAILWAY,2180632,SEDOL,
Balanced Growth,Listed equity,CANADIAN TIRE CORP A,2172286,SEDOL,
Balanced Growth,Listed equity,CANARA BANK,BS5WYP9,SEDOL,
Balanced Growth,Listed equity,CANON INC,6172323,SEDOL,
Balanced Growth,Listed equity,CAP SA COMMON STOCK CLP 0,2174312,SEDOL,
Balanced Growth,Listed equity,CAPCOM CO,6173694,SEDOL,
Balanced Growth,Listed equity,CAPGEMINI,4163437,SEDOL,
Balanced Growth,Listed equity,CAPITAL ONE FINANCIAL,2654461,SEDOL,
Balanced Growth,Listed equity,CAPITAL SECURIT A (HK-C),BPXYT73,SEDOL,
Balanced Growth,Listed equity,CAPITEC BANK HOLDINGS,6440859,SEDOL,
Balanced Growth,Listed equity,CAPRAL LTD COMMON STOCK AUD 0,6013972,SEDOL,
Balanced Growth,Listed equity,CAPRICORN METALS LTD,BDD98W2,SEDOL,
Balanced Growth,Listed equity,CAPSTONE COPPER CORP CDI,BQXH1K6,SEDOL,
Balanced Growth,Listed equity,CAR GROUP,BW0BGZ3,SEDOL,
Balanced Growth,Listed equity,CARAVEL MINERALS LTD COMMON STOCK AUD 0,B90KY77,SEDOL,
Balanced Growth,Listed equity,CARDINAL HEALTH,2175672,SEDOL,
Balanced Growth,Listed equity,CARLISLE COS,2176318,SEDOL,
Balanced Growth,Listed equity,CARNABY RESOURCES LTD COMMON STOCK AUD,BKB0C46,SEDOL,
Balanced Growth,Listed equity,CARNARVON ENERGY LIMITED,6110497,SEDOL,
Balanced Growth,Listed equity,CARNIVAL CORP (US),2523044,SEDOL,
Balanced Growth,Listed equity,CARREFOUR,5641567,SEDOL,
Balanced Growth,Listed equity,CARVANA A,BYQHPG3,SEDOL,
Balanced Growth,Listed equity,CATALYST METALS LTD COMMON STOCK AUD 0,B17P5V0,SEDOL,
Balanced Growth,Listed equity,CATAPULT GROUP INTERNATIONAL LTD COMMON STOCK AUD,BTL0Y76,SEDOL,
Balanced Growth,Listed equity,CATCHER TECH CO,6186669,SEDOL,
Balanced Growth,Listed equity,CATERPILLAR,2180201,SEDOL,
Balanced Growth,Listed equity,CATHAY FINANCIAL HOLDING,6425663,SEDOL,
Balanced Growth,Listed equity,CBOE GLOBAL MARKETS,B5834C5,SEDOL,
Balanced Growth,Listed equity,CBRE GROUP,B6WVMH3,SEDOL,
Balanced Growth,Listed equity,CCL INDUSTRIES B,2159795,SEDOL,
Balanced Growth,Listed equity,CDW CORP,BBM5MD6,SEDOL,
Balanced Growth,Listed equity,CELLNEX TELECOM,BX90C05,SEDOL,
Balanced Growth,Listed equity,CEMEX SAB DE CV ADR USD 0,2488671,SEDOL,
Balanced Growth,Listed equity,CEMIG PN,B1YBRG0,SEDOL,
Balanced Growth,Listed equity,CENCORA,2795393,SEDOL,
Balanced Growth,Listed equity,CENCOSUD,B00R3L2,SEDOL,
Balanced Growth,Listed equity,CENOVUS ENERGY,B57FG04,SEDOL,
Balanced Growth,Listed equity,CENOVUS ENERGY INC COMMON STOCK CAD 0,B5BQMT4,SEDOL,
Balanced Growth,Listed equity,CENTENE CORP,2807061,SEDOL,
Balanced Growth,Listed equity,CENTRICA,B033F22,SEDOL,
Balanced Growth,Listed equity,CEZ CESKE ENER ZAVODY,5624030,SEDOL,
Balanced Growth,Listed equity,CF INDUSTRIES HOLDINGS,B0G4K50,SEDOL,
Balanced Growth,Listed equity,CGI A,BJ2L575,SEDOL,
Balanced Growth,Listed equity,CGI INC COMMON STOCK CAD 0,BJ2L553,SEDOL,
Balanced Growth,Listed equity,CH ROBINSON WORLDWIDE,2116228,SEDOL,
Balanced Growth,Listed equity,CHAILEASE HOLDING,B58J1S8,SEDOL,
Balanced Growth,Listed equity,CHALICE MINING LTD,B0ZGW28,SEDOL,
Balanced Growth,Listed equity,CHAMPION IRON LIMITED,BLD1SB3,SEDOL,
Balanced Growth,Listed equity,CHANGHONG MEILING CO LTD COMMON STOCK CNY 1,BPDWSH0,SEDOL,
Balanced Growth,Listed equity,CHANGJIANG SEC A (HK-C),BD5CP40,SEDOL,
Balanced Growth,Listed equity,CHAROEN POKPHAND FOODS PCL FOREIGN SH. THB 1,B5L2DG6,SEDOL,
Balanced Growth,Listed equity,CHARTER COMM A (NEW),BZ6VT82,SEDOL,
Balanced Growth,Listed equity,Chartwell Retirement Residences,B8S8C94,SEDOL,
Balanced Growth,Listed equity,CHECK POINT SOFTW (USD),2181334,SEDOL,
Balanced Growth,Listed equity,CHEVRON CORP,2838555,SEDOL,
Balanced Growth,Listed equity,CHINA BOHAI BANK CO H,BMQ8Q14,SEDOL,
Balanced Growth,Listed equity,CHINA CINDA ASSET MGMT H,BGY6SV2,SEDOL,
Balanced Growth,Listed equity,CHINA CITIC BANK H,B1W0JF2,SEDOL,
Balanced Growth,Listed equity,CHINA CITIC BK A (HK-C),BP3R2H3,SEDOL,
Balanced Growth,Listed equity,CHINA COAL ENERGY H,B1JNK84,SEDOL,
Balanced Growth,Listed equity,CHINA COMMU SERVICES H,B1HVJ16,SEDOL,
Balanced Growth,Listed equity,CHINA CONSTRUCTION BK H,B0LMTQ3,SEDOL,
Balanced Growth,Listed equity,CHINA CSSC HLDG A (HK-C),BP3R4N3,SEDOL,
Balanced Growth,Listed equity,CHINA DEVELOPMENT BANK FINANCIAL LEASING CO LTD COMMON STOCK,BD8CRP2,SEDOL,
Balanced Growth,Listed equity,CHINA EASTERN AIRLINES CORP LTD COMMON STOCK CNY 1,BP3R5X0,SEDOL,
Balanced Growth,Listed equity,CHINA EVERBRIGHT BANK H,B5NRRJ0,SEDOL,
Balanced Growth,Listed equity,CHINA EVERBRIGHT ENVIRONMENT GROUP LTD COMMON STOCK HKD 0,6630940,SEDOL,
Balanced Growth,Listed equity,CHINA FEIHE,BK0SBL1,SEDOL,
Balanced Growth,Listed equity,CHINA GALAXY SEC H,B92NYF2,SEDOL,
Balanced Growth,Listed equity,CHINA HONGQIAO GROUP,B44ZV94,SEDOL,
Balanced Growth,Listed equity,CHINA INTERNATIONAL MARINE CONTAINERS GROUP CO LTD COMMON ST,B87RSJ4,SEDOL,
Balanced Growth,Listed equity,CHINA INTL CPTL CORP H,BZ169C6,SEDOL,
Balanced Growth,Listed equity,CHINA JINMAO HLDGS GROUP,B23TGR6,SEDOL,
Balanced Growth,Listed equity,CHINA LESSO GROUP HLDGS,BCDBKF8,SEDOL,
Balanced Growth,Listed equity,CHINA LIFE INSURANCE H,6718976,SEDOL,
Balanced Growth,Listed equity,CHINA MENGNIU DAIRY CO,B01B1L9,SEDOL,
Balanced Growth,Listed equity,CHINA MERCH ENER A(HK-C),BP3R8G4,SEDOL,
Balanced Growth,Listed equity,CHINA MERCH SEC A (HK-C),BP3R303,SEDOL,
Balanced Growth,Listed equity,CHINA MERCHANTS BANK H,B1DYPZ5,SEDOL,
Balanced Growth,Listed equity,CHINA MERCHANTS PORT,6416139,SEDOL,
Balanced Growth,Listed equity,CHINA MERCHANTS PORT GROUP CO LTD COMMON STOCK CNY 1,BD25NM6,SEDOL,
Balanced Growth,Listed equity,CHINA MINSHENG BANK H,B57JY24,SEDOL,
Balanced Growth,Listed equity,CHINA NATL BUILDING H,B0Y91C1,SEDOL,
Balanced Growth,Listed equity,CHINA OILFIELD SVCS H,6560995,SEDOL,
Balanced Growth,Listed equity,CHINA OVERSEAS GRAND OCEANS GROUP LTD COMMON STOCK HKD 0,6803247,SEDOL,
Balanced Growth,Listed equity,CHINA OVERSEAS LAND &INV,6192150,SEDOL,
Balanced Growth,Listed equity,CHINA PACIFIC INS GRP H,B2Q5H56,SEDOL,
Balanced Growth,Listed equity,CHINA RAILWAY GROUP H,B297KM7,SEDOL,
Balanced Growth,Listed equity,CHINA REINSURANCE (GRP)H,BYYN347,SEDOL,
Balanced Growth,Listed equity,CHINA RESOURCES CEMENT,B41XC98,SEDOL,
Balanced Growth,Listed equity,CHINA RESOURCES LAND,6193766,SEDOL,
Balanced Growth,Listed equity,CHINA RESOURCES PHARMA,BYNGG26,SEDOL,
Balanced Growth,Listed equity,CHINA SHENHUA ENERGY H,B09N7M0,SEDOL,
Balanced Growth,Listed equity,CHINA STATE CON A (HK-C),BP3R2Q2,SEDOL,
Balanced Growth,Listed equity,CHINA STATE CONSTRUCTION,B0BM5T8,SEDOL,
Balanced Growth,Listed equity,CHINA TAIPING INSURANCE,6264048,SEDOL,
Balanced Growth,Listed equity,CHINA TOWER CORP H,BFZ2PK0,SEDOL,
Balanced Growth,Listed equity,CHINA VANKE CO H,BN320P8,SEDOL,
Balanced Growth,Listed equity,CHINA XD ELEC A (HK-C),BP3R671,SEDOL,
Balanced Growth,Listed equity,CHINA YANGTZE A (HK-C),BP3R2M8,SEDOL,
Balanced Growth,Listed equity,CHINA YONGDA AUTOMOBILES SERVICES HOLDINGS LTD COMMON STOCK,B8F2T65,SEDOL,
Balanced Growth,Listed equity,CHINA ZHESHANG A (HK-C),BK96BF0,SEDOL,
Balanced Growth,Listed equity,CHINA ZHESHANG BANK CO LTD COMMON STOCK HKD 1,BZ3T5T2,SEDOL,
Balanced Growth,Listed equity,CHIPOTLE MEXICAN GRILL A,B0X7DZ3,SEDOL,
Balanced Growth,Listed equity,CHOLAMANDALAM INV & FIN,BJ9K2H4,SEDOL,
Balanced Growth,Listed equity,CHONGQING RURAL A (HK-C),BJLWMG7,SEDOL,
Balanced Growth,Listed equity,CHONGQING RURAL COMM H,B4Q1Y57,SEDOL,
Balanced Growth,Listed equity,CHORUS LTD.,B54F6S5,SEDOL,
Balanced Growth,Listed equity,CHOW TAI FOOK (CN),B4R39F7,SEDOL,
Balanced Growth,Listed equity,CHRYSOS CORP LTD COMMON STOCK AUD,BPNXX01,SEDOL,
Balanced Growth,Listed equity,CHUBB,B3BQMF6,SEDOL,
Balanced Growth,Listed equity,CHUBU ELECTRIC POWER CO,6195609,SEDOL,
Balanced Growth,Listed equity,CIA PARANA ENERGIA,2192831,SEDOL,
Balanced Growth,Listed equity,CIA SUD AMERICANA,2196338,SEDOL,
Balanced Growth,Listed equity,CIENA CORP COMMON STOCK USD 0.01,B1FLZ21,SEDOL,
Balanced Growth,Listed equity,CIFI HOLDINGS GROUP CO,B8Z00N3,SEDOL,
Balanced Growth,Listed equity,CIMB GROUP HOLDINGS,6075745,SEDOL,
Balanced Growth,Listed equity,CINTAS CORP,2197137,SEDOL,
Balanced Growth,Listed equity,CIPLA,B011108,SEDOL,
Balanced Growth,Listed equity,CISCO SYSTEMS,2198163,SEDOL,
Balanced Growth,Listed equity,CITIC SECURITIES CO H,B6SPB49,SEDOL,
Balanced Growth,Listed equity,CITIGROUP GLOBAL MARKETS HOLDINGS INC/UNITED STATES EQUITY W,BFYTT00,SEDOL,
Balanced Growth,Listed equity,CJ CHEILJEDANG CORP,B2492F5,SEDOL,
Balanced Growth,Listed equity,CJ CORP,6189516,SEDOL,
Balanced Growth,Listed equity,CK HUTCHISON HOLDINGS,BW9P816,SEDOL,
Balanced Growth,Listed equity,CLARIANT,7113990,SEDOL,
Balanced Growth,Listed equity,CLEANAWAY WASTE MANAGEMENT,BYQ8KW7,SEDOL,
Balanced Growth,Listed equity,CLICKS GROUP,6105578,SEDOL,
Balanced Growth,Listed equity,CLINUVEL PHARMACEUTICALS LIMITED,6328405,SEDOL,
Balanced Growth,Listed equity,CLOUDFLARE A,BJXC5M2,SEDOL,
Balanced Growth,Listed equity,CME GROUP,2965839,SEDOL,
Balanced Growth,Listed equity,CMOC GROUP H,B1VRCG6,SEDOL,
Balanced Growth,Listed equity,CNH INDUSTRIAL (US),BDX85Z1,SEDOL,
Balanced Growth,Listed equity,CO FOR COOPERATIVE INS,B128FN6,SEDOL,
Balanced Growth,Listed equity,COAL INDIA,B4Z9XF5,SEDOL,
Balanced Growth,Listed equity,COBRAM ESTATE OLIVES LTD COMMON STOCK AUD,BKVC4C4,SEDOL,
Balanced Growth,Listed equity,COCA COLA (THE),2206657,SEDOL,
Balanced Growth,Listed equity,COCA-COLA FEMSA SAB DE CV ADR USD 0,2193317,SEDOL,
Balanced Growth,Listed equity,COCA-COLA FEMSA UBL,BHHP0S4,SEDOL,
Balanced Growth,Listed equity,COCA-COLA HBC CDI,B9895B7,SEDOL,
Balanced Growth,Listed equity,COCHLEAR,6211798,SEDOL,
Balanced Growth,Listed equity,CODAN LIMITED,6712611,SEDOL,
Balanced Growth,Listed equity,COGNIZANT TECH SOLUTIONS,2257019,SEDOL,
Balanced Growth,Listed equity,COLES,BYWR0T5,SEDOL,
Balanced Growth,Listed equity,COLGATE-PALMOLIVE,2209106,SEDOL,
Balanced Growth,Listed equity,COLLINS FOODS LTD,B6QCFP1,SEDOL,
Balanced Growth,Listed equity,COMCAST CORP A (NEW),2044545,SEDOL,
Balanced Growth,Listed equity,COMMERCIAL BANK OF QATAR,6150448,SEDOL,
Balanced Growth,Listed equity,COMMERCIAL INTERNATIONAL BANK - EGYPT (CIB) GDR USD 10,5668287,SEDOL,
Balanced Growth,Listed equity,COMMONWEALTH BANK OF AUS,6215035,SEDOL,
Balanced Growth,Listed equity,COMPAL ELECTRONICS,6225744,SEDOL,
Balanced Growth,Listed equity,COMPASS GROUP,BD6K457,SEDOL,
Balanced Growth,Listed equity,CONAGRA BRANDS,2215460,SEDOL,
Balanced Growth,Listed equity,CONOCOPHILLIPS,2685717,SEDOL,
Balanced Growth,Listed equity,CONRAD ASIA ENERGY LTD CDI,BMFX148,SEDOL,
Balanced Growth,Listed equity,CONSTELLATION ENERGY,BMH4FS1,SEDOL,
Balanced Growth,Listed equity,CONSTELLATION SOFTWARE,B15C4L6,SEDOL,
Balanced Growth,Listed equity,CONTAINER CORP OF INDIA,BG0ZVG9,SEDOL,
Balanced Growth,Listed equity,CONTEMPORARY AMP A(HK-C),BHQPSY7,SEDOL,
Balanced Growth,Listed equity,CONTINENTAL,4598589,SEDOL,
Balanced Growth,Listed equity,COPART,2208073,SEDOL,
Balanced Growth,Listed equity,COREBRIDGE FINANCIAL,BMTX0G9,SEDOL,
Balanced Growth,Listed equity,CORECIVIC INC,BZ8VC58,SEDOL,
Balanced Growth,Listed equity,CORONADO GLOBAL RESOURCES INC (CDI),BGV71W0,SEDOL,
Balanced Growth,Listed equity,CORONADO GLOBAL RESOURCES INC CDI AUD,AU0000026122,ISIN,
Balanced Growth,Listed equity,CORP INMOBILIARIA VESTA SAB DE CV ADR USD,BMDHMR2,SEDOL,
Balanced Growth,Listed equity,COSCO SHIP HLDG A (HK-C),BP3R552,SEDOL,
Balanced Growth,Listed equity,COSCO SHIPPING HLDGS H,B0B8Z18,SEDOL,
Balanced Growth,Listed equity,COSCO SHIPPING INTERNATIONAL HONG KONG CO LTD COMMON STOCK H,6806280,SEDOL,
Balanced Growth,Listed equity,COSCO SHIPPING SPECIALIZED CARRIERS CO LTD COMMON STOCK CNY,BP3RGR1,SEDOL,
Balanced Growth,Listed equity,COSTCO WHOLESALE CORP,2701271,SEDOL,
Balanced Growth,Listed equity,COTERRA ENERGY,2162340,SEDOL,
Balanced Growth,Listed equity,COUNTRY GARDEN HLDGS,B1VKYN6,SEDOL,
Balanced Growth,Listed equity,COUPANG INC COMMON STOCK USD 0.0001,BNYHDF3,SEDOL,
Balanced Growth,Listed equity,COWAY,6173401,SEDOL,
Balanced Growth,Listed equity,CP ALL PCL COMMON STOCK THB 1,B08YDG0,SEDOL,
Balanced Growth,Listed equity,CP ALL PCL FOREIGN SH. THB 1,B08YDF9,SEDOL,
Balanced Growth,Listed equity,CP KANSAS CITY,BMBQR09,SEDOL,
Balanced Growth,Listed equity,CPFL ENERGIA ON,B031NN3,SEDOL,
Balanced Growth,Listed equity,CREDICORP,2232878,SEDOL,
Balanced Growth,Listed equity,CREDIT AGRICOLE,7262610,SEDOL,
Balanced Growth,Listed equity,CRH  (US),B01ZKD6,SEDOL,
Balanced Growth,Listed equity,CROSS PLUS INC COMMON STOCK JPY,B00GW67,SEDOL,
Balanced Growth,Listed equity,CROWDSTRIKE HLDGS A,BJJP138,SEDOL,
Balanced Growth,Listed equity,CRRC CORP H,B2R2ZC9,SEDOL,
Balanced Growth,Listed equity,CSE GLOBAL LTD COMMON STOCK SGD 0,6143998,SEDOL,
Balanced Growth,Listed equity,CSL,6185495,SEDOL,
Balanced Growth,Listed equity,CSX CORP,2160753,SEDOL,
Balanced Growth,Listed equity,CTBC FINANCIAL HOLDING,6527666,SEDOL,
Balanced Growth,Listed equity,CUMMINS,2240202,SEDOL,
Balanced Growth,Listed equity,CUSCAL LTD COMMON STOCK AUD,BSKNPH6,SEDOL,
Balanced Growth,Listed equity,CVS HEALTH,2577609,SEDOL,
Balanced Growth,Listed equity,CYBERARK SOFTWARE (USD),BQT3XY6,SEDOL,
Balanced Growth,Listed equity,CYBERPOWER SYSTEMS INC COMMON STOCK TWD 10,B2QZ4K0,SEDOL,
Balanced Growth,Listed equity,CYFROWY POLSAT SA,B2QRCM4,SEDOL,
Balanced Growth,Listed equity,D'IETEREN GROUP COMMON STOCK EUR 0,4247494,SEDOL,
Balanced Growth,Listed equity,DABUR INDIA,6297356,SEDOL,
Balanced Growth,Listed equity,DAI ICHI LIFE HOLDINGS,B601QS4,SEDOL,
Balanced Growth,Listed equity,DAIICHI SANKYO CO,B0J7D91,SEDOL,
Balanced Growth,Listed equity,DAITO TRUST CONSTRUCTION,6250508,SEDOL,
Balanced Growth,Listed equity,DAIWA SECURITIES GROUP,6251448,SEDOL,
Balanced Growth,Listed equity,DANAHER CORP,2250870,SEDOL,
Balanced Growth,Listed equity,DANSKE BANK,4588825,SEDOL,
Balanced Growth,Listed equity,DAOU DATA CORP COMMON STOCK KRW 500,6214526,SEDOL,
Balanced Growth,Listed equity,DARDEN RESTAURANTS,2289874,SEDOL,
Balanced Growth,Listed equity,DASSAULT SYSTEMES,BM8H5Y5,SEDOL,
Balanced Growth,Listed equity,DATA#3 LIMITED,6093015,SEDOL,
Balanced Growth,Listed equity,DATADOG A,BKT9Y49,SEDOL,
Balanced Growth,Listed equity,DATANG INTERNATIONAL POWER GENERATION CO LTD COMMON STOCK HK,6080716,SEDOL,
Balanced Growth,Listed equity,DAVITA HEALTHCARE PARTNR,2898087,SEDOL,
Balanced Growth,Listed equity,DB INSURANCE CO,6155937,SEDOL,
Balanced Growth,Listed equity,DBS GROUP HOLDINGS,6175203,SEDOL,
Balanced Growth,Listed equity,DE GREY MINING LTD,6534837,SEDOL,
Balanced Growth,Listed equity,DECKERS OUTDOOR CORP COMMON STOCK USD 0.01,2267278,SEDOL,
Balanced Growth,Listed equity,DEEP YELLOW LIMITED,6480275,SEDOL,
Balanced Growth,Listed equity,DEERE & CO,2261203,SEDOL,
Balanced Growth,Listed equity,DELL TECHNOLOGIES C,BHKD3S6,SEDOL,
Balanced Growth,Listed equity,DELTA ELECTRONICS,6260734,SEDOL,
Balanced Growth,Listed equity,DESCARTES SYSTEMS GROUP INC/THE COMMON STOCK CAD 0,2528834,SEDOL,
Balanced Growth,Listed equity,DETERRA ROYALTIES LTD,BJP5T05,SEDOL,
Balanced Growth,Listed equity,DEUTSCHE BANK,5750355,SEDOL,
Balanced Growth,Listed equity,DEUTSCHE BANK AG COMMON STOCK EUR 0,2803025,SEDOL,
Balanced Growth,Listed equity,DEUTSCHE POST,4617859,SEDOL,
Balanced Growth,Listed equity,DEUTSCHE ROHSTOFF AG COMMON STOCK EUR,B1VVKT7,SEDOL,
Balanced Growth,Listed equity,DEUTSCHE TELEKOM,5842359,SEDOL,
Balanced Growth,Listed equity,DEVELOP GLOBAL LTD,BNVQGB0,SEDOL,
Balanced Growth,Listed equity,DEVON ENERGY CORP,2480677,SEDOL,
Balanced Growth,Listed equity,DEXCOM,B0796X4,SEDOL,
Balanced Growth,Listed equity,DEYAAR DEVELOPMENT PJSC COMMON STOCK AED 1,B24F8T9,SEDOL,
Balanced Growth,Listed equity,DFZQ-H COMMON STOCK HKD 1,BD31M48,SEDOL,
Balanced Growth,Listed equity,DFZQ-H COMMON STOCK HKD 1,CNE1000027F2,ISIN,
Balanced Growth,Listed equity,DGB FINANCIAL GROUP INC COMMON STOCK KRW 5000,B68N347,SEDOL,
Balanced Growth,Listed equity,DIAGEO,237400,SEDOL,
Balanced Growth,Listed equity,DICKER DATA LIMITED,B3YPKQ7,SEDOL,
Balanced Growth,Listed equity,DICKS SPORTING GOODS,2969637,SEDOL,
Balanced Growth,Listed equity,DIDI GLOBAL A ADR,BMBR6F0,SEDOL,
Balanced Growth,Listed equity,DISCOVER FINANCIAL,B1YLC43,SEDOL,
Balanced Growth,Listed equity,DISNEY (WALT),2270726,SEDOL,
Balanced Growth,Listed equity,DOCUSIGN,BFYT7B7,SEDOL,
Balanced Growth,Listed equity,DOLLAR TREE,2272476,SEDOL,
Balanced Growth,Listed equity,DOLLARAMA,B4TP9G2,SEDOL,
Balanced Growth,Listed equity,DOMAIN HOLDINGS AUSTRALIA LTD,BF17Y13,SEDOL,
Balanced Growth,Listed equity,DOMINION ENERGY,2542049,SEDOL,
Balanced Growth,Listed equity,DOMINO'S PIZZA ENT,B07SFG7,SEDOL,
Balanced Growth,Listed equity,DOMINOS PIZZA,B01SD70,SEDOL,
Balanced Growth,Listed equity,DONG-A SOCIO HOLDINGS CO LTD COMMON STOCK KRW 5000,6273163,SEDOL,
Balanced Growth,Listed equity,DONGKUK STEEL MILL CO LTD/NEW COMMON STOCK KRW 5000,BMTXTY0,SEDOL,
Balanced Growth,Listed equity,DOORDASH INC COMMON STOCK USD 0.00001,BN13P03,SEDOL,
Balanced Growth,Listed equity,DOOSAN BOBCAT,BYX9GP8,SEDOL,
Balanced Growth,Listed equity,DOUSHEN BEIJING EDUCATION & TECHNOLOGY INC COMMON STOCK CNY,BD5CFT5,SEDOL,
Balanced Growth,Listed equity,DOVER CORP,2278407,SEDOL,
Balanced Growth,Listed equity,DOWNER EDI LTD,6465573,SEDOL,
Balanced Growth,Listed equity,DR ING HC F PORSCHE AG PREFERENCE,BJN59B8,SEDOL,
Balanced Growth,Listed equity,DR REDDY'S LABORATORIES,BQ2KJW4,SEDOL,
Balanced Growth,Listed equity,DSV,B1WT5G2,SEDOL,
Balanced Growth,Listed equity,DTE ENERGY,2280220,SEDOL,
Balanced Growth,Listed equity,DUBAI ISLAMIC BANK,6283452,SEDOL,
Balanced Growth,Listed equity,DUKE ENERGY CORP,B7VD3F2,SEDOL,
Balanced Growth,Listed equity,DUPONT DE NEMOURS,BK0VN47,SEDOL,
Balanced Growth,Listed equity,EAGERS AUTOMOTIVE LTD,6296201,SEDOL,
Balanced Growth,Listed equity,EASTCOMPEACE TECHNOLOGY CO LTD COMMON STOCK CNY 1,BL58BT1,SEDOL,
Balanced Growth,Listed equity,EASTROC BEVERAGE GROUP CO LTD COMMON STOCK CNY 1,BP91NL0,SEDOL,
Balanced Growth,Listed equity,EBAY,2293819,SEDOL,
Balanced Growth,Listed equity,EBOS GROUP LTD,BH36SD2,SEDOL,
Balanced Growth,Listed equity,EDWARDS LIFESCIENCES,2567116,SEDOL,
Balanced Growth,Listed equity,EEKA FASHION HOLDINGS LTD COMMON STOCK HKD 0.01,BK8Y0F8,SEDOL,
Balanced Growth,Listed equity,EIFFAGE,B13X013,SEDOL,
Balanced Growth,Listed equity,EL PUERTO DE LIVERPOOL SAB DE CV COMMON STOCK MXN 0,2306814,SEDOL,
Balanced Growth,Listed equity,ELDERS LTD,6357852,SEDOL,
Balanced Growth,Listed equity,ELECTRICAL INDUSTRIES CO COMMON STOCK SAR 0.5,BSMSY94,SEDOL,
Balanced Growth,Listed equity,ELECTRONIC ARTS,2310194,SEDOL,
Balanced Growth,Listed equity,ELETROBRAS ON,2311120,SEDOL,
Balanced Growth,Listed equity,ELEVANCE HEALTH,BSPHGL4,SEDOL,
Balanced Growth,Listed equity,ELF BEAUTY INC COMMON STOCK USD 0.01,BDDQ975,SEDOL,
Balanced Growth,Listed equity,ELMERA GROUP ASA COMMON STOCK NOK 0.3,BG0SKQ1,SEDOL,
Balanced Growth,Listed equity,ELVALHALCOR SA COMMON STOCK EUR 0.39,BG0WLZ9,SEDOL,
Balanced Growth,Listed equity,EMAAR DEVELOPMENT PJSC COMMON STOCK AED 1,BDG1977,SEDOL,
Balanced Growth,Listed equity,EMAAR PROPERTIES,B01RM25,SEDOL,
Balanced Growth,Listed equity,EMART CO,B682TF7,SEDOL,
Balanced Growth,Listed equity,EMBOTELLADORA PREF B,2311454,SEDOL,
Balanced Growth,Listed equity,EMCOR GROUP,2474164,SEDOL,
Balanced Growth,Listed equity,EMECO HOLDINGS,B1978V5,SEDOL,
Balanced Growth,Listed equity,EMERA,2650050,SEDOL,
Balanced Growth,Listed equity,EMERALD RESOURCES NL,6107381,SEDOL,
Balanced Growth,Listed equity,EMERGING DISPLAY TECHNOLOGIES CORP COMMON STOCK TWD 10,6343969,SEDOL,
Balanced Growth,Listed equity,EMERSON ELECTRIC CO,2313405,SEDOL,
Balanced Growth,Listed equity,EMIRATES INTEGRATED TELECOMMUNICATIONS CO PJSC COMMON STOCK,B13TMN7,SEDOL,
Balanced Growth,Listed equity,EMIRATES NBD BANK,B28PFX8,SEDOL,
Balanced Growth,Listed equity,EMPIRE CO A,2314000,SEDOL,
Balanced Growth,Listed equity,EMPRESAS CMPC,2196015,SEDOL,
Balanced Growth,Listed equity,EMPRESAS COPEC,2196026,SEDOL,
Balanced Growth,Listed equity,EMS-CHEMIE HOLDING,7635610,SEDOL,
Balanced Growth,Listed equity,ENBRIDGE INC COMMON STOCK CAD 0,2478906,SEDOL,
Balanced Growth,Listed equity,ENDEAVOUR GROUP,BNVS144,SEDOL,
Balanced Growth,Listed equity,ENDESA,5271782,SEDOL,
Balanced Growth,Listed equity,ENEL,7144569,SEDOL,
Balanced Growth,Listed equity,ENEL AMERICAS,2299453,SEDOL,
Balanced Growth,Listed equity,ENEL CHILE,BYMLZD6,SEDOL,
Balanced Growth,Listed equity,ENEOS HOLDINGS,B627LW9,SEDOL,
Balanced Growth,Listed equity,ENGIE,B0C2CQ3,SEDOL,
Balanced Growth,Listed equity,ENGRO FERTILIZERS LTD COMMON STOCK PKR 10,B668PD7,SEDOL,
Balanced Growth,Listed equity,ENI,7145056,SEDOL,
Balanced Growth,Listed equity,ENLINK MIDSTREAM LLC,BJTNDQ9,SEDOL,
Balanced Growth,Listed equity,ENN ENERGY HOLDINGS,6333937,SEDOL,
Balanced Growth,Listed equity,ENN NATURAL GAS A (HK-C),BYYFJJ0,SEDOL,
Balanced Growth,Listed equity,ENPHASE ENERGY INC COMMON STOCK USD 0.00001,B65SQW4,SEDOL,
Balanced Growth,Listed equity,ENSUIKO SUGAR REFINING CO LTD COMMON STOCK JPY,6319067,SEDOL,
