Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,ID Type,Listed Country,Sector,Industry,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,Care Super,Balanced,Listed Equity,1,Discover Financial Services,,DFS US,BB Ticker,United States,Consumer Cyclical,Specialty Retail,11899,,,3329184,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Divi's Laboratories Ltd,,DIVI IN,BB Ticker,India,,,70817,,,8147890,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,DKSH Holding AG,,DKSH SW,BB Ticker,Switzerland,Industrials,Consulting Services,21,,,2500,0
31/12/2024,Care Super,Balanced,Listed Equity,1,DNB Bank ASA,,DNB NO,BB Ticker,Belgium,Financial Services,Financial Data & Stock Exchanges,38817,,,1252528,0
31/12/2024,Care Super,Balanced,Listed Equity,1,DocuSign Inc,,DOCU US,BB Ticker,United States,Technology,Software - Application,1925,,,279677,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dollar General Corp,,DG US,BB Ticker,United States,Consumer Defensive,Discount Stores,220017,,,26942919,0.0006
31/12/2024,Care Super,Balanced,Listed Equity,1,Dollarama Inc,,DOL CN,BB Ticker,Canada,,,20793,,,3275719,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Domain Holdings Australia Ltd,,DHG AU,BB Ticker,Australia,Healthcare,Drug Manufacturers - Specialty & Generic,38900,,,98416,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dominion Energy Inc,,D US,BB Ticker,United States,Utilities,Utilities - Regulated Electric,9723,,,845768,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Domino's Pizza Enterprises Ltd,,DMP AU,BB Ticker,Australia,Consumer Cyclical,Restaurants,611963,,,18016197,0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,DoorDash Inc,,DASH US,BB Ticker,United States,Consumer Cyclical,Internet Retail,23552,,,6381129,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,Doosan Bobcat Inc,,241560 KS,BB Ticker,South Korea,Industrials,Farm & Heavy Construction Machinery,4241,,,194950,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dover Corp,,DOV US,BB Ticker,United States,Industrials,Specialty Industrial Machinery,3012,,,912475,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dow Inc,,DOW US,BB Ticker,United States,Basic Materials,Chemicals,234472,,,15197227,0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,Downer EDI Ltd,,DOW AU,BB Ticker,Australia,Basic Materials,Chemicals,12784164,,,67116857,0.0016
31/12/2024,Care Super,Balanced,Listed Equity,1,DR Horton Inc,,DHI US,BB Ticker,United States,Consumer Cyclical,Residential Construction,15744,,,3555450,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Ing hc F Porsche AG,,P911 GR,BB Ticker,Germany,Consumer Cyclical,Auto Manufacturers,11380,,,1111895,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Lal PathLabs Ltd,,DLPL IN,BB Ticker,India,,,70399,,,3984822,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Reddy's Laboratories Ltd,,RDY US,BB Ticker,United States,Healthcare,Drug Manufacturers - Specialty & Generic,1007,,,25682,0
31/12/2024,Care Super,Balanced,Listed Equity,1,DroneShield Ltd,,DRO AU,BB Ticker,Australia,Technology,Software - Infrastructure,127606,,,97618,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Dropbox Inc,,DBX US,BB Ticker,United States,Technology,Software - Infrastructure,109713,,,5323071,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,DSM-Firmenich AG,,DSFIR NA,BB Ticker,Netherlands,Basic Materials,Specialty Chemicals,78746,,,12869556,0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,DSV A/S,,DSV DC,BB Ticker,Denmark,Basic Materials,Silver,38819,,,13311363,0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,Duke Energy Corp,,DUK US,BB Ticker,United States,Utilities,Utilities - Regulated Electric,11739,,,2042702,0
31/12/2024,Care Super,Balanced,Listed Equity,1,DuPont de Nemours Inc,,DD US,BB Ticker,United States,Basic Materials,Specialty Chemicals,55916,,,6886226,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,Dutch Bros Inc,,BROS US,BB Ticker,United States,Consumer Cyclical,Restaurants,31691,,,2681046,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Dynatrace Inc,,DT US,BB Ticker,United States,Technology,Software - Application,53588,,,4704064,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,E Ink Holdings Inc,,8069 TT,BB Ticker,Taiwan,Consumer Cyclical,Travel Services,41570,,,559084,0
31/12/2024,Care Super,Balanced,Listed Equity,1,E.ON SE,,EOAN GR,BB Ticker,Germany,Utilities,Utilities - Diversified,29599,,,556652,0
31/12/2024,Care Super,Balanced,Listed Equity,1,E.Sun Financial Holding Co Ltd,,2884 TT,BB Ticker,Taiwan,Consumer Defensive,Packaged Foods,19632,,,26065,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Eagers Automotive Ltd,,APE AU,BB Ticker,Australia,Healthcare,Biotechnology,338980,,,4013521,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,East Japan Railway Co,,9020 JP,BB Ticker,Japan,Industrials,Railroads,13069,,,375394,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Eastroc Beverage Group Co Ltd,,605499 C1,BB Ticker,China,Consumer Defensive,Beverages - Brewers,25528,,,1403799,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Eaton Corp PLC,,ETN US,BB Ticker,United States,Industrials,Specialty Industrial Machinery,21877,,,11726444,0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,eBay Inc,,EBAY US,BB Ticker,United States,Consumer Cyclical,Internet Retail,95158,,,9521163,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,EBOS Group Ltd,,EBO AU,BB Ticker,Australia,Technology,Computer Hardware,410519,,,13953524,0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,Ecolab Inc,,ECL US,BB Ticker,United States,Basic Materials,Specialty Chemicals,23825,,,9016647,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,Edison International,,EIX US,BB Ticker,United States,Utilities,Utilities - Regulated Electric,124167,,,16011396,0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,EDP SA,,EDP PL,BB Ticker,Portugal,,,40216,,,207898,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Edwards Lifesciences Corp,,EW US,BB Ticker,United States,Healthcare,Medical Devices,167678,,,20048831,0.0005
31/12/2024,Care Super,Balanced,Listed Equity,1,Eiffage SA,,FGR FP,BB Ticker,France,Basic Materials,Chemicals,7737,,,1096314,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Elders Ltd,,ELD AU,BB Ticker,Australia,,,1453801,,,10409217,0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,Eldorado Gold Corp,,EGO US,BB Ticker,United States,Basic Materials,Gold,140683,,,3378746,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Electronic Arts Inc,,EA US,BB Ticker,United States,Communication Services,Electronic Gaming & Multimedia,152754,,,36094462,0.0009
31/12/2024,Care Super,Balanced,Listed Equity,1,Elevance Health Inc,,ELV US,BB Ticker,United States,Healthcare,Healthcare Plans,8715,,,5192570,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,elf Beauty Inc,,ELF US,BB Ticker,United States,Consumer Defensive,Household & Personal Products,90625,,,18376702,0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,Elgi Equipments Ltd,,ELEQ IN,BB Ticker,India,,,205914,,,2252287,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Eli Lilly & Co,,LLY US,BB Ticker,United States,Healthcare,Drug Manufacturers - General,40908,,,51006654,0.0012
31/12/2024,Care Super,Balanced,Listed Equity,1,Elia Group SA/NV,,ELI BB,BB Ticker,Belgium,Healthcare,Drug Manufacturers - General,442,,,54995,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Embraer SA,,EMBR3 BZ,BB Ticker,Brazil,Industrials,Aerospace & Defense,235583,,,3460750,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,EMCOR Group Inc,,EME US,BB Ticker,United States,Industrials,Engineering & Construction,4429,,,3246714,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Emera Inc,,EMA CN,BB Ticker,Canada,Utilities,Utilities - Regulated Electric,3434,,,207229,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Emerald Resources NL,,EMR AU,BB Ticker,Australia,Industrials,Specialty Industrial Machinery,717803,,,2332861,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Emerson Electric Co,,EMR US,BB Ticker,United States,Industrials,Specialty Industrial Machinery,11914,,,2384650,0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Empire Co Ltd,,EMP/A CN,BB Ticker,Canada,,,7878,,,388312,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Empresas Copec SA,,COPEC CI,BB Ticker,Chile,Industrials,Conglomerates,49317,,,486870,0
31/12/2024,Care Super,Balanced,Listed Equity,1,EMS-Chemie Holding AG,,EMSN SW,BB Ticker,Switzerland,Basic Materials,Specialty Chemicals,1005,,,1094835,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Enagas SA,,ENG SM,BB Ticker,Spain,Technology,Information Technology Services,3012,,,59345,0
31/12/2024,Care Super,Balanced,Listed Equity,1,Enbridge Inc,,ENB CN,BB Ticker,Canada,Energy,Oil & Gas Midstream,65304,,,4474331,0.0001
