Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,ID Type,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CENTURIA CAPITAL GROUP STAPLED SECURITY AUD 0,,6518745,SEDOL,,430268.0,,,763725.0407,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CENTURIA INDUSTRIAL REIT REIT AUD 0,,BD31FD8,SEDOL,,576049.0,,,1624459.533,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CENTURIA OFFICE REIT REIT AUD 0,,BKTW448,SEDOL,,769803.0,,,846783.7022,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CHARTER HALL GROUP REIT AUD 0,,B15F6S6,SEDOL,,903847.0,,,12970203.09,0.0018
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CHARTER HALL LONG WALE REIT REIT AUD,,BDB46J2,SEDOL,,581103.0,,,2173325.568,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CHARTER HALL RETAIL REIT REIT AUD 0,,6225595,SEDOL,,65960.0,,,207773.8642,0.0
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CHARTER HALL SOCIAL INFRASTRUCTURE REIT REIT AUD 0,,BHJVMY0,SEDOL,,293826.0,,,755131.7766,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,COUSINS PROPERTIES INC REIT USD 1,,BJP0MF6,SEDOL,,37889.0,,,1874410.997,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,COVIVIO SA/FRANCE REIT EUR 3,,7745638,SEDOL,,34378.0,,,2803446.532,0.0004
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CROMWELL PROPERTY GROUP REIT AUD 0,,6225476,SEDOL,,3866363.0,,,1469218.059,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CROWN CASTLE INTERNATIONAL CORP,,BTGQCX1,SEDOL,,15967.0,,,2340314.487,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,CUBESMART REIT USD 0.01,,B6SW913,SEDOL,,25927.0,,,1793921.105,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,DERWENT LONDON PLC REIT GBP 5,,265274,SEDOL,,66748.0,,,2644980.274,0.0004
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,DEXUS INDUSTRIA REIT REIT AUD 0,,BP2RQ94,SEDOL,,471309.0,,,1211264.754,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,DEXUS REIT AUD 0,,B033YN6,SEDOL,,392196.0,,,2612028.103,0.0004
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,DIGITAL REALTY TRUST INC REIT USD 0.01,,B03GQS4,SEDOL,,28663.0,,,8207865.238,0.0011
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,EQUINIX INC REIT USD 0.001,,BVLZX12,SEDOL,,5560.0,,,8465509.009,0.0012
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,EQUITY LIFESTYLE PROPERTIES INC REIT USD 0.01,,2563125,SEDOL,,17633.0,,,1895353.318,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,EQUITY RESIDENTIAL REIT USD 0.01,,2319157,SEDOL,,42421.0,,,4918046.427,0.0007
