Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,CURRENCY,Stock ID,Listed Country,% Ownership,Units Held,Adress,Value (AUD),Weighting (%)
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WKL,NA,,"9,341",-,2505944.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DB1,GR,,"6,723",-,2500677.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FIS,US,,"19,055",-,2485823.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APE,AU,,"209,331",-,2478483.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UPS,US,,"12,090",-,2462258.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LOV,AU,,"81,526",-,2458823.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZTS,US,,"9,325",-,2454022.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GDDY,US,,"7,697",-,2453759.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BR,US,,"6,682",-,2439875.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SHOP,CN,,"14,172",-,2434847.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TFC,US,,"34,738",-,2433902.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AXON,US,,"2,533",-,2431742.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STT,US,,"15,271",-,2420849.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2319,HK,,"662,952",-,2420496.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,005935,KS,,"49,489",-,2399854.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ACL,AU,,"695,212",-,2391530.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VOD,LN,,"1,727,568",-,2386728.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FCX,US,,"38,682",-,2379092.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RMV,LN,,"182,235",-,2365796.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SAN,SM,,"314,641",-,2349321.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CSU,CN,,470,-,2345617.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CS,FP,,"40,698",-,2336002.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MEZ,AU,,"425,779",-,2294948.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SHOP,US,,"13,313",-,2286280.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SNPS,US,,"2,903",-,2275191.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BN,CN,,"24,427",-,2266394.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GIS,US,,"21,968",-,2262619.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PANW,US,,"7,697",-,2261974.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CAH,US,,"11,714",-,2237691.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7741,JP,,"10,988",-,2237452.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DDOG,US,,"9,646",-,2226342.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VLO,US,,"11,152",-,2208052.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9988,HK,,"128,809",-,2206842.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MTD,US,,"1,116",-,2205693.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LIC,AU,,"256,292",-,2193857.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HUBS,US,,"1,938",-,2181358.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TXT,US,,"17,634",-,2178492.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FFH,CN,,970,-,2177574.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EA,US,,"9,212",-,2176602.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CNC,US,,"22,126",-,2164851.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DTL,AU,,"338,411",-,2162449.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ILU,AU,,"426,469",-,2153665.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENX,FP,,"11,830",-,2142701.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7267,JP,,"135,788",-,2142069.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INF,LN,,"131,800",-,2128556.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MRVL,US,,"11,912",-,2124868.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LYB,US,,"17,557",-,2106063.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EQT,AU,,"65,755",-,2104168.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TDG,US,,"1,023",-,2093336.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ABX,CN,,"83,616",-,2093073.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EIX,US,,"16,174",-,2085702.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RELIANCE,IN,,"90,779",-,2081539.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7974,JP,,"21,837",-,2078970.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TD,CN,,"24,140",-,2074748.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WM,US,,"6,363",-,2073813.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AD,NA,,"39,335",-,2071608.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,3690,HK,,"65,565",-,2068038.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EXPE,US,,"6,858",-,2064039.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ED,US,,"14,312",-,2062607.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ES,US,,"22,233",-,2062284.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2308,TT,,"97,047",-,2058215.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BLK,US,,"1,240",-,2053712.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DHR,US,,"5,533",-,2051407.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CPG,LN,,"38,038",-,2048243.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APHS,IN,,"14,842",-,2042963.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KOG,NO,,"11,217",-,2041783.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GEV,US,,"3,838",-,2038985.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EBAY,US,,"20,253",-,2026432.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CI,US,,"4,538",-,2023955.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TWLO,US,,"11,568",-,2019441.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ROK,US,,"4,354",-,2009519.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SKC,AU,,"1,531,422",-,2006163.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IFF,US,,"14,600",-,1993777.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ACGL,US,,"13,324",-,1987335.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PNV,AU,,"971,694",-,1982256.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VSL,AU,,"292,652",-,1975398.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DBX,US,,"40,679",-,1973678.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8766,JP,,"33,515",-,1972910.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NA,CN,,"13,405",-,1972734.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NOKIA,FH,,"275,649",-,1970586.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TSN,US,,"21,154",-,1962504.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BRO,US,,"11,867",-,1955402.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PPG,US,,"10,109",-,1950318.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CCL,AU,,"859,658",-,1942827.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INFY,US,,"54,854",-,1942031.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NTR,US,,"26,798",-,1936842.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CNR,CN,,"11,808",-,1935596.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ULVR,LN,,"21,021",-,1933870.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GEM,AU,,"1,481,504",-,1933362.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SYF,US,,"18,381",-,1929599.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ICLR,US,,"5,697",-,1929575.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6857,JP,,"20,385",-,1926984.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KEY,CN,,"38,987",-,1924724.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PGHN,SW,,878,-,1923825.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALDAR,UH,,"569,089",-,1921845.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9433,JP,,"37,040",-,1919245.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HEIA,NA,,"16,700",-,1918740.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NTRS,US,,"11,578",-,1916783.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ILMN,US,,"8,836",-,1906968.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ITW,US,,"4,654",-,1906000.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,268,HK,,"1,074,312",-,1905361.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PHIA,NA,,"46,554",-,1899757.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SUL,AU,,"124,998",-,1897464.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BAH,US,,"9,039",-,1878845.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CLX,US,,"7,158",-,1877558.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TSCO,US,,"21,678",-,1857746.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALD,AU,,"65,525",-,1847140.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NKE,US,,"15,046",-,1838936.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SE,US,,"10,702",-,1833831.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ELV,US,,"3,078",-,1833437.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GTK,AU,,"156,862",-,1818029.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PPC,AU,,"1,248,851",-,1817078.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,L,US,,"13,251",-,1812475.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALNY,US,,"4,747",-,1804271.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZM,US,,"13,664",-,1801028.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TLKM,IJ,,"6,617,806",-,1799684.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GLEN,LN,,"249,874",-,1786217.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TMUS,US,,"5,003",-,1783630.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EMR,US,,"8,884",-,1778364.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KHC,US,,"35,830",-,1777187.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KMI,US,,"40,114",-,1775242.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZAL,GR,,"32,754",-,1774295.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CTSH,US,,"14,270",-,1772356.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1910,HK,,"389,744",-,1750374.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BDO,PM,,"435,097",-,1749390.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MCK,US,,"1,898",-,1747308.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KKR,US,,"7,288",-,1740965.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,QAL,AU,,"636,863",-,1738636.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CNM,US,,"21,142",-,1738434.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EXPD,US,,"9,708",-,1736890.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8725,JP,,"48,995",-,1736609.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VOLVB,SS,,"44,203",-,1735509.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LDO,IM,,"39,952",-,1732598.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LR,FP,,"11,003",-,1730474.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AIR,FP,,"6,669",-,1726402.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CSL,US,,"2,891",-,1721989.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SIQ,AU,,"220,915",-,1716510.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SBRY,LN,,"310,148",-,1716454.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CBO,AU,,"797,810",-,1715291.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6301,JP,,"38,284",-,1711440.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MKC,US,,"13,872",-,1708132.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STMN,SW,,"8,346",-,1699448.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AVY,US,,"5,609",-,1695289.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4568,JP,,"37,316",-,1668958.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CHKP,US,,"5,492",-,1655969.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INGA,NA,,"65,417",-,1655325.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UTHR,US,,"2,899",-,1652017.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MDLZ,US,,"16,858",-,1626356.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OTIS,US,,"10,819",-,1618138.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AYI,US,,"3,429",-,1617847.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MSCI,US,,"1,669",-,1617261.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AXSB,IN,,"80,310",-,1613088.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4502,JP,,"37,524",-,1612288.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ICT,PM,,"148,856",-,1604324.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EOAN,GR,,"85,240",-,1603099.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EW,US,,"13,348",-,1595988.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZURN,SW,,"1,659",-,1592558.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MBG,GR,,"17,656",-,1588711.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7011,JP,,"69,519",-,1588181.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MTX,GR,,"2,943",-,1584960.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AME,US,,"5,441",-,1584161.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SVT,LN,,"31,207",-,1583176.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GNC,AU,,"215,590",-,1582430.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PKI,CN,,"43,261",-,1579445.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BX,US,,"5,669",-,1578767.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AIZ,US,,"4,574",-,1575161.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BIIB,US,,"6,361",-,1571059.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CEG,US,,"4,330",-,1564517.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HNDL,IN,,"136,791",-,1554668.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WIX,US,,"4,484",-,1553857.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BA,US,,"5,434",-,1553339.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RMD,US,,"4,192",-,1548552.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CMG,US,,"15,900",-,1548462.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RRL,AU,,"606,860",-,1547492.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FBIN,US,,"14,002",-,1545325.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WMS,US,,"8,260",-,1542195.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6409,TT,,"16,765",-,1536235.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PPL,CN,,"25,726",-,1534374.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GQG,AU,,"740,669",-,1533184.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TTC,US,,"11,847",-,1532672.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,JKHY,US,,"5,413",-,1532550.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STAN,LN,,"76,621",-,1532207.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ONON,US,,"17,258",-,1526636.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AUTO,LN,,"94,904",-,1522317.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INCY,US,,"13,602",-,1517426.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GRAB,US,,"198,856",-,1515949.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NVR,US,,114,-,1506203.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GWA,AU,,"620,193",-,1500867.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2454,TT,,"21,422",-,1493324.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,REN,NA,,"20,404",-,1491899.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PHM,US,,"8,401",-,1477728.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6988,JP,,"53,555",-,1475024.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,REH,AU,,"65,720",-,1470814.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OKTA,US,,"11,550",-,1469979.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,600406,C1,,"262,122",-,1462766.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2388,HK,,"280,561",-,1455441.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DE,US,,"2,125",-,1454147.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UNA,NA,,"15,843",-,1454110.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DTM,US,,"9,032",-,1450433.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GTT,FP,,"6,730",-,1447471.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1810,HK,,"200,677",-,1439507.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,291,HK,,"273,996",-,1438476.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IDXX,US,,"2,144",-,1431393.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MAXHEALT,IN,,"67,251",-,1431283.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FICO,US,,445,-,1428800.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SDR,AU,,"236,501",-,1428468.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FERG,US,,"5,086",-,1425795.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CLH,US,,"3,785",-,1407080.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PCTY,US,,"4,350",-,1401451.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BABA,US,,"10,193",-,1395952.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GWRE,US,,"5,120",-,1394024.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HAS,US,,"15,412",-,1391675.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SCI,US,,"10,760",-,1387180.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FTI,US,,"29,648",-,1385801.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2395,TT,,"80,851",-,1380146.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ADI,US,,"4,008",-,1375339.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ASSAB,SS,,"28,773",-,1374464.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PRX,NA,,"21,334",-,1368311.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8601,JP,,"126,805",-,1365714.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NGI,AU,,"793,716",-,1365191.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BN,US,,"14,662",-,1360502.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BWA,US,,"26,308",-,1350795.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6417,JP,,"61,502",-,1345006.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CCP,AU,,"84,111",-,1344931.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BESI,NA,,"6,077",-,1344778.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SBSP3,BZ,,"57,978",-,1341444.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2531,JP,,"96,123",-,1338533.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,POOL,US,,"2,423",-,1334499.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1216,TT,,"333,770",-,1330245.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SBUX,US,,"9,015",-,1328561.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,REL,LN,,"18,085",-,1327563.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AMP,US,,"1,541",-,1325171.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SUNP,IN,,"37,234",-,1325034.0,0.01
