Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,CURRENCY,Stock ID,Listed Country,% Ownership,Units Held,Adress,Value (AUD),Weighting (%)
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RHC,AU,,"197,299",-,6814711.0,0.07
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MONC,IM,,"79,141",-,6747628.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PLS,AU,,"3,052,152",-,6684213.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,C,US,,"58,394",-,6638693.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UBSG,SW,,"133,857",-,6615266.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INTU,US,,"6,476",-,6574094.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1299,HK,,"560,292",-,6558738.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BOQ,AU,,"973,014",-,6519199.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AMGN,US,,"15,475",-,6514444.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PNI,AU,,"285,023",-,6512770.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SGH,AU,,"140,615",-,6483768.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ANET,US,,"36,286",-,6477789.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BMY,US,,"70,796",-,6467344.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BEN,AU,,"482,373",-,6319087.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TMO,US,,"7,450",-,6259780.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,360,AU,,"274,326",-,6183298.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SIE,GR,,"19,428",-,6126706.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PEP,US,,"24,867",-,6107355.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TCS,IN,,"79,032",-,6105125.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LRCX,US,,"51,740",-,6036056.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DHG,AU,,"2,377,900",-,6016088.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TPG,AU,,"1,330,187",-,5972541.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CME,US,,"15,850",-,5945106.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ABNB,US,,"27,948",-,5931940.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DIS,US,,"32,567",-,5856982.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CAT,US,,"9,907",-,5804329.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,000660,KS,,"30,115",-,5745520.0,0.06
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OR,FP,,"9,964",-,5696333.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MCO,US,,"7,449",-,5695399.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WFC,US,,"49,846",-,5654798.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NAN,AU,,"1,861,885",-,5604275.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LNG,US,,"16,143",-,5602131.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ISRG,US,,"6,574",-,5542018.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LLC,AU,,"876,393",-,5459927.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IGO,AU,,"1,140,306",-,5439261.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6501,JP,,"133,785",-,5412941.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GILD,US,,"36,200",-,5400709.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LYC,AU,,"834,527",-,5366006.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,005930,KS,,"91,858",-,5361430.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CSCO,US,,"55,873",-,5342361.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LOW,US,,"13,389",-,5337205.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6098,JP,,"46,437",-,5318779.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,669,HK,,"249,464",-,5316542.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,JCI,US,,"41,312",-,5266441.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MELI,US,,"1,910",-,5245706.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GOLD,US,,"208,627",-,5222821.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8306,JP,,"273,373",-,5186216.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ARB,AU,,"125,749",-,5106670.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BSX,US,,"35,136",-,5068858.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TRV,US,,"13,016",-,5063945.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MMC,US,,"14,697",-,5042276.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GLE,FP,,"110,474",-,5018147.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PLTR,US,,"40,961",-,5003456.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IBM,US,,"13,982",-,4964475.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DTE,GR,,"102,117",-,4934013.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HCA,US,,"10,054",-,4874229.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RY,CN,,"24,654",-,4798821.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8035,JP,,"19,279",-,4791957.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KLAC,US,,"4,700",-,4783706.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SYK,US,,"8,196",-,4766381.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MSIL,IN,,"23,131",-,4738289.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CNU,AU,,"596,611",-,4737090.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TLX,AU,,"192,264",-,4731619.0,0.05
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GYG,AU,,"114,795",-,4657232.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6702,JP,,"160,712",-,4623736.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FEMSAUBD,MM,,"334,495",-,4617102.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IMD,AU,,"1,986,371",-,4608381.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENB,CN,,"66,729",-,4571952.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WMB,US,,"52,265",-,4568561.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HVN,AU,,"976,744",-,4561394.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AEP,US,,"30,502",-,4543695.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WAB,US,,"14,808",-,4534422.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KLS,AU,,"1,234,460",-,4518124.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SDF,AU,,"774,481",-,4491988.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BN,FP,,"41,189",-,4485847.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AMD,US,,"22,989",-,4484999.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALQ,AU,,"295,622",-,4457979.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PH,US,,"4,331",-,4449501.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ISP,IM,,"687,179",-,4439651.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WDAY,US,,"10,646",-,4436950.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MMM,US,,"21,202",-,4420452.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALC,SW,,"32,226",-,4416575.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LSEG,LN,,"19,345",-,4415848.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ECL,US,,"11,660",-,4412719.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENR,GR,,"51,623",-,4349675.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALL,US,,"13,942",-,4340914.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FTNT,US,,"28,423",-,4337243.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CRWD,US,,"7,839",-,4331353.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IFL,AU,,"1,213,775",-,4308901.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NWS,AU,,"86,716",-,4292442.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PXA,AU,,"327,347",-,4275146.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GSK,LN,,"156,235",-,4255294.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CGF,AU,,"706,484",-,4245970.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALV,GR,,"8,558",-,4235071.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PGR,US,,"10,941",-,4233947.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APA,AU,,"606,131",-,4224735.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HSBA,LN,,"265,379",-,4215516.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7203,JP,,"129,915",-,4200289.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EDV,AU,,"996,197",-,4184025.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IRE,AU,,"449,285",-,4182847.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VRTX,US,,"6,423",-,4177685.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IBE,SM,,"187,475",-,4170131.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KMB,US,,"19,461",-,4118958.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PNC,US,,"13,196",-,4110450.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NWG,LN,,"505,363",-,4110397.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CB,US,,"9,190",-,4101139.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MP1,AU,,"544,724",-,4014614.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NTAP,US,,"21,092",-,3954349.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DNP,PW,,"25,928",-,3951916.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HIG,US,,"22,288",-,3938270.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SQ,US,,"28,683",-,3937258.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CMCSA,US,,"64,397",-,3903484.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PYPL,US,,"27,960",-,3854293.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TEL,US,,"16,583",-,3829186.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AMS,SM,,"33,549",-,3826656.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BSL,AU,,"203,470",-,3802865.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EVN,AU,,"782,146",-,3762123.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DBS,SP,,"72,462",-,3750736.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BGL,AU,,"3,322,347",-,3737641.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LULU,US,,"6,047",-,3734582.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EBO,AU,,"109,783",-,3731524.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6758,JP,,"107,664",-,3727615.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GAPB,MM,,"130,524",-,3716228.0,0.04
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BHARTI,IN,,"121,426",-,3637074.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DECK,US,,"11,082",-,3634874.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BBVA,SM,,"228,640",-,3614343.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NEE,US,,"31,090",-,3599886.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CKF,AU,,"493,316",-,3581476.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PMV,AU,,"111,271",-,3575140.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HLS,AU,,"2,600,510",-,3562699.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NUF,AU,,"1,005,408",-,3559145.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CTD,AU,,"264,352",-,3502658.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OKE,US,,"21,573",-,3498190.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RR,LN,,"303,904",-,3495345.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EQNR,NO,,"92,234",-,3481118.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MGH,AU,,"722,738",-,3461917.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ITX,SM,,"41,649",-,3457761.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALLY,US,,"59,250",-,3446008.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6861,JP,,"5,183",-,3442374.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INTC,US,,"105,773",-,3425270.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EME,US,,"4,636",-,3398269.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8136,JP,,"59,291",-,3375667.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BKR,US,,"50,720",-,3360304.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RWE,GR,,"69,628",-,3357247.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IDX,AU,,"1,152,784",-,3354601.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EXC,US,,"54,584",-,3318299.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BNP,FP,,"33,428",-,3310748.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,REGN,US,,"2,873",-,3305753.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MND,AU,,"234,622",-,3284705.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SHELL,NA,,"65,038",-,3275677.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FLT,AU,,"195,430",-,3259780.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ICE,US,,"13,506",-,3250375.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AMX,US,,"139,391",-,3221648.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ADS,GR,,"8,106",-,3210491.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NHF,AU,,"582,337",-,3191204.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SGO,FP,,"22,249",-,3188875.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FWONK,US,,"21,306",-,3188693.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OML,AU,,"2,699,095",-,3184933.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MPC,US,,"14,052",-,3166088.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,388,HK,,"51,620",-,3164071.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8316,JP,,"81,681",-,3159582.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MU,US,,"23,236",-,3158534.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SPK,AU,,"1,173,831",-,3157606.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AGL,AU,,"279,463",-,3155138.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IFM,AU,,"2,048,050",-,3153997.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,021240,KS,,"42,963",-,3153360.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SLB,US,,"50,891",-,3151374.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CFR,SW,,"12,699",-,3120843.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,COR,US,,"8,589",-,3117024.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WALMEX,MM,,"726,141",-,3096036.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UNP,US,,"8,405",-,3095682.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RWC,AU,,"615,879",-,3091713.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,JDO,AU,,"1,677,588",-,3053209.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DSFIR,NA,,"18,651",-,3048183.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GFNORTEO,MM,,"292,240",-,3041158.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ERICB,SS,,"231,347",-,3039473.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,L,CN,,"14,287",-,3035171.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TKO,US,,"13,130",-,3013740.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SCR,FP,,"76,104",-,3008928.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BARC,LN,,"551,927",-,2993691.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GIVN,SW,,422,-,2984355.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UCG,IM,,"46,074",-,2968526.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BEKE,US,,"99,690",-,2965829.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SCHW,US,,"24,805",-,2965030.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NHY,NO,,"332,389",-,2956184.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DD,US,,"23,968",-,2951624.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TRGP,US,,"10,226",-,2948324.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CTAS,US,,"9,940",-,2933277.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ADSK,US,,"6,139",-,2931044.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MIN,AU,,"85,293",-,2921273.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BDX,US,,"7,916",-,2900779.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IFT,AU,,"250,525",-,2898575.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WEB,AU,,"630,441",-,2893721.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENGI,FP,,"112,952",-,2892164.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NXT,AU,,"190,671",-,2873416.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ASML,US,,"2,525",-,2826011.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MCD,US,,"6,022",-,2819392.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8604,JP,,"292,654",-,2800951.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BK,US,,"22,539",-,2796745.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VRSK,US,,"6,271",-,2789425.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ACM,US,,"16,146",-,2785627.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GM,US,,"32,045",-,2757100.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CBRE,US,,"12,948",-,2745595.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LDOS,US,,"11,762",-,2736737.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KR,US,,"27,699",-,2735655.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DMP,AU,,"92,659",-,2727874.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,USB,US,,"35,272",-,2724788.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CM,CN,,"26,679",-,2724393.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CSC,AU,,"277,177",-,2719105.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LEN,US,,"12,282",-,2705106.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GIBA,CN,,"15,252",-,2693896.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TXN,US,,"8,878",-,2688837.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HAL,US,,"60,942",-,2676260.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DEG,AU,,"1,509,971",-,2665100.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CP,CN,,"22,785",-,2663164.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LIN,US,,"3,926",-,2655080.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BP,LN,,"330,682",-,2628756.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AON,US,,"4,530",-,2627637.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZBRA,US,,"4,199",-,2619131.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MFC,CN,,"52,780",-,2617510.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8411,JP,,"65,717",-,2615716.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STJ,LN,,"148,942",-,2615081.0,0.03
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IEL,AU,,"206,021",-,2602042.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GRMN,US,,"7,804",-,2599504.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SSNC,US,,"21,163",-,2590297.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VEEV,US,,"7,615",-,2585728.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AEM,CN,,"20,423",-,2579462.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CMI,US,,"4,579",-,2578003.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MTS,AU,,"827,031",-,2563796.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TRI,CN,,"9,843",-,2551292.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EMAAR,UH,,"449,456",-,2539612.0,0.02
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STMPA,FP,,"62,257",-,2527552.0,0.02
