Portfolio Holdings Information for Investment Option: Growth Accumulation Option - Assets,,,,,,,,,,,,,
Section,Table Order,Security Name,Portfolio Name,Manager Name,Issuer,Institution,Security Identifier,Ownership%,Address,Local Currency,Units Held,Market Value,Weight
Listed equities,4,JG SUMMIT HOLDINGS,,,,,6466457,,,,383457.33,220022.47,0.00%
Listed equities,4,JIANGLING MOTORS CORP LTD COMMON STOCK CNY 1,,,,,BD5M272,,,,149046.88,773377.4,0.00%
Listed equities,4,JIANGSU CHANGS A (HK-C),,,,,BFF1Z18,,,,4263929.55,7142194.18,0.01%
Listed equities,4,JIANGSU EXPRESSWAY CO H,,,,,6005504,,,,626736.99,1118073,0.00%
Listed equities,4,JIANGSU HENGRUI A (HK-C),,,,,BP3R369,,,,5312.38,53954.5,0.00%
Listed equities,4,JIANGSU KANION PHARMACEUTICAL CO LTD COMMON STOCK CNY 1,,,,,BP3R7P6,,,,552812.74,1666022.64,0.00%
Listed equities,4,JIANGXI COPPER CO H,,,,,6000305,,,,431725.76,1118467.94,0.00%
Listed equities,4,JOBY AVIATION INC COMMON STOCK USD 0.0001,,,,,BMCRLL0,,,,1190406.61,15631116.41,0.02%
Listed equities,4,JOHNSON & JOHNSON,,,,,2475833,,,,79534.18,18577458.97,0.02%
Listed equities,4,JOYY INC ADR,,,,,BL3N3C5,,,,11885.25,803355.46,0.00%
Listed equities,4,JPMORGAN CHASE & CO,,,,,2190385,,,,62917.78,24359236.24,0.03%
Listed equities,4,JSC KASPI.KZ GDR-REG S,,,,,BJY21K1,,,,21152.13,3235594.52,0.00%
Listed equities,4,JSW ENERGY,,,,,B4X3ST8,,,,166679.18,2020767.43,0.00%
Listed equities,4,JSW STEEL,,,,,BZBYJJ7,,,,148322.49,2522511.76,0.00%
Listed equities,4,JUDO CAPITAL HOLDINGS LTD,,,,,BMW7F41,,,,3724884.97,6779290.64,0.01%
Listed equities,4,JULIUS BAER GROUP,,,,,B4R2R50,,,,491705.09,51404675.84,0.07%
Listed equities,4,JUMBO,,,,,7243530,,,,2334.52,99795.7,0.00%
Listed equities,4,JUMBO INTERACTIVE LIMITED,,,,,6524474,,,,255339.17,3554321.2,0.00%
Listed equities,4,KANSAI ELECTRIC POWER CO,,,,,6483489,,,,519498.83,9361648.1,0.01%
Listed equities,4,KAROON ENERGY LTD,,,,,B00SV00,,,,1132222.92,1573789.86,0.00%
Listed equities,4,KASIKORNBANK FGN,,,,,6888794,,,,12518.99,92217.44,0.00%
Listed equities,4,KATHMANDU HOLDINGS LTD,,,,,B59HM77,,,,16016074.18,6246268.93,0.01%
Listed equities,4,KAWASAKI HEAVY IND,,,,,6484620,,,,421157.81,31509260.31,0.04%
Listed equities,4,KB FINANCIAL GROUP,,,,,B3DF0Y6,,,,162620.39,14790451.99,0.02%
Listed equities,4,KB FINANCIAL GROUP INC ADR USD,,,,,B3DG2Y3,,,,75947.77,6979614.03,0.01%
Listed equities,4,KDDI,,,,,6248990,,,,478420,24789863.51,0.03%
Listed equities,4,KE HOLDINGS ADR,,,,,BMBX7M2,,,,403616.24,12007770.66,0.02%
Listed equities,4,KEIYO GAS CO LTD COMMON STOCK JPY,,,,,6487469,,,,38186.86,347311.56,0.00%
Listed equities,4,KELLER GROUP PLC COMMON STOCK GBP 10,,,,,486622,,,,75301.35,2208603.54,0.00%
Listed equities,4,KELSIAN GROUP LIMITED,,,,,BPBKR80,,,,6312129.15,23102392.68,0.03%
Listed equities,4,KENVUE INC COMMON STOCK USD 0.01,,,,,BQ84ZQ6,,,,1664085.92,57382273.26,0.08%
Listed equities,4,KEPCO KOREA ELECT. POWER,,,,,6495730,,,,30685.44,674992.07,0.00%
Listed equities,4,KERING,,,,,5505072,,,,273788.8,109094434.4,0.14%
Listed equities,4,KEURIG DR PEPPER,,,,,BD3W133,,,,23640.42,1226407.89,0.00%
Listed equities,4,KEYSIGHT TECHNOLOGIES,,,,,BQZJ0Q9,,,,7375.97,1913594.55,0.00%
Listed equities,4,KGHM POLSKA MIEDZ,,,,,5263251,,,,11523.84,518186.36,0.00%
Listed equities,4,KGI FINANCIAL HOLDING CO,,,,,6431756,,,,1604983.05,1359985.66,0.00%
Listed equities,4,KGL RESOURCES LTD/AUSTRALIA COMMON STOCK AUD 0,,,,,B066SP2,,,,4688266.78,445385.34,0.00%
Listed equities,4,KIA CORP,,,,,6490928,,,,178092.72,19675580.82,0.03%
Listed equities,4,KIKKOMAN CORP,,,,,6490809,,,,2047.13,37079.74,0.00%
Listed equities,4,KIMBERLY-CLARK CORP,,,,,2491839,,,,4566.68,966514.25,0.00%
Listed equities,4,KINDER MORGAN P,,,,,B3NQ4P8,,,,51474.91,2277982.18,0.00%
Listed equities,4,KINGBOARD HOLDINGS (CN),,,,,6491318,,,,11456.23,44495.51,0.00%
Listed equities,4,KINGFISHER,,,,,3319521,,,,1025716.5,5160005.24,0.01%
Listed equities,4,KINKI SHARYO CO LTD/THE COMMON STOCK JPY,,,,,6493002,,,,1968.4,29554.55,0.00%
Listed equities,4,KINROSS GOLD CORP,,,,,B03Z841,,,,46358.85,695022.01,0.00%
Listed equities,4,KIWOOM SECURITIES CO LTD COMMON STOCK KRW 5000,,,,,B00VS64,,,,1694.33,216000.85,0.00%
Listed equities,4,KLA CORPORATION,,,,,2480138,,,,1023.57,1041700.81,0.00%
Listed equities,4,KLABIN SA UNIT BRL 0,,,,,BJ0K6Z9,,,,8612.5,52237.66,0.00%
Listed equities,4,KLAVENESS COMBINATION CARRIERS ASA COMMON STOCK NOK 1,,,,,BGR6L09,,,,19615.45,207817.24,0.00%
Listed equities,4,KOC HOLDING,,,,,B03MVJ8,,,,719862.6,5872413.98,0.01%
Listed equities,4,KOGAN.COM LTD,,,,,BYYY339,,,,388803.79,2414471.55,0.00%
Listed equities,4,KOMATSU,,,,,6496584,,,,216602.19,9683092.45,0.01%
Listed equities,4,KOMERCNI BANKA,,,,,4519449,,,,24800.11,1397943.77,0.00%
Listed equities,4,KONAMI GROUP CORP,,,,,6496681,,,,1338.51,203584.58,0.00%
Listed equities,4,KONGSBERG GRUPPEN ASA COMMON STOCK NOK 1.25,,,,,5208241,,,,1709.35,311149.47,0.00%
Listed equities,4,KONINKLIJKE KPN,,,,,5956078,,,,58714.86,345165.51,0.00%
Listed equities,4,KONINKLIJKE PHILIPS,,,,,5986622,,,,1526835.25,62306881.86,0.08%
Listed equities,4,KOREA GAS CORPORATION,,,,,6182076,,,,11595.48,441438.39,0.00%
Listed equities,4,KOREA INVESTMENT HLDG,,,,,6654586,,,,60366.62,4722134.26,0.01%
Listed equities,4,KOREAN AIR CO,,,,,6496766,,,,118429.98,2936445.96,0.00%
Listed equities,4,KOTAK MAHINDRA BANK,,,,,6135661,,,,163093.42,5495288.73,0.01%
Listed equities,4,KRAFT HEINZ CO,,,,,BYRY499,,,,18477.72,916499.6,0.00%
Listed equities,4,KRAFTON,,,,,BMBP900,,,,3501.7,1200553.31,0.00%
Listed equities,4,KROGER CO,,,,,2497406,,,,942073.89,93043395.1,0.12%
Listed equities,4,KRUNG THAI BANK PCL FOREIGN SH. THB 5.15,,,,,6492838,,,,3142424.64,3126061.05,0.00%
Listed equities,4,KSS LINE LTD COMMON STOCK KRW 500,,,,,B28TPF2,,,,2358.92,22670.97,0.00%
Listed equities,4,KT CORP,,,,,6505316,,,,247634.9,11913335.64,0.02%
Listed equities,4,KT CORP ADR USD,,,,,2419875,,,,188515.73,4725452.8,0.01%
Listed equities,4,KUAISHOU TECHNOLOGY B,,,,,BLC90T0,,,,241567.74,2076882.79,0.00%
Listed equities,4,KUMBA IRON ORE,,,,,B1G4262,,,,110489.95,3085356.82,0.00%
Listed equities,4,KUMHO PETRO CHEMICAL CO,,,,,6499323,,,,4781.95,475318.78,0.00%
Listed equities,4,KUNLUN ENERGY,,,,,6340078,,,,1073744.93,1875331.1,0.00%
Listed equities,4,KWEICHOW MOUTAI A (HK-C),,,,,BP3R2F1,,,,166696.69,56213121.85,0.07%
Listed equities,4,KYOCERA CORP,,,,,6499260,,,,28738.57,465313.34,0.00%
Listed equities,4,KYOEI SANGYO CO LTD/TOKYO COMMON STOCK JPY,,,,,6498405,,,,2204.6,52087.23,0.00%
Listed equities,4,KYOWA LEATHER CLOTH CO LTD COMMON STOCK JPY,,,,,6499505,,,,41808.71,305920.62,0.00%
Listed equities,4,L&T FINANCE LTD COMMON STOCK INR 10,,,,,B5KYHQ1,,,,456518.67,1168085.88,0.00%
Listed equities,4,L'OREAL,,,,,4057808,,,,87285.72,49903708.11,0.07%
Listed equities,4,LA FRANCAISE DES JEUX SACA COMMON STOCK EUR,,,,,BG0SC10,,,,13760.66,856583.16,0.00%
Listed equities,4,LABCORP HOLDINGS,,,,,BSBK800,,,,135076.78,50029568.96,0.07%
Listed equities,4,LAM RESEARCH CORP COMMON STOCK USD 0.001,,,,,BSML4N7,,,,514060.26,59970237.67,0.08%
Listed equities,4,LAMB WESTON HOLDINGS,,,,,BDQZFJ3,,,,136029.49,14682791.71,0.02%
Listed equities,4,LANTHEUS HOLDINGS INC COMMON STOCK USD 0.01,,,,,BP8S8J5,,,,110893.87,16022878.74,0.02%
Listed equities,4,LARGAN PRECISION CO,,,,,6451668,,,,17968.73,2367971.82,0.00%
Listed equities,4,LARSEN & TOUBRO,,,,,B0166K8,,,,99617.61,6779864.09,0.01%
Listed equities,4,LEG IMMOBILIEN,,,,,B9G6L89,,,,7755.39,1060988.79,0.00%
Listed equities,4,LEGAL & GENERAL GROUP,,,,,560399,,,,977213.67,4542412.53,0.01%
Listed equities,4,LEGEND HOLDINGS CORP,,,,,BYMW733,,,,1042353.59,1725145.28,0.00%
Listed equities,4,LEGRAND,,,,,B11ZRK9,,,,5738.27,902500.11,0.00%
Listed equities,4,LEIDOS HOLDINGS,,,,,BDV82B8,,,,8257.02,1921193.3,0.00%
Listed equities,4,LENNAR CORP A,,,,,2511920,,,,224823,49518069.09,0.07%
Listed equities,4,LENOVO GROUP,,,,,6218089,,,,4717369.77,9886851.11,0.01%
Listed equities,4,LENS TECHNOLOGY A (HK-C),,,,,BD5CP17,,,,89827.54,435290.67,0.00%
Listed equities,4,LEO LITHIUM LTD COMMON STOCK AUD,,,,,BPX2X20,,,,2581636.2,1303726.28,0.00%
Listed equities,4,LEONARDO,,,,,B0DJNG0,,,,7578.32,328646.9,0.00%
Listed equities,4,LG DISPLAY CO,,,,,B01VZN9,,,,23896.86,239366.61,0.00%
Listed equities,4,LG ELECTRONICS (NEW),,,,,6520739,,,,13039.81,1194564.9,0.00%
Listed equities,4,LG H&H,,,,,6344456,,,,1754.49,587087.61,0.00%
Listed equities,4,LG INNOTEK CO,,,,,B39Z8G8,,,,2652.97,471519.26,0.00%
Listed equities,4,LG UPLUS,,,,,6290902,,,,248799.75,2819695.39,0.00%
Listed equities,4,LIC HOUSING FINANCE LTD COMMON STOCK INR 2,,,,,6101026,,,,113212.48,1277298.07,0.00%
Listed equities,4,LIFE360 INC,,,,,BJMXQ67,,,,1675736.01,37771089.59,0.05%
Listed equities,4,LIFESTYLE COMMUNITIES LTD,,,,,6137195,,,,558479.41,4780583.77,0.01%
Listed equities,4,LIGHT & WONDER INC,,,,,BMXNX11,,,,763983.51,104787978.2,0.14%
Listed equities,4,LILLY (ELI) & COMPANY,,,,,2516152,,,,31210.09,38914940.87,0.05%
Listed equities,4,LINDE PLC COMMON STOCK EUR 0.001,,,,,BNZHB81,,,,288258.86,194921000.8,0.26%
Listed equities,4,LITE-ON TECHNOLOGY CORP,,,,,6519481,,,,754366.94,3697780.8,0.00%
Listed equities,4,LIVE NATION ENTMT,,,,,B0T7YX2,,,,3070.7,642259.83,0.00%
Listed equities,4,LLOYDS BANKING GROUP,,,,,870612,,,,109312653.2,121126585.9,0.16%
Listed equities,4,LOBLAW,,,,,2521800,,,,87710.11,18633160.67,0.02%
Listed equities,4,LOCALIZA RENT A CAR ON,,,,,B08K3S0,,,,261043.97,2197536.89,0.00%
Listed equities,4,LOCKHEED MARTIN CORP COMMON STOCK USD 1,,,,,2522096,,,,6679.16,5242138.62,0.01%
Listed equities,4,LOEWS CORP,,,,,2523022,,,,24648.24,3371492.71,0.00%
Listed equities,4,LOGITECH INTERNATIONAL SA COMMON STOCK CHF 0.25,,,,,B18ZRK2,,,,9308.15,1244835.32,0.00%
Listed equities,4,LOGITECH INTERNATIONAL SA COMMON STOCK CHF 0.25,,,,,B1921K0,,,,1199.15,159492.36,0.00%
Listed equities,4,LOJAS RENNER ON,,,,,B0CGYD6,,,,852669.38,2701779.6,0.00%
Listed equities,4,LONDON STOCK EXCHANGE,,,,,B0SWJX3,,,,499478.68,114015928.7,0.15%
Listed equities,4,LONGFOR GROUP HOLDINGS,,,,,B56KLY9,,,,854407.98,1776490.28,0.00%
Listed equities,4,LOTTE HOLDINGS,,,,,6535432,,,,6168.8,147539.81,0.00%
Listed equities,4,LOTTE SHOPPING CO,,,,,B0WGPZ5,,,,8083.67,479797.46,0.00%
Listed equities,4,LOTUS RESOURCES LIMITED,,,,,BK6XLC1,,,,22658424.52,4531684.9,0.01%
Listed equities,4,LOVISA HOLDINGS LTD,,,,,BT9PVP0,,,,734550.19,22154033.84,0.03%
Listed equities,4,LOWE'S COS,,,,,2536763,,,,43745.61,17437482.21,0.02%
Listed equities,4,LPL FINANCIAL HOLDINGS INC COMMON STOCK USD,,,,,B75JX34,,,,787.36,415214.84,0.00%
Listed equities,4,LPP,,,,,7127979,,,,22.05,134045.27,0.00%
Listed equities,4,LUCKY CEMENT,,,,,6537557,,,,81648.24,521322.76,0.00%
Listed equities,4,LUFAX HOLDING ADR,,,,,BR0V7R7,,,,393436.56,1518716.6,0.00%
Listed equities,4,LULU RETAIL HOLDINGS PLC COMMON STOCK AED 0.051,,,,,BNG1TF5,,,,2266615.98,1893688.85,0.00%
Listed equities,4,LULULEMON ATHLETICA,,,,,B23FN39,,,,3300.6,2038575.96,0.00%
Listed equities,4,LUNDIN MINING CORP,,,,,2866857,,,,595403.65,8271148.19,0.01%
Listed equities,4,LUXSHARE PREC A (HK-C),,,,,BD5CN80,,,,12958.99,116877.55,0.00%
Listed equities,4,LVMH MOET HENNESSY,,,,,4061412,,,,11236.48,11942623.97,0.02%
Listed equities,4,LYNAS RARE EARTHS LTD,,,,,6121176,,,,7057554.78,45380077.24,0.06%
Listed equities,4,LYONDELLBASELL INDS A,,,,,B3SPXZ3,,,,142464.56,17089304.76,0.02%
Listed equities,4,MAAS GROUP HOLDINGS LTD,,,,,BLD4919,,,,1574904.57,7543792.88,0.01%
Listed equities,4,MAC COPPER LIMITED,,,,,BS2KWR4,,,,4196388.67,72219848.99,0.10%
Listed equities,4,MACMAHON HOLDINGS LTD,,,,,6551160,,,,56326541.47,19432656.81,0.03%
Listed equities,4,MACQUARIE GROUP,,,,,B28YTC2,,,,2631152.88,583195036.9,0.77%
Listed equities,4,MACQUARIE TECHNOLOGY GROUP LIMITED,,,,,6175054,,,,183502.03,16205063.86,0.02%
Listed equities,4,MACROTECH DEVELOPERS,,,,,BM9G370,,,,132646.13,3476821.21,0.00%
Listed equities,4,MAGELLAN FINANCIAL GROUP,,,,,B015YX4,,,,672149.27,7474299.93,0.01%
Listed equities,4,MAGONTEC LTD COMMON STOCK AUD 0,,,,,B6S2SR2,,,,2145844.47,396981.23,0.00%
Listed equities,4,MAHINDRA & MAHINDRA,,,,,6100186,,,,301642.64,17112011.71,0.02%
Listed equities,4,MAKEMYTRIP LTD COMMON STOCK USD 0.0005,,,,,B552PC2,,,,28687.66,5202375.59,0.01%
Listed equities,4,MAKITA CORP,,,,,6555805,,,,15668.42,779833.3,0.00%
Listed equities,4,MALAYAN BANKING,,,,,6556325,,,,612026.56,2263711.06,0.00%
Listed equities,4,MALAYSIA AIRPORTS HOLDINGS BHD COMMON STOCK MYR 0,,,,,6188193,,,,124245.1,474805.45,0.00%
Listed equities,4,MANHATTAN ASSOCIATES,,,,,2239471,,,,3347.06,1460888.67,0.00%
Listed equities,4,MANILA ELECTRIC CO B,,,,,B247XZ6,,,,279696.92,3811059,0.01%
Listed equities,4,MANULIFE FINANCIAL CORP,,,,,2492519,,,,519098.06,25743232.74,0.03%
Listed equities,4,MARATHON PETROLEUM,,,,,B3K3L40,,,,154705.62,34856551.17,0.05%
Listed equities,4,MARCOPOLO SA COMMON STOCK BRL 0,,,,,2564667,,,,107143.68,157703.59,0.00%
Listed equities,4,MARKETPLACER HOLDINGS LIMITED,,,,,,,,,1527020.27,1847694.52,0.00%
Listed equities,4,MARKS & SPENCER GROUP,,,,,3127489,,,,317406.07,2410861.05,0.00%
Listed equities,4,MARRIOTT INTERNATIONAL A,,,,,2210614,,,,225174.95,101446015.1,0.13%
Listed equities,4,MARSH & MCLENNAN COS,,,,,2567741,,,,207349.95,71134947.84,0.09%
Listed equities,4,MARUBENI CONSTRUCTION MATERIAL LEASE CO LTD COMMON STOCK JPY,,,,,6569378,,,,4645.41,148950.11,0.00%
Listed equities,4,MARVELL TECHNOLOGY INC COMMON STOCK USD 0.002,,,,,BNKJSM5,,,,27444.08,4895742.55,0.01%
Listed equities,4,MASCO CORP,,,,,2570200,,,,126360.73,14810624.34,0.02%
Listed equities,4,MASTERCARD A,,,,,B121557,,,,156900.77,133439779.4,0.18%
Listed equities,4,MATCH GROUP(NEW),,,,,BK80XH9,,,,136964.08,7235879.88,0.01%
Listed equities,4,MATSUKIYOCOCOKARA & CO,,,,,B249GC0,,,,2654105.19,62871095.76,0.08%
Listed equities,4,MAX FINANCIAL SERVICES LTD COMMON STOCK INR 2,,,,,B1TJG95,,,,252934.54,5315141.3,0.01%
Listed equities,4,MAX HEALTHCARE INSTITUTE,,,,,BMB2291,,,,69708.91,1483595.74,0.00%
Listed equities,4,MAZDA MOTOR CORP,,,,,6900308,,,,1100805.26,12257485.33,0.02%
Listed equities,4,MCDONALD'S CORP,,,,,2550707,,,,145901.38,68311961.69,0.09%
Listed equities,4,MCKESSON CORP,,,,,2378534,,,,11637.94,10712392.56,0.01%
Listed equities,4,MEDIATEK INC,,,,,6372480,,,,396028.67,27606954.3,0.04%
Listed equities,4,MEDIBANK PRIVATE,,,,,BRTNNQ5,,,,26157162.37,99135645.37,0.13%
Listed equities,4,MEDIOBANCA,,,,,4574813,,,,10417.53,245226.48,0.00%
Listed equities,4,MEEZAN BANK LTD COMMON STOCK PKR 10,,,,,6292083,,,,226877.22,318512.27,0.00%
Listed equities,4,MEG ENERGY CORP,,,,,B4XF9J1,,,,25589.14,678191.33,0.00%
Listed equities,4,MEGAPORT LIMITED,,,,,BZ5ZWZ3,,,,2300449.16,16954310.31,0.02%
Listed equities,4,MEIJI SHIPPING GROUP CO LTD COMMON STOCK JPY,,,,,6576248,,,,24014.42,169794.07,0.00%
Listed equities,4,MEITUAN B,,,,,BGJW376,,,,3206613.43,101141579.2,0.13%
Listed equities,4,MERCADOLIBRE,,,,,B23X1H3,,,,27588.46,75769243.84,0.10%
Listed equities,4,MERCEDES BENZ GROUP,,,,,5529027,,,,995416.6,89565585.79,0.12%
Listed equities,4,MERCK & CO,,,,,2778844,,,,925748.8,148741808.9,0.20%
Listed equities,4,MERITZ FINANCIAL HOLDING,,,,,B4WRJD2,,,,62822.81,7168076.63,0.01%
Listed equities,4,META PLATFORMS A,,,,,B7TL820,,,,433843.48,410271658.6,0.54%
Listed equities,4,METALS X LTD COMMON STOCK AUD 0,,,,,B02HJ56,,,,2679644.18,1112052.33,0.00%
Listed equities,4,METALURGICA GERDAU SA PREFERENCE BRL 0,,,,,2648862,,,,1426515.21,3822670.84,0.01%
Listed equities,4,METCASH LTD,,,,,B0744W4,,,,16494857.65,51134058.7,0.07%
Listed equities,4,METRO A,,,,,2583952,,,,78495.66,7946867.64,0.01%
Listed equities,4,METROPOLITAN BANK &TRUST,,,,,6514442,,,,396026.07,796149.15,0.00%
Listed equities,4,METTLER TOLEDO INTL,,,,,2126249,,,,157.47,311224.84,0.00%
Listed equities,4,MGM RESORTS INTL,,,,,2547419,,,,116786.45,6535816.29,0.01%
Listed equities,4,MICHELIN,,,,,BPBPJ01,,,,575194.96,30591178.46,0.04%
Listed equities,4,MICROCHIP TECHNOLOGY,,,,,2592174,,,,69550.48,6442251.92,0.01%
Listed equities,4,MICRON TECHNOLOGY,,,,,2588184,,,,110580.5,15031017.97,0.02%
Listed equities,4,MICROSOFT CORP,,,,,2588173,,,,1370340.02,932889150,1.23%
Listed equities,4,MICROSTRATEGY,,,,,2974329,,,,78.74,36830.27,0.00%
Listed equities,4,MIDEA GROUP CO A (HK-C),,,,,BD5CPP1,,,,3212370.02,53466855.85,0.07%
Listed equities,4,MIDEA GROUP H,,,,,BQB7ZL7,,,,1732.19,27209.9,0.00%
Listed equities,4,MIDEA REAL ESTATE HOLDING LTD COMMON STOCK HKD 1,,,,,BF55Q06,,,,1047987.93,653694.88,0.00%
Listed equities,4,MIGDAL INSURANCE & FINANCIAL HOLDINGS LTD COMMON STOCK ILS 0,,,,,6509062,,,,407783.75,1239456.59,0.00%
Listed equities,4,MINERAL RESOURCES,,,,,B17ZL56,,,,1818292.51,62276518.48,0.08%
Listed equities,4,MINTH GROUP (CN),,,,,B0RJCG9,,,,344862.82,1084165.81,0.00%
Listed equities,4,MIRAE ASSET SECURITIES,,,,,6249658,,,,86087.94,758420.04,0.00%
Listed equities,4,MISC BHD,,,,,6557997,,,,28423.62,78026.8,0.00%
Listed equities,4,MITSUBISHI CORP,,,,,6596785,,,,141566.97,3788479.12,0.01%
Listed equities,4,MITSUBISHI ELECTRIC CORP,,,,,6597045,,,,58343.23,1611091.13,0.00%
Listed equities,4,MITSUBISHI HEAVY IND,,,,,6597067,,,,68657.62,1568520.42,0.00%
Listed equities,4,MITSUBISHI UFJ FIN GRP,,,,,6335171,,,,18187.97,345046.72,0.00%
Listed equities,4,MITSUI FUDOSAN CO,,,,,6597603,,,,115417.55,1506390.43,0.00%
Listed equities,4,MITSUI OSK LINES,,,,,6597584,,,,16140.84,913654.55,0.00%
Listed equities,4,MIZRAHI TEFAHOT BANK,,,,,6916703,,,,3391.15,236903.02,0.00%
Listed equities,4,MIZUHO FINANCIAL GROUP,,,,,6591014,,,,180856.14,7198511.83,0.01%
Listed equities,4,MMG,,,,,6728793,,,,888616.49,472989.91,0.00%
Listed equities,4,MOBVISTA INC COMMON STOCK HKD 0.01,,,,,BHR7002,,,,2587258.49,4486456.01,0.01%
Listed equities,4,MODERNA,,,,,BGSXTS3,,,,302507.68,20315382.92,0.03%
Listed equities,4,MOL MAGYAR OLAJ GAZIPARI,,,,,BD5ZXH8,,,,8753.06,97151.45,0.00%
Listed equities,4,MOLSON COORS BREWING B,,,,,B067BM3,,,,99275.61,9190790.74,0.01%
Listed equities,4,MOMENTUM METROPOL HLDGS,,,,,BK9S758,,,,458048,1186347.73,0.00%
Listed equities,4,MONADELPHOUS GROUP LTD,,,,,6600471,,,,654893.18,9168504.54,0.01%
Listed equities,4,MONCLER SPA,,,,,BGLP232,,,,390212.28,33270151.32,0.04%
Listed equities,4,MONDAY.COM LTD COMMON STOCK USD,,,,,BMHRYX8,,,,818.85,311379.46,0.00%
Listed equities,4,MONDELEZ INTERNATIONAL A,,,,,B8CKK03,,,,28977.14,2795452.52,0.00%
Listed equities,4,MONOLITHIC POWER SYSTEMS,,,,,B01Z7J1,,,,629.89,601960.43,0.00%
Listed equities,4,MOODY'S CORP,,,,,2252058,,,,69746.54,53324586.94,0.07%
Listed equities,4,MORGAN STANLEY,,,,,2262314,,,,506345.23,102814700.5,0.14%
Listed equities,4,MOSAIC CO (THE),,,,,B3NPHP6,,,,174888.75,6943011.48,0.01%
Listed equities,4,MOTOR OIL HELLAS,,,,,5996234,,,,1065.3,36773.4,0.00%
Listed equities,4,MOTOROLA SOLUTIONS,,,,,B5BKPQ4,,,,128095.28,95630268.02,0.13%
Listed equities,4,MOUNT GIBSON IRON,,,,,6963743,,,,13893936.71,4098711.33,0.01%
Listed equities,4,MPC CONTAINER SHIPS ASA COMMON STOCK NOK 1,,,,,BF20GN7,,,,86481.83,254947.75,0.00%
Listed equities,4,MS&AD INSURANCE GROUP,,,,,B2Q4CS1,,,,513514.91,18201543.57,0.02%
Listed equities,4,MSCI,,,,,B2972D2,,,,63198.08,61244415.49,0.08%
Listed equities,4,MTN GROUP,,,,,6563206,,,,35572.83,280085.83,0.00%
Listed equities,4,MTU AERO ENGINES,,,,,B09DHL9,,,,1044.82,562669.1,0.00%
Listed equities,4,MUENCHENER RUECKVERSICH,,,,,5294121,,,,4804.46,3913962.04,0.01%
Listed equities,4,MURAKAMI CORP COMMON STOCK JPY,,,,,6610232,,,,4251.73,267848.04,0.00%
Listed equities,4,MURATA MANUFACTURING CO,,,,,6610403,,,,633980.69,16676047.79,0.02%
Listed equities,4,MUTHOOT FINANCE,,,,,B40MFF3,,,,30709.59,1237559.82,0.00%
Listed equities,4,MYER HOLDINGS LTD,,,,,B50YPZ6,,,,6800981.78,8365207.59,0.01%
Listed equities,4,NAKANO CORP/TOKYO COMMON STOCK JPY,,,,,6620844,,,,75428.9,575179.83,0.00%
Listed equities,4,NANOSONICS LIMITED,,,,,B1WF979,,,,1983961.99,5971725.6,0.01%
Listed equities,4,NARI TECHNOLOGY A (HK-C),,,,,BP3R444,,,,15132.24,84445.01,0.00%
Listed equities,4,NASPERS N,,,,,BN0VX82,,,,58611.66,20935696.59,0.03%
Listed equities,4,NATIONAL AUSTRALIA BANK,,,,,6624608,,,,20129098.69,746789561.4,0.99%
Listed equities,4,NATIONAL BANK OF GREECE,,,,,BG087C6,,,,282775.8,3622638.75,0.00%
Listed equities,4,NATIONAL GRID,,,,,BDR05C0,,,,88913.98,1708601.07,0.00%
Listed equities,4,NATURA & CO HOLDINGS,,,,,BJRFY31,,,,27960.83,93275.47,0.00%
Listed equities,4,NATWEST GROUP,,,,,BM8PJY7,,,,2165950.3,17616903.38,0.02%
Listed equities,4,NATWEST GROUP PLC ADR USD,,,,,BP0WTS1,,,,202660.45,3328848.8,0.00%
Listed equities,4,NAVER,,,,,6560393,,,,78553.63,17141663.87,0.02%
Listed equities,4,NAVIGATOR GLOBAL INVESTMENTS LTD,,,,,BFN1D38,,,,2315203.99,3982150.87,0.01%
Listed equities,4,NAVINFO CO LTD COMMON STOCK CNY 1,,,,,BD5CKR8,,,,1025179.53,2186768,0.00%
Listed equities,4,NBTM NEW MATERIALS GROUP CO LTD COMMON STOCK CNY 1,,,,,BP3RJR2,,,,9841.98,35214.22,0.00%
Listed equities,4,NCSOFT CORP,,,,,6264189,,,,646.34,129837.79,0.00%
Listed equities,4,NEBIUS GROUP NV COMMON STOCK USD 0.01,,,,,B5BSZB3,,,,60842.86,2722033.93,0.00%
Listed equities,4,NEC CORP,,,,,6640400,,,,116484.9,16424255.74,0.02%
Listed equities,4,NEDBANK GROUP,,,,,6628008,,,,312499.61,7535009.96,0.01%
Listed equities,4,NEMETSCHEK,,,,,5633962,,,,1966.03,307766.02,0.00%
Listed equities,4,NEOENERGIA SA COMMON STOCK BRL 0,,,,,BF8GMG4,,,,9497.89,46955.39,0.00%
Listed equities,4,NEPI ROCKCASTLE,,,,,BLF9GQ6,,,,449555.35,5309613.13,0.01%
Listed equities,4,NESTLE,,,,,7123870,,,,133899.68,17869040.84,0.02%
Listed equities,4,NESTLE INDIA,,,,,BQB8GH3,,,,18112,741475.19,0.00%
Listed equities,4,NETAPP,,,,,2630643,,,,164905.05,30916867.67,0.04%
Listed equities,4,NETEASE COM ADR,,,,,2606440,,,,107011.22,15418671.89,0.02%
Listed equities,4,NETEASE INC COMMON STOCK CNY 0.0001,,,,,BM93SF4,,,,255488.54,7351992.52,0.01%
Listed equities,4,NETFLIX,,,,,2857817,,,,203359.62,292753769.4,0.39%
