Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,% Ownership,Units Held,Address,Value (AUD),Weighting (%)
2024-12-31,cbus,Balanced Growth,Fixed income (PRIVATE DEBT),0,VICTORIA PLAZA FINANCE PTY LTD,,,,,,,,
2024-12-31,cbus,Balanced Growth,Fixed income (PRIVATE DEBT),0,VOYAGE AUSTRALIA PTY LTD,,,,,,,,
2024-12-31,cbus,Balanced Growth,Fixed income (PRIVATE DEBT),0,APOG BIDCO PTY LTD,,,,,,,,
2024-12-31,cbus,Balanced Growth,Fixed income,0,LENDLEASE FINANCE LTD,,,,,,,13927064.93,0.0002
2024-12-31,cbus,Balanced Growth,Fixed income,0,NATIONAL AUSTRALIA BANK,,,,,,,440201782.2,0.0058
2024-12-31,cbus,Balanced Growth,Fixed income,0,QANTAS AIRWAYS LTD,,,,,,,45708659.76,0.0006
2024-12-31,cbus,Balanced Growth,Fixed income,0,QBE INSURANCE GROUP LTD,,,,,,,50117819.1,0.0007000000000000001
2024-12-31,cbus,Balanced Growth,Fixed income,0,RESOLUTION LIFE,,,,,,,23288158.83,0.0003
2024-12-31,cbus,Balanced Growth,Fixed income,0,SCENTRE GROUP TRST 1,,,,,,,23772282.8,0.0003
2024-12-31,cbus,Balanced Growth,Fixed income,0,WESTPAC BANKING CORPORATION,,,,,,,431334036.1,0.005699999999999999
2024-12-31,cbus,Balanced Growth,Fixed income,0,SUB TOTAL,,,,,,,3040843759.0,0.0401
2024-12-31,cbus,Balanced Growth,Fixed income,1,Barings,,,,,,,1076177360.0,0.014199999999999999
2024-12-31,cbus,Balanced Growth,Fixed income,1,Blackrock,,,,,,,4628020536.0,0.0611
2024-12-31,cbus,Balanced Growth,Fixed income,1,Hayfin Capital Management,,,,,,,59735.63,0.0
2024-12-31,cbus,Balanced Growth,Fixed income,1,IFM Investors,,,,,,,2041198019.0,0.0269
2024-12-31,cbus,Balanced Growth,Fixed income,1,Maxcap,,,,,,,43420606.84,0.0006
2024-12-31,cbus,Balanced Growth,Fixed income,1,Oaktree Capital Management,,,,,,,1609779531.0,0.0212
2024-12-31,cbus,Balanced Growth,Fixed income,1,Westbourne Capital,,,,,,,1045047.41,0.0
2024-12-31,cbus,Balanced Growth,Fixed income,1,SUB TOTAL,,,,,,,9399700836.0,0.124
2024-12-31,cbus,Balanced Growth,Listed equities,1,361 DEGREES INTERNATIONAL LTD COMMON STOCK HKD 0.1,,,,,459817.09,,405367.11,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,3I GROUP,,,,,26009.59,,1875072.8,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,3SBIO,,,,,468084.35,,591732.25,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AAC TECHNOLOGIES (CN),,,,,1568164.22,,12227012.39,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABB INDIA LTD COMMON STOCK INR 2,,,,,42544.93,,5547888.32,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABB LTD,,,,,274175.39,,23977306.07,0.0003
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABB LTD COMMON STOCK CHF 0.12,,,,,20269.75,,1764120.81,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABBOTT LABORATORIES,,,,,497948.84,,90968252.13,0.0012
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABBVIE,,,,,166336.47,,47739628.2,0.0006
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABN AMRO BANK,,,,,248518.54,,6188815.07,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABOITIZ EQUITY VENTURES,,,,,54975.1,,52726.74,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABOITIZ POWER,,,,,54894.61,,57784.21,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABSA GROUP,,,,,23150.71,,375991.7,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ABU DHABI ISLAMIC BK(AE),,,,,443725.49,,2696494.25,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ACCENT GROUP LTD,,,,,1972389.47,,4615391.36,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ACCENTURE A,,,,,3070.7,,1744714.95,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ACCOR,,,,,790700.37,,62206142.01,0.0008
2024-12-31,cbus,Balanced Growth,Listed equities,1,ACS ACTIV CONST Y SVCS,,,,,101484.15,,8221600.56,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADAIRS LTD,,,,,879553.75,,2374795.12,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADANI ENTERPRISES,,,,,142107.0,,6778984.88,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADANI GREEN ENERGY,,,,,192110.19,,3771693.81,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADANI PORTS AND SEZ,,,,,290253.22,,6741101.06,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADANI POWER,,,,,553408.46,,5527531.32,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADANI TRANSMISSION,,,,,179672.78,,2732659.69,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADARO ENERGY INDONESIA,,,,,382656.0,,93309.92,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADDTECH B,,,,,4310.79,,189794.03,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADECCO GROUP,,,,,3447.84,,137396.24,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADIDAS,,,,,3584.84,,1419729.56,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADITYA BIRLA CAPITAL LTD COMMON STOCK INR 10,,,,,14989.77,,50284.71,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADNOC DRILLING CO PJSC COMMON STOCK AED,,,,,21643.93,,50727.14,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADNOC GAS PLC,,,,,1029876.73,,1589532.59,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADNOC LOGISTICS & SERVICES COMMON STOCK AED 1.983,,,,,79981.12,,190969.66,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADOBE,,,,,61421.01,,44113213.16,0.0006
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADP,,,,,4950.2,,924762.59,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADTALEM GLOBAL EDUCATION INC COMMON STOCK USD 0.01,,,,,19529.63,,2865649.29,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADVANCED INFO SERVICE PCL FOREIGN SH. THB 1,,,,,258012.38,,3507807.35,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADVANCED MICRO DEVICES,,,,,179655.42,,35048983.37,0.0005
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADVANTEST CORP,,,,,20313.84,,1920203.88,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ADYEN NV,,,,,29575.53,,71079328.23,0.0009
2024-12-31,cbus,Balanced Growth,Listed equities,1,AECOM,,,,,5432.77,,937298.77,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AEGON,,,,,31813.2,,304338.86,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AEGON LTD NY REG SHRS USD,,,,,199846.43,,1901147.48,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AENA,,,,,3462.34,,1143065.3,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AERCAP HOLDINGS NV,,,,,4304.49,,665330.44,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AG ANADOLU GRUBU HOLDING AS COMMON STOCK TRY 1,,,,,68549.84,,980023.26,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGILE GROUP HOLDINGS,,,,,3092449.79,,475808.2,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGILENT TECHNOLOGIES,,,,,4724.15,,1025021.51,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGL ENERGY,,,,,3518954.07,,39728991.44,0.0005
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGNICO EAGLE MINES,,,,,5527.25,,698058.89,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGNICO EAGLE MINES LTD COMMON STOCK CAD 0,,,,,5150.11,,650553.2,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGRI BANK OF CHINA H,,,,,15982220.76,,14721036.66,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AGRI BANK OF CN A (HK-C),,,,,20431561.42,,24141739.97,0.0003
2024-12-31,cbus,Balanced Growth,Listed equities,1,AHOLD DELHAIZE,,,,,894867.83,,47128712.19,0.0006
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIA GROUP,,,,,3137749.73,,36730279.89,0.0005
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIB GROUP,,,,,903771.28,,8056376.6,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIMA TECHNOLOGY GROUP CO LTD COMMON STOCK CNY 1,,,,,74287.23,,674272.7,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AINSWORTH GAME TECHNOLOGY LTD COMMON STOCK AUD 0,,,,,3022548.03,,2614504.05,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIR NEW ZEALAND LTD COMMON STOCK NZD 0,,,,,10320700.89,,5624781.98,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIRBNB A,,,,,37960.96,,8056932.56,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIRBUS,,,,,87224.31,,22579088.19,0.0003
2024-12-31,cbus,Balanced Growth,Listed equities,1,AIRTAC INTERNATIONAL,,,,,160176.34,,6660031.04,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AISIN CORP,,,,,8267.26,,151019.54,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AJIN INDUSTRIAL CO LTD COMMON STOCK KRW 500,,,,,115473.93,,304684.91,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AKAMAI TECHNOLOGIES,,,,,76377.67,,11799279.24,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AKBANK,,,,,134560.2,,398576.98,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AKER BP,,,,,7413.76,,233739.12,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AKZO NOBEL,,,,,513829.85,,49808300.39,0.0007000000000000001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AL RAJHI BANKING & INV,,,,,93236.31,,3791340.41,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AL RAYAN BANK,,,,,533990.9,,583420.31,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALCOA CORP CDI AUD,,,,,2000458.39,,118667191.9,0.0016
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALDAR PROPERTIES,,,,,788628.23,,2663241.89,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALFA,,,,,281245.51,,329660.49,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALFA LAVAL,,,,,5300.49,,358420.8,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALIBABA GROUP HLDG ADR,,,,,156795.74,,21472519.57,0.0003
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALIBABA GRP HLDG (HK),,,,,7872365.35,,134874545.8,0.0018
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALIGN TECHNOLOGY,,,,,629.89,,212125.69,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALIMENTATION COUCHE,,,,,473235.25,,42367123.84,0.0006
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALIOR BANK,,,,,10867.12,,365344.46,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALL WINNER TECHNOLOGY CO LTD COMMON STOCK CNY 1,,,,,466265.55,,3998921.27,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALLEGRO.EU,,,,,85809.44,,908603.83,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALLIANZ,,,,,113337.04,,56088114.74,0.0007000000000000001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALLSTATE CORP,,,,,9160.91,,2852510.66,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALLY FINANCIAL,,,,,5832.75,,339234.86,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPEK SAB DE CV COMMON STOCK MXN 0,,,,,181996.55,,184345.61,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPHA CORP COMMON STOCK JPY,,,,,15983.37,,188569.81,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPHA DHABI HOLDING PJSC COMMON STOCK AED 1,,,,,646716.41,,3384058.92,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPHA SERVICES AND HLDGS,,,,,45833.69,,123950.65,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPHABET A,,,,,1636984.96,,500494635.5,0.0066
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALPHABET C,,,,,207428.69,,63801532.73,0.0008
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALS LTD,,,,,378963.67,,5714772.2,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALTAGAS,,,,,25274.19,,950270.73,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ALUMINUM CORP OF CHINA H,,,,,1640107.02,,1531144.12,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMAZON.COM,,,,,2020252.2,,715857434.9,0.009399999999999999
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMBEV SA ADR USD 0,,,,,1276761.6,,3814922.02,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMBEV SA COMMON STOCK BRL 0,,,,,2576629.16,,7908363.89,0.0001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMBUJA CEMENTS,,,,,256928.49,,2597020.85,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMCOR PLC CDI,,,,,3287234.09,,49209894.3,0.0006
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMEREN CORPORATION,,,,,6693.38,,963656.4,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICA MOVIL B,,,,,11561252.94,,13425737.66,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICAN ELECTRIC POWER,,,,,96342.7,,14351429.45,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICAN EXPRESS,,,,,255286.67,,122371849.5,0.0016
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICAN INTL GROUP,,,,,673165.13,,79151129.43,0.001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICAN PUBLIC EDUCATION INC COMMON STOCK USD 0.01,,,,,28373.23,,988469.12,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERICANA RESTAURANTS,,,,,1446332.81,,1405521.8,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMERIPRISE FINANCIAL,,,,,23242.81,,19987351.77,0.0003
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMGEN,,,,,30935.3,,13022653.37,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMOREG,,,,,41098.51,,937867.24,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMOREPACIFIC CORP (NEW),,,,,1114.8,,128176.46,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMOTIV LTD COMMON STOCK AUD 0,,,,,5249686.47,,55646676.62,0.0007000000000000001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMP LTD,,,,,48930.31,,77554.54,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMPHENOL CORP,,,,,662257.86,,74285405.21,0.001
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMPLITUDE ENERGY LTD,,,,,77061281.59,,15797562.73,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,AMPOL,,,,,5730033.6,,161529647.3,0.0021
2024-12-31,cbus,Balanced Growth,Listed equities,1,ANA HOLDINGS,,,,,7007.49,,206359.59,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ANADOLU EFES BIRACILIK,,,,,114313.36,,1000410.19,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ANGLO AMERICAN PLATINUM,,,,,13825.87,,673284.8,0.0
2024-12-31,cbus,Balanced Growth,Listed equities,1,ANGLO AMERICAN PLC COMMON STOCK GBP 0.54945,,,,,328740.94,,15719845.64,0.0002
2024-12-31,cbus,Balanced Growth,Listed equities,1,ANGLOGOLD ASHANTI PLC COMMON STOCK,,,,,34404.91,,1282508.89,0.0
