AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HITE JINRO CO. LTD.,n/a,000080 KS,597,n/a,n/a,"$12,783",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"KURA SUSHI, INC.",n/a,2695 JP,429,n/a,n/a,"$12,713",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PEDIATRIX MEDICAL GROUP, INC.",n/a,MD US,598,n/a,n/a,"$12,665",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YPSOMED HOLDING AG,n/a,YPSN SW,22,n/a,n/a,"$12,662",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DNOW, INC.",n/a,DNOW US,599,n/a,n/a,"$12,591",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OSISKO GOLD ROYALTIES LTD.,n/a,OR US,431,n/a,n/a,"$12,591",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MEGASTUDYEDU CO. LTD.,n/a,215200 KS,262,n/a,n/a,"$12,582",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DAETWYLER HOLDING AG,n/a,DAE SW,53,n/a,n/a,"$12,576",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YOUNGOR FASHION CO. LTD.,n/a,600177 C1,"6,367",n/a,n/a,"$12,538",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JENOPTIK AG,n/a,JEN GR,334,n/a,n/a,"$12,532",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BARCO NV,n/a,BAR BB,713,n/a,n/a,"$12,490",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CELLDEX THERAPEUTICS, INC.",n/a,CLDX US,305,n/a,n/a,"$12,449",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GALAXY SURFACTANTS LTD.,n/a,GALSURF IN,262,n/a,n/a,"$12,448",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GRUPA KETY SA,n/a,KTY PW,47,n/a,n/a,"$12,432",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VIAD CORP.,n/a,VVI US,181,n/a,n/a,"$12,397",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BIRCHCLIFF ENERGY LTD.,n/a,BIR CN,"2,030",n/a,n/a,"$12,357",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RAKUS CO. LTD.,n/a,3923 JP,646,n/a,n/a,"$12,337",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHONGQING CHANGAN AUTOMOBILE CO. LTD.,n/a,000625 C2,"4,169",n/a,n/a,"$12,325",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FEVERTREE DRINKS PLC,n/a,FEVR LN,902,n/a,n/a,"$12,293",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NGK INSULATORS LTD.,n/a,5333 JP,593,n/a,n/a,"$12,267",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GRAND CITY PROPERTIES SA,n/a,GYC GR,623,n/a,n/a,"$12,247",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JUNGHEINRICH AG,n/a,JUN3 GR,285,n/a,n/a,"$12,241",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AEKYUNG INDUSTRIAL CO. LTD.,n/a,018250 KS,842,n/a,n/a,"$12,209",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SONATA SOFTWARE LTD.,n/a,SSOF IN,"1,076",n/a,n/a,"$12,169",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,IFLYTEK CO. LTD.,n/a,002230 C2,"1,136",n/a,n/a,"$12,149",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JUVENTUS FOOTBALL CLUB SPA,n/a,JUVE IM,"2,402",n/a,n/a,"$12,138",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TALAAT MOUSTAFA GROUP,n/a,TMGH EY,"6,821",n/a,n/a,"$12,138",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SOBHA LTD.,n/a,SOBHA IN,406,n/a,n/a,"$12,081",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MAKALOT INDUSTRIAL CO. LTD.,n/a,1477 TT,763,n/a,n/a,"$12,067",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUBSEA 7 SA,n/a,SUBC NO,471,n/a,n/a,"$12,059",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"FRANKLIN ELECTRIC CO., INC.",n/a,FELE US,77,n/a,n/a,"$12,053",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUNRISE COMMUNICATIONS AG,n/a,SNRE US,173,n/a,n/a,"$12,035",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"LIVE OAK BANCSHARES, INC.",n/a,LOB US,188,n/a,n/a,"$11,994",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MIPS AB,n/a,MIPS SS,173,n/a,n/a,"$11,929",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"OWENS & MINOR, INC.",n/a,OMI US,565,n/a,n/a,"$11,927",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CP AXTRA PCL,n/a,CPAXTF TB,"9,202",n/a,n/a,"$11,878",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MR. DIY GROUP M BHD.,n/a,MRDIY MK,"17,773",n/a,n/a,"$11,876",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AAR CORP.,n/a,AIR US,120,n/a,n/a,"$11,874",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ZHEN DING TECHNOLOGY HOLDING LTD.,n/a,4958 TT,"2,007",n/a,n/a,"$11,866",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CI FINANCIAL CORP.,n/a,CIX CN,341,n/a,n/a,"$11,836",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HARMONIC, INC.",n/a,HLIT US,550,n/a,n/a,"$11,752",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HYSAN DEVELOPMENT CO. LTD.,n/a,14 HK,"4,761",n/a,n/a,"$11,719",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KINTETSU DEPARTMENT STORE CO. LTD.,n/a,8244 JP,547,n/a,n/a,"$11,718",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FOCUS MEDIA INFORMATION TECHNOLOGY CO. LTD.,n/a,002027 C2,"7,529",n/a,n/a,"$11,711",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SPHERE ENTERTAINMENT CO.,n/a,SPHR US,180,n/a,n/a,"$11,701",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CVS GROUP PLC,n/a,CVSG LN,687,n/a,n/a,"$11,666",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TBS HOLDINGS, INC.",n/a,9401 JP,279,n/a,n/a,"$11,608",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BAJAJ HOLDINGS & INVESTMENT LTD.,n/a,BJHI IN,52,n/a,n/a,"$11,601",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PACIRA BIOSCIENCES, INC.",n/a,PCRX US,381,n/a,n/a,"$11,589",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VICOR CORP.,n/a,VICR US,147,n/a,n/a,"$11,496",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REGIONAL SAB DE CV,n/a,RA MM,"1,258",n/a,n/a,"$11,440",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KANEMATSU CORP.,n/a,8020 JP,422,n/a,n/a,"$11,409",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DR. MARTENS PLC,n/a,DOCS LN,"7,807",n/a,n/a,"$11,401",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CANCOM SE,n/a,COK GR,293,n/a,n/a,"$11,398",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DUERR AG,n/a,DUE GR,317,n/a,n/a,"$11,376",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PROTO LABS, INC.",n/a,PRLB US,179,n/a,n/a,"$11,310",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AVISTA CORP.,n/a,AVA US,191,n/a,n/a,"$11,275",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PROSIEBENSAT.1 MEDIA SE,n/a,PSM GR,"1,356",n/a,n/a,"$11,243",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HEIWA CORP.,n/a,6412 JP,449,n/a,n/a,"$11,223",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CEMBRA MONEY BANK AG,n/a,CMBN SW,77,n/a,n/a,"$11,199",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUNGROW POWER SUPPLY CO. LTD.,n/a,300274 C2,684,n/a,n/a,"$11,165",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA CONCH VENTURE HOLDINGS LTD.,n/a,586 HK,"8,025",n/a,n/a,"$11,146",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NMI HOLDINGS, INC.",n/a,NMIH US,187,n/a,n/a,"$11,082",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALLFUNDS GROUP PLC,n/a,ALLFG NA,"1,310",n/a,n/a,"$11,043",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HEARTLAND EXPRESS, INC.",n/a,HTLD US,609,n/a,n/a,"$11,039",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YANGZIJIANG FINANCIAL HOLDING LTD.,n/a,YZJFH SP,"22,422",n/a,n/a,"$11,017",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KAINOS GROUP PLC,n/a,KNOS LN,670,n/a,n/a,"$10,969",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SOLAREDGE TECHNOLOGIES, INC.",n/a,SEDG US,499,n/a,n/a,"$10,957",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FIVERR INTERNATIONAL LTD.,n/a,FVRR US,213,n/a,n/a,"$10,905",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANSHIN ELECTRONICS CO. LTD.,n/a,8150 JP,538,n/a,n/a,"$10,903",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GB GROUP PLC,n/a,GBG LN,"1,585",n/a,n/a,"$10,902",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NAKANISHI, INC.",n/a,7716 JP,442,n/a,n/a,"$10,876",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YANBU NATIONAL PETROCHEMICAL CO.,n/a,YANSAB AB,669,n/a,n/a,"$10,871",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WENS FOODSTUFF GROUP CO. LTD.,n/a,300498 C2,"2,975",n/a,n/a,"$10,870",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CAREL INDUSTRIES SPA,n/a,CRL IM,349,n/a,n/a,"$10,837",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CEZ AS,n/a,CEZ CP,170,n/a,n/a,"$10,830",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ANHUI GUJING DISTILLERY CO. LTD.,n/a,000596 C2,282,n/a,n/a,"$10,794",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TAKEUCHI MANUFACTURING CO. LTD.,n/a,6432 JP,211,n/a,n/a,"$10,790",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FORMULA SYSTEMS 1985 LTD.,n/a,FORTY IT,79,n/a,n/a,"$10,774",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STAAR SURGICAL CO.,n/a,STAA US,274,n/a,n/a,"$10,760",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AIER EYE HOSPITAL GROUP CO. LTD.,n/a,300015 C2,"3,667",n/a,n/a,"$10,752",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HANKOOK TIRE & TECHNOLOGY CO. LTD.,n/a,161390 KS,255,n/a,n/a,"$10,728",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GRAHAM HOLDINGS CO.,n/a,GHC US,8,n/a,n/a,"$10,663",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,POLY DEVELOPMENTS & HOLDINGS GROUP CO. LTD.,n/a,600048 C1,"5,429",n/a,n/a,"$10,644",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CLAL INSURANCE ENTERPRISES HOLDINGS LTD.,n/a,CLIS IT,279,n/a,n/a,"$10,613",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BIRCHCLIFF ENERGY LTD.,n/a,BIREF US,"1,739",n/a,n/a,"$10,590",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FP CORP.,n/a,7947 JP,367,n/a,n/a,"$10,545",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUPALAI PCL,n/a,SPALIF TB,"12,194",n/a,n/a,"$10,513",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STANDARD CHARTERED PLC,n/a,2888 HK,529,n/a,n/a,"$10,512",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"GOLDWIN, INC.",n/a,8111 JP,116,n/a,n/a,"$10,509",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"IMMUNOVANT, INC.",n/a,IMVT US,263,n/a,n/a,"$10,502",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NSD CO. LTD.,n/a,9759 JP,301,n/a,n/a,"$10,454",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUNWAY BHD.,n/a,SWB MK,"6,040",n/a,n/a,"$10,450",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UNIVERSAL ROBINA CORP.,n/a,URC PM,"4,726",n/a,n/a,"$10,425",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,QT GROUP OYJ,n/a,QTCOM FH,93,n/a,n/a,"$10,418",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ELECOM CO. LTD.,n/a,6750 JP,680,n/a,n/a,"$10,414",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FUJITSU GENERAL LTD.,n/a,6755 JP,435,n/a,n/a,"$10,409",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GENTING BHD.,n/a,GENT MK,"7,463",n/a,n/a,"$10,405",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHAROEN POKPHAND FOODS PCL,n/a,CPFF TB,"9,616",n/a,n/a,"$10,386",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RAKUTEN BANK LTD.,n/a,5838 JP,228,n/a,n/a,"$10,360",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MEITU, INC.",n/a,1357 HK,"16,730",n/a,n/a,"$10,331",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MARSHALLS PLC,n/a,MSLH LN,"1,731",n/a,n/a,"$10,310",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RLI CORP.,n/a,RLI US,39,n/a,n/a,"$10,266",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LION CORP.,n/a,4912 JP,566,n/a,n/a,"$10,245",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BASIC-FIT NV,n/a,BFIT NA,270,n/a,n/a,"$10,181",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ENOVA INTERNATIONAL, INC.",n/a,ENVA US,65,n/a,n/a,"$10,129",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"KELLY SERVICES, INC.",n/a,KELYA US,449,n/a,n/a,"$10,106",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JIANGSU YANGHE DISTILLERY CO. LTD.,n/a,002304 C2,545,n/a,n/a,"$10,071",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CHEESECAKE FACTORY, INC.",n/a,CAKE US,131,n/a,n/a,"$10,045",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,THK CO. LTD.,n/a,6481 JP,265,n/a,n/a,"$10,006",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PDF SOLUTIONS, INC.",n/a,PDFS US,228,n/a,n/a,"$9,985",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MIGDAL INSURANCE & FINANCIAL HOLDINGS LTD.,n/a,MGDL IT,"3,279",n/a,n/a,"$9,967",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SIXT SE,n/a,SIX3 GR,103,n/a,n/a,"$9,964",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PRAJ INDUSTRIES LTD.,n/a,PRJ IN,643,n/a,n/a,"$9,960",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NAN YA PLASTICS CORP.,n/a,1303 TT,"6,752",n/a,n/a,"$9,945",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA RAILWAY GROUP LTD.,n/a,390 HK,"12,043",n/a,n/a,"$9,915",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,QUALITAS CONTROLADORA SAB DE CV,n/a,Q MM,728,n/a,n/a,"$9,915",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUMITOMO PHARMA CO. LTD.,n/a,4506 JP,"1,707",n/a,n/a,"$9,877",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KGHM POLSKA MIEDZ SA,n/a,KGH PW,220,n/a,n/a,"$9,871",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORIENT OVERSEAS INTERNATIONAL LTD.,n/a,316 HK,410,n/a,n/a,"$9,825",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LEGEND UPSTAR HOLDINGS LTD.,n/a,459 HK,"604,402",n/a,n/a,"$9,802",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NATIONAL VISION HOLDINGS, INC.",n/a,EYE US,581,n/a,n/a,"$9,776",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JINDAL STEEL & POWER LTD.,n/a,JSP IN,556,n/a,n/a,"$9,765",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA TOURISM GROUP DUTY FREE CORP. LTD.,n/a,601888 C1,658,n/a,n/a,"$9,762",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NCINO, INC.",n/a,NCNO US,180,n/a,n/a,"$9,752",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BRIGADE ENTERPRISES LTD.,n/a,BRGD IN,416,n/a,n/a,"$9,746",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MALIBU BOATS, INC.",n/a,MBUU US,160,n/a,n/a,"$9,724",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DIGITAL GARAGE, INC.",n/a,4819 JP,245,n/a,n/a,"$9,712",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SIGA TECHNOLOGIES, INC.",n/a,SIGA US,"1,000",n/a,n/a,"$9,710",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FUJITSU LTD.,n/a,FJTSY US,342,n/a,n/a,"$9,698",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MRC GLOBAL, INC.",n/a,MRC US,469,n/a,n/a,"$9,686",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GRUPO COMERCIAL CHEDRAUI SA DE CV,n/a,CHDRAUIB MM,994,n/a,n/a,"$9,679",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PROS HOLDINGS, INC.",n/a,PRO US,268,n/a,n/a,"$9,516",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GERDAU SA,n/a,GGBR4 BZ,"2,004",n/a,n/a,"$9,502",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INFRASTRUTTURE WIRELESS ITALIANE SPA,n/a,INW IM,577,n/a,n/a,"$9,471",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PSK, INC.",n/a,319660 KS,521,n/a,n/a,"$9,423",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AUO CORP.,n/a,2409 TT,"13,047",n/a,n/a,"$9,416",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HUTCHMED CHINA LTD.,n/a,13 HK,"2,006",n/a,n/a,"$9,406",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HELLO GROUP, INC.",n/a,MOMO US,755,n/a,n/a,"$9,400",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EVE ENERGY CO. LTD.,n/a,300014 C2,908,n/a,n/a,"$9,399",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YAMAZAKI BAKING CO. LTD.,n/a,2212 JP,310,n/a,n/a,"$9,383",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALFA SAB DE CV,n/a,ALFAA MM,"8,002",n/a,n/a,"$9,379",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"3SBIO, INC.",n/a,1530 HK,"7,413",n/a,n/a,"$9,371",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AIC MINES LTD.,n/a,A1M AU,"27,546",n/a,n/a,"$9,366",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BEAM THERAPEUTICS, INC.",n/a,BEAM US,233,n/a,n/a,"$9,314",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ZEE ENTERTAINMENT ENTERPRISES LTD.,n/a,Z IN,"4,032",n/a,n/a,"$9,226",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GENTERA SAB DE CV,n/a,GENTERA MM,"4,876",n/a,n/a,"$9,204",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PLEXUS CORP.,n/a,PLXS US,36,n/a,n/a,"$9,200",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STABILUS SE,n/a,STM GR,181,n/a,n/a,"$9,156",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"OCEANPAL, INC.",n/a,OP US,"4,873",n/a,n/a,"$9,131",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BANK OF CHINA LTD.,n/a,601988 C1,"7,454",n/a,n/a,"$9,088",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SHANGHAI ELECTRIC GROUP CO. LTD.,n/a,601727 C1,"5,064",n/a,n/a,"$9,087",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RED ROCK RESORTS, INC.",n/a,RRR US,122,n/a,n/a,"$9,082",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REDINGTON LTD.,n/a,REDI IN,"2,404",n/a,n/a,"$9,074",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AZZ, INC.",n/a,AZZ US,68,n/a,n/a,"$9,041",0.00%,,,,,
