AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RAYMOND JAMES FINANCIAL, INC.",n/a,RJF US,"5,117",n/a,n/a,"$1,283,823",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MURATA MANUFACTURING CO. LTD.,n/a,6981 JP,"48,786",n/a,n/a,"$1,283,245",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASHTEAD GROUP PLC,n/a,AHT LN,"12,748",n/a,n/a,"$1,280,288",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ARES MANAGEMENT CORP.,n/a,ARES US,"4,469",n/a,n/a,"$1,277,814",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SOCIETE GENERALE SA,n/a,GLE FP,"28,050",n/a,n/a,"$1,274,134",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TRACTOR SUPPLY CO.,n/a,TSCO US,"14,807",n/a,n/a,"$1,268,896",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SAUDI TELECOM CO.,n/a,STC AB,"73,674",n/a,n/a,"$1,266,763",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KYOCERA CORP.,n/a,6971 JP,"78,186",n/a,n/a,"$1,265,937",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PRUDENTIAL PLC,n/a,PRU LN,"98,227",n/a,n/a,"$1,265,657",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUMITOMO CORP.,n/a,8053 JP,"35,832",n/a,n/a,"$1,262,331",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HYUNDAI MOTOR CO.,n/a,005380 KS,"5,421",n/a,n/a,"$1,260,861",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TAPESTRY, INC.",n/a,TPR US,"11,903",n/a,n/a,"$1,255,986",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FRESENIUS SE & CO. KGAA,n/a,FRE GR,"22,331",n/a,n/a,"$1,252,644",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MARTIN MARIETTA MATERIALS, INC.",n/a,MLM US,"1,501",n/a,n/a,"$1,252,167",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NOVONESIS (NOVOZYMES) B,n/a,NSISB DC,"13,662",n/a,n/a,"$1,249,212",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ESSITY AB,n/a,ESSITYB SS,"28,799",n/a,n/a,"$1,244,832",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FRANCO-NEVADA CORP.,n/a,FNV CN,"6,555",n/a,n/a,"$1,243,440",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DASSAULT SYSTEMES SE,n/a,DSY FP,"22,166",n/a,n/a,"$1,241,926",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FANUC CORP.,n/a,6954 JP,"28,944",n/a,n/a,"$1,241,864",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SSE PLC,n/a,SSE LN,"38,224",n/a,n/a,"$1,240,193",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ANSYS, INC.",n/a,ANSS US,"2,274",n/a,n/a,"$1,238,731",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WARNER BROS DISCOVERY, INC.",n/a,WBD US,"72,534",n/a,n/a,"$1,238,292",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UPM-KYMMENE OYJ,n/a,UPM FH,"27,845",n/a,n/a,"$1,236,865",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UCB SA,n/a,UCB BB,"3,846",n/a,n/a,"$1,236,066",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ZEBRA TECHNOLOGIES CORP.,n/a,ZBRA US,"1,979",n/a,n/a,"$1,234,464",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MARUBENI CORP.,n/a,8002 JP,"50,162",n/a,n/a,"$1,233,350",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BIO-RAD LABORATORIES, INC.",n/a,BIO US,"2,315",n/a,n/a,"$1,228,446",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REGAL PARTNERS LTD.,n/a,RPL AU,"327,403",n/a,n/a,"$1,227,760",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PERNOD RICARD SA,n/a,RI FP,"6,734",n/a,n/a,"$1,227,440",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HUNTINGTON BANCSHARES, INC.",n/a,HBAN US,"46,619",n/a,n/a,"$1,225,036",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SWISS LIFE HOLDING AG,n/a,SLHN SW,982,n/a,n/a,"$1,224,522",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FIFTH THIRD BANCORP,n/a,FITB US,"17,927",n/a,n/a,"$1,224,167",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"COSTAR GROUP, INC.",n/a,CSGP US,"10,579",n/a,n/a,"$1,223,208",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DR. REDDY'S LABORATORIES LTD.,n/a,DRRD IN,"46,677",n/a,n/a,"$1,222,684",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUMITOMO ELECTRIC INDUSTRIES LTD.,n/a,5802 JP,"41,593",n/a,n/a,"$1,219,719",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EVT LTD.,n/a,EVT AU,"106,906",n/a,n/a,"$1,216,585",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RYDER SYSTEM, INC.",n/a,R US,"4,801",n/a,n/a,"$1,216,340",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AMERICAN AIRLINES GROUP, INC.",n/a,AAL US,"43,179",n/a,n/a,"$1,215,567",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VONOVIA SE,n/a,VNA GR,"24,767",n/a,n/a,"$1,214,476",0.01%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"XYLEM, INC.",n/a,XYL US,"6,450",n/a,n/a,"$1,208,542",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BALL CORP.,n/a,BALL US,"13,527",n/a,n/a,"$1,204,458",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NVR, INC.",n/a,NVR US,91,n/a,n/a,"$1,199,957",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CHURCH & DWIGHT CO., INC.",n/a,CHD US,"7,022",n/a,n/a,"$1,187,472",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WSP GLOBAL, INC.",n/a,WSP CN,"4,170",n/a,n/a,"$1,184,580",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,YUANTA FINANCIAL HOLDING CO. LTD.,n/a,2885 TT,"707,156",n/a,n/a,"$1,184,485",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SILEX SYSTEMS LTD.,n/a,SLX AU,"234,462",n/a,n/a,"$1,184,036",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VOLKSWAGEN AG,n/a,VOW3 GR,"7,944",n/a,n/a,"$1,182,982",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NATIONAL BANK OF KUWAIT SAKP,n/a,NBK KK,"250,815",n/a,n/a,"$1,177,313",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"YUM CHINA HOLDINGS, INC.",n/a,YUMC US,"15,129",n/a,n/a,"$1,176,963",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"EMCOR GROUP, INC.",n/a,EME US,"1,604",n/a,n/a,"$1,175,774",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"T. ROWE PRICE GROUP, INC.",n/a,TROW US,"6,435",n/a,n/a,"$1,175,429",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HEXAGON AB,n/a,HEXAB SS,"76,105",n/a,n/a,"$1,174,753",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ALLISON TRANSMISSION HOLDINGS, INC.",n/a,ALSN US,"6,714",n/a,n/a,"$1,171,913",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PARAGON BANKING GROUP PLC,n/a,PAG LN,"77,650",n/a,n/a,"$1,167,804",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BURLINGTON STORES, INC.",n/a,BURL US,"2,530",n/a,n/a,"$1,164,737",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASE TECHNOLOGY HOLDING CO. LTD.,n/a,3711 TT,"145,807",n/a,n/a,"$1,163,675",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ETIHAD ETISALAT CO.,n/a,EEC AB,"50,676",n/a,n/a,"$1,163,214",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LAS VEGAS SANDS CORP.,n/a,LVS US,"13,994",n/a,n/a,"$1,160,795",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HESS MIDSTREAM LP,n/a,HESM US,"19,396",n/a,n/a,"$1,160,017",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TATA MOTORS LTD.,n/a,TTMT IN,"83,076",n/a,n/a,"$1,159,998",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OPEN TEXT CORP.,n/a,OTEX CN,"25,220",n/a,n/a,"$1,152,126",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JAPAN POST HOLDINGS CO. LTD.,n/a,6178 JP,"75,085",n/a,n/a,"$1,150,135",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ENGIE SA,n/a,ENGI FP,"44,919",n/a,n/a,"$1,150,132",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KERRY GROUP PLC,n/a,KYGA ID,"7,365",n/a,n/a,"$1,148,648",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UNUM GROUP,n/a,UNM US,"9,738",n/a,n/a,"$1,148,604",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASSOCIATED BRITISH FOODS PLC,n/a,ABF LN,"27,762",n/a,n/a,"$1,147,245",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UNITED THERAPEUTICS CORP.,n/a,UTHR US,"2,011",n/a,n/a,"$1,146,153",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORIENTAL LAND CO. LTD.,n/a,4661 JP,"32,586",n/a,n/a,"$1,145,976",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BAJAJ FINANCE LTD.,n/a,BAF IN,"8,881",n/a,n/a,"$1,143,118",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LIFESTYLE COMMUNITIES LTD.,n/a,LIC AU,"133,107",n/a,n/a,"$1,139,396",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FUJIFILM HOLDINGS CORP.,n/a,4901 JP,"33,493",n/a,n/a,"$1,138,977",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FORTIVE CORP.,n/a,FTV US,"9,401",n/a,n/a,"$1,138,799",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PINEWOOD TECHNOLOGIES GROUP PLC,n/a,PINE LN,"156,757",n/a,n/a,"$1,138,332",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ASSURANT, INC.",n/a,AIZ US,"3,290",n/a,n/a,"$1,132,880",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BELLRING BRANDS, INC.",n/a,BRBR US,"9,305",n/a,n/a,"$1,132,264",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DANSKE BANK AS,n/a,DANSKE DC,"24,707",n/a,n/a,"$1,128,722",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FLETCHER BUILDING LTD.,n/a,FBU AU,"442,404",n/a,n/a,"$1,128,130",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REGIONS FINANCIAL CORP.,n/a,RF US,"29,694",n/a,n/a,"$1,127,959",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CELLTRION, INC.",n/a,068270 KS,"5,448",n/a,n/a,"$1,120,789",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CAPGEMINI SE,n/a,CAP FP,"4,236",n/a,n/a,"$1,120,340",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WIX.COM LTD.,n/a,WIX US,"3,222",n/a,n/a,"$1,116,530",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INCYTE CORP.,n/a,INCY US,"9,988",n/a,n/a,"$1,114,186",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"REPUBLIC SERVICES, INC.",n/a,RSG US,"3,427",n/a,n/a,"$1,113,355",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CGI, INC.",n/a,GIBA CN,"6,296",n/a,n/a,"$1,112,018",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TOPBUILD CORP.,n/a,BLD US,"2,206",n/a,n/a,"$1,109,249",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ZOMATO LTD.,n/a,ZOMATO IN,"211,067",n/a,n/a,"$1,107,140",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TOYO SEIKAN GROUP HOLDINGS LTD.,n/a,5901 JP,"44,754",n/a,n/a,"$1,106,836",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SONOVA HOLDING AG,n/a,SOON SW,"2,091",n/a,n/a,"$1,104,091",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LEONARDO SPA,n/a,LDO IM,"25,389",n/a,n/a,"$1,101,048",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DAIWA SECURITIES GROUP, INC.",n/a,8601 JP,"101,725",n/a,n/a,"$1,095,594",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CH ROBINSON WORLDWIDE, INC.",n/a,CHRW US,"6,549",n/a,n/a,"$1,092,764",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CAMPBELL'S CO.,n/a,CPB US,"16,116",n/a,n/a,"$1,090,094",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VERALTO CORP.,n/a,VLTO US,"6,618",n/a,n/a,"$1,088,555",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OLYMPUS CORP.,n/a,7733 JP,"44,612",n/a,n/a,"$1,086,793",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MUELLER INDUSTRIES, INC.",n/a,MLI US,"8,476",n/a,n/a,"$1,086,394",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AXALTA COATING SYSTEMS LTD.,n/a,AXTA US,"19,572",n/a,n/a,"$1,081,728",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"COREBRIDGE FINANCIAL, INC.",n/a,CRBG US,"22,347",n/a,n/a,"$1,080,241",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORANGE SA,n/a,ORA FP,"67,047",n/a,n/a,"$1,079,618",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"IMRICOR MEDICAL SYSTEMS, INC.",n/a,IMR AU,"792,514",n/a,n/a,"$1,077,820",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,n/a,CHKP US,"3,571",n/a,n/a,"$1,076,861",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TECHNIPFMC PLC,n/a,FTI US,"22,974",n/a,n/a,"$1,073,884",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"H&R BLOCK, INC.",n/a,HRB US,"12,557",n/a,n/a,"$1,071,627",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AVIENT CORP.,n/a,AVNT US,"16,199",n/a,n/a,"$1,069,013",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TAMBURI INVESTMENT PARTNERS SPA,n/a,TIP IM,"76,115",n/a,n/a,"$1,068,035",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DELTA AIR LINES, INC.",n/a,DAL US,"10,923",n/a,n/a,"$1,067,379",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OBJECTIVE CORP. LTD.,n/a,OCL AU,"67,164",n/a,n/a,"$1,066,564",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ENEOS HOLDINGS, INC.",n/a,5020 JP,"125,581",n/a,n/a,"$1,066,400",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DUKE ENERGY CORP.,n/a,DUK US,"6,125",n/a,n/a,"$1,065,864",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PACIFIC BASIN SHIPPING LTD.,n/a,2343 HK,"3,125,056",n/a,n/a,"$1,065,612",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RELIANCE, INC.",n/a,RS US,"2,449",n/a,n/a,"$1,064,877",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OVS SPA,n/a,OVS IM,"187,369",n/a,n/a,"$1,064,819",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VALARIS LTD.,n/a,VAL US,"14,891",n/a,n/a,"$1,064,017",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PTC, INC.",n/a,PTC US,"3,575",n/a,n/a,"$1,061,456",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"KYOTO FINANCIAL GROUP, INC.",n/a,5844 JP,"44,509",n/a,n/a,"$1,061,206",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SNAM SPA,n/a,SRG IM,"148,309",n/a,n/a,"$1,060,866",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BOMBARDIER, INC.",n/a,BBDB CN,"9,664",n/a,n/a,"$1,060,737",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"LABCORP HOLDINGS, INC.",n/a,LH US,"2,861",n/a,n/a,"$1,059,838",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"COMFORT SYSTEMS USA, INC.",n/a,FIX US,"1,547",n/a,n/a,"$1,059,323",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CENTERPOINT ENERGY, INC.",n/a,CNP US,"20,618",n/a,n/a,"$1,056,614",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA LIFE INSURANCE CO. LTD.,n/a,2628 HK,"346,047",n/a,n/a,"$1,056,231",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MITSUI FUDOSAN CO. LTD.,n/a,8801 JP,"80,875",n/a,n/a,"$1,055,554",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RESTAURANT BRANDS INTERNATIONAL, INC.",n/a,QSR CN,"10,026",n/a,n/a,"$1,054,951",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TOPPAN HOLDINGS, INC.",n/a,7911 JP,"24,378",n/a,n/a,"$1,054,459",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UNIBAIL-RODAMCO-WESTFIELD,n/a,URW AU,"175,121",n/a,n/a,"$1,054,223",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AUSTAL LTD.,n/a,ASB AU,"339,964",n/a,n/a,"$1,053,890",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KELSIAN GROUP LTD.,n/a,KLS AU,"286,952",n/a,n/a,"$1,050,242",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EVEREST GROUP LTD.,n/a,EG US,"1,793",n/a,n/a,"$1,049,628",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ANTA SPORTS PRODUCTS LTD.,n/a,2020 HK,"64,836",n/a,n/a,"$1,049,471",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SKANDINAVISKA ENSKILDA BANKEN AB,n/a,SEBA SS,"47,298",n/a,n/a,"$1,047,087",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WILLIAMS-SONOMA, INC.",n/a,WSM US,"3,488",n/a,n/a,"$1,043,293",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MBK PCL,n/a,MBKF TB,"1,068,335",n/a,n/a,"$1,037,468",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DOVER CORP.,n/a,DOV US,"3,420",n/a,n/a,"$1,036,170",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KAO CORP.,n/a,4452 JP,"15,727",n/a,n/a,"$1,032,497",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUMITOMO FORESTRY CO. LTD.,n/a,1911 JP,"18,925",n/a,n/a,"$1,029,664",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PRYSMIAN SPA,n/a,PRY IM,"9,981",n/a,n/a,"$1,029,348",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HUBBELL, INC.",n/a,HUBB US,"1,521",n/a,n/a,"$1,029,167",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DNB BANK ASA,n/a,DNB NO,"31,832",n/a,n/a,"$1,027,138",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CIA ENERGETICA DE MINAS GERAIS,n/a,CMIG4 BZ,"353,029",n/a,n/a,"$1,025,396",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALCOA CORP.,n/a,AA US,"16,787",n/a,n/a,"$1,024,332",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NASDAQ, INC.",n/a,NDAQ US,"8,202",n/a,n/a,"$1,024,180",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DARDEN RESTAURANTS, INC.",n/a,DRI US,"3,396",n/a,n/a,"$1,024,030",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TENET HEALTHCARE CORP.,n/a,THC US,"5,021",n/a,n/a,"$1,023,780",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MERCK KGAA,n/a,MRK GR,"4,369",n/a,n/a,"$1,022,172",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BT GROUP PLC,n/a,BTA LN,"350,703",n/a,n/a,"$1,021,881",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GOLD FIELDS LTD.,n/a,GFI SJ,"48,280",n/a,n/a,"$1,021,117",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CARREFOUR SA,n/a,CA FP,"44,432",n/a,n/a,"$1,020,279",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WEST PHARMACEUTICAL SERVICES, INC.",n/a,WST US,"1,924",n/a,n/a,"$1,018,118",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NEW JERSEY RESOURCES CORP.,n/a,NJR US,"13,513",n/a,n/a,"$1,018,115",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WATERS CORP.,n/a,WAT US,"1,700",n/a,n/a,"$1,017,849",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KINGFISHER PLC,n/a,KGF LN,"202,275",n/a,n/a,"$1,017,572",0.00%,,,,,
