Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Equity,Listed,,Lululemon Athletica Inc,Name,,,B23FN39,5177,United States,,,3197519.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Lumen Technologies Inc,Name,,,BMDH249,1407966,United States,,,12075099.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Lundin Mining Corp,Name,,,2866857,449023,Canada,,,6237675.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Lvmh Moet Hennessy Louis Vuitton Se,Name,,,4061412,44081,France,,,46851379.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Lynas Rare Earths Ltd,Name,,,6121176,52395203,Australia,,,336901153.0,0.14,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Lyondellbasell Industries Nv,Name,,,B3SPXZ3,890128,United States,,,106775159.0,0.04,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,M&G Plc,Name,,,BKFB1C6,7602496,United Kingdom,,,30425621.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,M&T Bank Corp,Name,,,2340168,33493,United States,,,10170366.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,M3 Inc,Name,,,B02K2M3,70808,Japan,,,1016571.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,MA Financial Group Ltd,Name,,,BMYZBN4,4480657,Australia,,,27421622.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Maas Group Holdings Ltd,Name,,,BLD4919,5770324,Australia,,,27639853.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mabuchi Motor Co Ltd,Name,,,6551030,1575,Japan,,,36361.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Macnica Holdings Inc,Name,,,BVVQ8X2,18506,Japan,,,350981.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Macquarie Group Ltd,Name,,,B28YTC2,9488774,Australia,,,2103186856.0,0.88,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Macquarie Telecom Group Ltd,Name,,,6175054,430491,Australia,,,38016703.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Macrotech Developers Ltd,Name,,,BM9G370,861546,India,,,22582212.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Maeil Dairies Co Ltd,Name,,,BYQJ9K1,23231,South Korea,,,885662.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Magellan Financial Group Ltd,Name,,,BQ3SBX2,35038,Australia,,,3679.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Magna International Inc,Name,,,CA5592224011,51949,Canada,,,3505011.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Magnetica Ltd,Name,,,AU00530998S1,478150,Australia,,,0.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Magnit Pao,Name,,,B1393X4,41146,Russia,,,0.0,,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mahanagar Gas Ltd,Name,,,BD04046,204679,India,,,4959457.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Maharashtra Seamless Ltd,Name,,,B12G541,147062,India,,,1944676.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mainfreight Ltd,Name,,,6603038,11115,New Zealand,,,739253.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,MakeMyTrip Ltd,Name,,,B552PC2,153593,India,,,27853424.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Makita Corp,Name,,,6555805,13059,Japan,,,649961.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Manappuram Finance Ltd,Name,,,6570400,2883749,India,,,10252132.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Manhattan Associates Inc,Name,,,2239471,177371,United States,,,77417077.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Manulife Financial Corp,Name,,,2492519,3351845,Canada,,,166225566.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Manulife Financial Corp,Name,,,2492520,1403,Canada,,,69590.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mapfre Sa,Name,,,B1G40S0,26489,Spain,,,108361.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marathon Petroleum Corp,Name,,,B3K3L40,698691,United States,,,157421280.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Markel Corp,Name,,,2566436,2608,United States,,,7270906.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marks And Spencer Group Plc,Name,,,3127489,754196,United Kingdom,,,5728509.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marriott International Inc,Name,,,2210614,14491,United States,,,6528467.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marsh & Mclennan Companies Inc,Name,,,2567741,1278272,United States,,,438532977.0,0.18,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Martin Marietta Materials Inc,Name,,,2572079,10771,United States,,,8985045.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marubeni Corp,Name,,,6569464,367884,Japan,,,9045342.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marui Group Co Ltd,Name,,,6569527,54205,Japan,,,1400721.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Maruwa Co Ltd,Name,,,6570660,3150,Japan,,,1565156.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Marvell Technology Inc,Name,,,BNKJSM5,377928,Bermuda,,,67418534.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Masco Corp,Name,,,2570200,18564,United States,,,2175812.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mastercard Inc,Name,,,B121557,358100,United States,,,304553845.0,0.13,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Match Group Inc,Name,,,BK80XH9,473235,United States,,,25001238.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Matrix It Ltd,Name,,,6747754,12350,Israel,,,468045.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Matsukiyococokara & Co,Name,,,B249GC0,71075,Japan,,,1683633.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Max Healthcare Institute Ltd,Name,,,BMB2291,34772,India,,,740053.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mazda Motor Corp,Name,,,6900308,306461,Japan,,,3412446.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mccormick & Company Inc,Name,,,2550149,700,United States,,,85642.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mccormick & Company Inc,Name,,,2550161,44596,United States,,,5491349.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,McDonald's Corp,Name,,,2550707,17377,United States,,,8136042.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mcdonald's Holdings Company Japan Ltd,Name,,,6371863,23165,Japan,,,1473619.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mckesson Corp,Name,,,2378534,7898,United States,,,7269664.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mebuki Financial Group Inc,Name,,,BH0VTS2,181055,Japan,,,1195115.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Medco Energi Internasional Tbk PT,Name,,,6254511,37720058,Indonesia,,,4163688.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mediatek Inc,Name,,,6372480,595859,Taiwan,,,41537055.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Medibank Private Ltd,Name,,,BRTNNQ5,12187708,Australia,,,46191415.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Medicover Ab,Name,,,BYQMFK2,16751,Sweden,,,470125.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mediobanca Banca Di Credito Finanziario Spa,Name,,,4574813,118943,Italy,,,2799905.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Medipal Holdings Corp,Name,,,6782090,31893,Japan,,,780233.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Medtronic Plc,Name,,,BTN1Y11,124498,United States,,,16062162.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,MEG Energy Corp,Name,,,B4XF9J1,119543,Canada,,,3168269.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Megaport Ltd,Name,,,BZ5ZWZ3,10103519,Australia,,,74462937.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Meiji Holdings Co Ltd,Name,,,B60DQV3,28349,Japan,,,932587.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Meituan,Name,,,BGJW376,5381640,China,,,169745351.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Melisron Ltd,Name,,,6565310,1548,Israel,,,222330.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Melrose Industries Plc,Name,,,BNGDN82,121869,United Kingdom,,,1365191.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Menora Mivtachim Holdings Ltd,Name,,,6577876,2385,Israel,,,157400.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mercadolibre Inc,Name,,,B23X1H3,59787,United States,,,164198910.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mercari Inc,Name,,,BG0GM14,18965,Japan,,,349461.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mercedes Benz Group Ag,Name,,,5529027,1814508,Germany,,,163265891.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Merck & Co Inc,Name,,,2778844,3952021,United States,,,634978662.0,0.27,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Merck Kgaa,Name,,,4741844,3048,Germany,,,713207.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mercury Nz Ltd,Name,,,B8W6K56,48479,New Zealand,,,256620.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Meridian Energy Ltd,Name,,,BWFD052,70337,New Zealand,,,376147.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Meta Platforms Inc,Name,,,B7TL820,1844282,United States,,,1744077054.0,0.73,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Metcash Ltd,Name,,,B0744W4,1573274,Australia,,,4877150.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Metlife Inc,Name,,,2573209,1334500,United States,,,176482007.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Metro Inc,Name,,,2583952,42758,Canada,,,4328753.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Metso Oyj,Name,,,B1FN8X9,44441,Finland,,,667439.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mettler-Toledo International Inc,Name,,,2126249,48260,United States,,,95380451.0,0.04,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,MGM China Holdings Ltd,Name,,,B4P8HQ1,73761,"Macao, SAR China",,,152443.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Microchip Technology Inc,Name,,,2592174,72549,United States,,,6720009.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Micron Technology Inc,Name,,,2588184,394975,United States,,,53688316.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Microsoft Corp,Name,,,2588173,5822012,United States,,,3963463150.0,1.66,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Micro-Star International Co Ltd,Name,,,6133450,448863,Taiwan,,,4057753.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Migdal Insurance And Financial Holdings Ltd,Name,,,6509062,254623,Israel,,,773925.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Minebea Mitsumi Inc,Name,,,6642406,99288,Japan,,,2621848.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mineral Resources Ltd,Name,,,B17ZL56,3563178,Australia,,,122038843.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Minerva Sa,Name,,,B23GH52,874889,Brazil,,,1164227.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Property,Listed,,Mirvac Group,Name,,,6161978,8283039,Australia,,,15530697.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Misumi Group Inc,Name,,,6595179,24609,Japan,,,620873.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Chemical Group Corp,Name,,,B0JQTJ0,566854,Japan,,,4658652.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Corp,Name,,,6596785,126981,Japan,,,3398145.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Electric Corp,Name,,,6597045,74942,Japan,,,2069444.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Estate Co Ltd,Name,,,6596729,100272,Japan,,,2267591.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Gas Chemical Co Inc,Name,,,6596923,43443,Japan,,,1263245.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Hc Capital Inc,Name,,,6268976,475683,Japan,,,5093869.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Heavy Industries Ltd,Name,,,6597067,78157,Japan,,,1785547.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Logistics Corp,Name,,,6596848,38980,Japan,,,463890.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Materials Corp,Name,,,6597089,3872,Japan,,,95714.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Motors Corp,Name,,,6598446,576304,Japan,,,3154384.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsubishi Ufj Financial Group Inc,Name,,,6335171,351938,Japan,,,6676663.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsui & Co Ltd,Name,,,6597302,50333,Japan,,,1712673.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsui Chemicals Inc,Name,,,6597368,74876,Japan,,,2670146.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsui Fudosan Co Ltd,Name,,,6597603,104341,Japan,,,1361823.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mitsui O.S.K. Lines Ltd,Name,,,6597584,32746,Japan,,,1853593.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Miura Co Ltd,Name,,,6597777,11878,Japan,,,485827.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mivne Real Estate Kd Ltd,Name,,,6416980,49045,Israel,,,236749.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mizrahi Tefahot Bank Ltd,Name,,,6916703,23619,Israel,,,1650014.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mizuho Financial Group Inc,Name,,,6591014,89064,Japan,,,3544960.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mobil'nye Telesistemy Pao,Name,,,RU0007775219,746924,Russia,,,0.0,,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Moderna Inc,Name,,,BGSXTS3,574715,United States,,,38595928.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mol Magyar Olajes Gazipari Nyrt,Name,,,BD5ZXH8,345769,Hungary,,,3837740.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Molina Healthcare Inc,Name,,,2212706,5078,United States,,,2387032.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Molson Coors Beverage Co,Name,,,B067BM3,284306,United States,,,26320595.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Moncler Spa,Name,,,BGLP232,767750,Italy,,,65459645.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mondelez International Inc,Name,,,B8CKK03,203433,United States,,,19625421.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mondi Plc,Name,,,BMWC6P4,51488,United Kingdom,,,1241451.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mongodb Inc,Name,,,BF2FJ99,2234,United States,,,840196.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Monolithic Power Systems Inc,Name,,,B01Z7J1,5965,United States,,,5700690.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Monotaro Co Ltd,Name,,,B1GHR88,67198,Japan,,,1845255.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Monster Beverage Corp,Name,,,BZ07BW4,95990,United States,,,8148683.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Moody's Corp,Name,,,2252058,44729,United States,,,34197337.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Morgan Stanley,Name,,,2262314,2833993,United States,,,575449636.0,0.24,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Morningstar Inc,Name,,,B081VR8,1025,United States,,,557524.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mosaic Co,Name,,,B3NPHP6,1562408,United States,,,62026954.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Motor Oil Hellas Corinth Refineries Sa,Name,,,5996234,70821,Greece,,,2444712.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Motorola Solutions Inc,Name,,,B5BKPQ4,747215,United States,,,557837477.0,0.23,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Motus Holdings Ltd,Name,,,BDRN3H0,317223,South Africa,,,3299201.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mowi Asa,Name,,,B02L486,20982,Norway,,,581093.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Ms&Ad Insurance Group Holdings Inc,Name,,,B2Q4CS1,119894,Japan,,,4249636.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,MSCI Inc,Name,,,B2972D2,168775,United States,,,163557765.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mtn Group Ltd,Name,,,6563206,850609,South Africa,,,6697346.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mtr Corp Ltd,Name,,,6290054,39545,Hong Kong,,,222820.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mtu Aero Engines Ag,Name,,,B09DHL9,1513,Germany,,,814590.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Muenchener Rueckversicherungs Gesellschaft In Muenchen Ag,Name,,,5294121,14500,Germany,,,11812556.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Munters Group Ab,Name,,,BZ04921,37262,Sweden,,,1013101.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Murata Manufacturing Co Ltd,Name,,,6610403,60833,Japan,,,1600128.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Murray Cod Australia Ltd,Name,,,BZ1LFP6,62812336,Australia,,,8793727.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mycronic Ab (Publ),Name,,,5262849,18777,Sweden,,,1096266.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Mytilineos Sa,Name,,,5898664,96342,Greece,,,5400970.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nagoya Railroad Co Ltd,Name,,,6619864,5250,Japan,,,94551.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nasdaq Inc,Name,,,2965107,55620,United States,,,6945016.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Natera Inc,Name,,,BYQRG48,6561,United States,,,1677475.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Aluminium Co Ltd,Name,,,6139447,1813893,India,,,7244244.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Australia Bank Ltd,Name,,,6624608,93778056,Australia,,,3479165882.0,1.46,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Bank of Canada,Name,,,2077303,44227,Canada,,,6508497.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Bank of Greece SA,Name,,,BG087C6,817119,Greece,,,10468106.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Grid PLC,Name,,,BDR05C0,84494,United Kingdom,,,1623664.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,National Grid PLC,Name,,,BZ8FYV0,6259,United Kingdom,,,600692.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Naturgy Energy Group Sa,Name,,,5650422,10914,Spain,,,426777.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NatWest Group PLC,Name,,,BM8PJY7,35903712,United Kingdom,,,292025386.0,0.12,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NatWest Group PLC,Name,,,BP0WTS1,4229,United States,,,69461.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nebius Group NV,Name,,,XAE97E4,1447634,United States,,,49100064.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NEC Corp,Name,,,6640400,11812,Japan,,,1665507.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nedbank Group Ltd,Name,,,6628008,263609,South Africa,,,6356151.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nemetschek Se,Name,,,5633962,25837,Germany,,,4044496.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Neste Oyj,Name,,,B06YV46,13061,Finland,,,264858.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nestle Sa,Name,,,7123870,1413099,Switzerland,,,188579474.0,0.08,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netapp Inc,Name,,,2630643,504821,United States,,,94645355.0,0.04,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netcare Ltd,Name,,,6636421,1598782,South Africa,,,2041693.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netdragon Websoft Holdings Ltd,Name,,,B28SXZ5,1015848,Hong Kong,,,2158626.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netease Inc,Name,,,2606440,251781,China,,,36277734.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netease Inc,Name,,,KYG6427A1022,357712,China,,,10293613.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Netflix Inc,Name,,,2857817,777128,United States,,,1118742719.0,0.47,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,New China Life Insurance Company Ltd,Name,,,B5730Z1,797388,China,,,3912727.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Newmont Corp,Name,,,BRDVMB3,277120,United States,,,16499700.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Newmont Corporation,Name,,,2636607,925526,United States,,,55637671.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Newmont Corporation,Name,,,BJYKTV2,4811,United States,,,289149.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,News Corp,Name,,,BBGVT40,59059,United States,,,2626963.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,News Corp,Name,,,BBGVT51,29580,United States,,,1453783.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nexi SpA,Name,,,BJ1F880,18275,Italy,,,163821.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nexon Co Ltd,Name,,,B63QM77,24346,Japan,,,594609.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Next Plc,Name,,,3208986,387767,United Kingdom,,,74499003.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NEXTDC Ltd,Name,,,B5LMKP4,25786814,Australia,,,388607292.0,0.16,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nexted Group Ltd,Name,,,BNSMR29,9090010,Australia,,,1272601.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nextera Energy Inc,Name,,,2328915,48832,United States,,,5654101.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Ngk Insulators Ltd,Name,,,6619507,102438,Japan,,,2119174.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nh Foods Ltd,Name,,,6640767,19621,Japan,,,1027188.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nhk Spring Co Ltd,Name,,,6619648,41802,Japan,,,859190.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nib Holdings Ltd,Name,,,B28ZM60,699149,Australia,,,3831337.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nibe Industrier AB,Name,,,BN7BZM3,41521,Sweden,,,262438.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nice Ltd,Name,,,2639736,653,Israel,,,179112.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nice Ltd,Name,,,6647133,303,Israel,,,83302.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nichias Corp,Name,,,6641146,27102,Japan,,,1559166.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nichirei Corp,Name,,,6640864,76057,Japan,,,3256287.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NIDEC CORP,Name,,,6640682,65033,Japan,,,1908094.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nido Education Ltd,Name,,,BRJ98J1,15128134,Australia,,,11573023.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nifco Inc,Name,,,6639163,3347,Japan,,,131697.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,NIKE Inc,Name,,,2640147,88014,United States,,,10756705.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Nikon Corp,Name,,,6642321,53811,Japan,,,906662.0,0.0,,,,,,,nan,nan
