Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Fixed Income,All Assets,,Landwirtschaftliche Rentenbank,Name of Issuer/Counterparty,,Semi Government,,,,,,39186781.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,NBN Co Ltd,Name of Issuer/Counterparty,,Semi Government,,,,,,162387764.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,New South Wales Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,2010218634.0,0.84,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,New Zealand Local Government Funding Agency Bond,Name of Issuer/Counterparty,,Semi Government,,,,,,61086024.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Northern Territory Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,141587157.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,NRW Bank,Name of Issuer/Counterparty,,Semi Government,,,,,,6467110.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Oesterreichische Kontrollbank AG,Name of Issuer/Counterparty,,Semi Government,,,,,,7151346.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Province of Alberta Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,79654205.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Province of British Columbia Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,54132668.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Province of Manitoba Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,24670393.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Province of Ontario Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,61976278.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Province of Quebec Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,150226272.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Queensland Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,1112819446.0,0.47,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Republic of Korea,Name of Issuer/Counterparty,,Semi Government,,,,,,9287216.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,South Australian Government Financing Authority,Name of Issuer/Counterparty,,Semi Government,,,,,,348917582.0,0.15,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Tasmanian Public Finance Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,152208170.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Treasury Corp of Victoria,Name of Issuer/Counterparty,,Semi Government,,,,,,2424117083.0,1.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Western Australian Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,185257537.0,0.08,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,African Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,27637975.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Asian Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,121659565.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Asian Infrastructure Investment Bank/The,Name of Issuer/Counterparty,,Supranational,,,,,,14793171.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Council Of Europe Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,8517250.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Eurofima Europaeische Gesellschaft fuer die Finanzierung von Eisenbahnmaterial,Name of Issuer/Counterparty,,Supranational,,,,,,37564490.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,European Investment Bank,Name of Issuer/Counterparty,,Supranational,,,,,,205759507.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,European Union,Name of Issuer/Counterparty,,Supranational,,,,,,44197175.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Inter-American Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,162999550.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Inter-American Investment Corp,Name of Issuer/Counterparty,,Supranational,,,,,,34149453.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,International Bank for Reconstruction & Development,Name of Issuer/Counterparty,,Supranational,,,,,,220026069.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,International Finance Corp,Name of Issuer/Counterparty,,Supranational,,,,,,203191741.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AustralianSuper,Name of Fund Manager,,Mixed,,,,,,159545.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Bentham Asset Management Pty Ltd,Name of Fund Manager,,Mixed,,,,,,119942.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,IFM Investors,Name of Fund Manager,,Mixed,,,,,,191007.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,State Street Global Advisors,Name of Fund Manager,,Mixed,,,,,,3044765882.0,1.28,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Fixed Income Private Debt,Name of Issuer/Counterparty,,Asset Backed,,,,,,5475477496.0,2.29,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Ardea,Name of Fund Manager,,,,,,,,3905970088.0,1.64,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Barings,Name of Fund Manager,,,,,,,,6252505.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Bentham Asset Management Pty Ltd,Name of Fund Manager,,,,,,,,119942.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Churchill,Name of Fund Manager,,,,,,,,-8540165.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Churchill Asset Management,Name of Fund Manager,,,,,,,,920886668.0,0.39,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,IFM Investors,Name of Fund Manager,,,,,,,,4255377695.0,1.78,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,"Marathon Asset Management, LP",Name of Fund Manager,,,,,,,,303852.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Maxcap,Name of Fund Manager,,,,,,,,367554480.0,0.15,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Morgan Stanley Investment Management (Australia),Name of Fund Manager,,,,,,,,3273685919.0,1.37,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,"Putnam Advisory Company, LLC",Name of Fund Manager,,,,,,,,19.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,Sanders Capital LLC,Name of Fund Manager,,,,,,,,67187640.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,State Street Global Advisors,Name of Fund Manager,,,,,,,,5702945453.0,2.39,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,African Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,27637975.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Agence Centrale des Organismes de Securite Sociale,Name of Issuer/Counterparty,,Semi Government,,,,,,7217691.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Asian Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,121659565.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Asian Infrastructure Investment Bank/The,Name of Issuer/Counterparty,,Supranational,,,,,,14793171.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Auckland Council,Name of Issuer/Counterparty,,Semi Government,,,,,,15169936.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Australia & New Zealand Banking Group Ltd,Name of Issuer/Counterparty,,Corporate,,,,,,377983525.0,0.16,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Australian Capital Territory,Name of Issuer/Counterparty,,Semi Government,,,,,,117827700.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Bank of Nova Scotia/Australia,Name of Issuer/Counterparty,,Corporate,,,,,,66023776.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Bendigo & Adelaide Bank Ltd,Name of Issuer/Counterparty,,Corporate,,,,,,59472000.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,BNG Bank NV,Name of Issuer/Counterparty,,Semi Government,,,,,,9931140.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Canada,Name of Issuer/Counterparty,,Government,,,,,,85735074.0,0.04,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Canadian Imperial Bank of Commerce/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,55044501.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Commonwealth Bank of Australia,Name of Issuer/Counterparty,,Corporate,,,,,,320641088.0,0.13,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Commonwealth of Australia,Name of Issuer/Counterparty,,Government,,,,,,3644948466.0,1.53,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Cooperatieve Rabobank UA/Australia,Name of Issuer/Counterparty,,Corporate,,,,,,154507077.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Council Of Europe Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,8517250.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,DEXUS Finance Pty Ltd,Name of Issuer/Counterparty,,Corporate,,,,,,35658311.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Eurofima Europaeische Gesellschaft fuer die Finanzierung von Eisenbahnmaterial,Name of Issuer/Counterparty,,Supranational,,,,,,37564490.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,European Investment Bank,Name of Issuer/Counterparty,,Supranational,,,,,,200100577.0,0.08,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,European Union,Name of Issuer/Counterparty,,Supranational,,,,,,44197175.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Export Development Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,63799002.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Federal Republic of Germany,Name of Issuer/Counterparty,,Government,,,,,,277559175.0,0.12,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,French Republic,Name of Issuer/Counterparty,,Government,,,,,,372102757.0,0.16,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,ING Bank Australia Ltd,Name of Issuer/Counterparty,,Corporate,,,,,,35263434.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,ING Bank NV/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,77472878.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Inter-American Development Bank,Name of Issuer/Counterparty,,Supranational,,,,,,162999550.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Inter-American Investment Corp,Name of Issuer/Counterparty,,Supranational,,,,,,34149453.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,International Bank for Reconstruction & Development,Name of Issuer/Counterparty,,Supranational,,,,,,220026069.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,International Finance Corp,Name of Issuer/Counterparty,,Supranational,,,,,,203191741.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Japan,Name of Issuer/Counterparty,,Government,,,,,,387414019.0,0.16,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Korea Development Bank/London,Name of Issuer/Counterparty,,Corporate,,,,,,7558546.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Kreditanstalt fuer Wiederaufbau,Name of Issuer/Counterparty,,Semi Government,,,,,,185904426.0,0.08,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Landeskreditbank Baden-Wuerttemberg Foerderbank,Name of Issuer/Counterparty,,Semi Government,,,,,,14070987.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Landwirtschaftliche Rentenbank,Name of Issuer/Counterparty,,Semi Government,,,,,,39186781.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Mizuho Bank Ltd/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,8637689.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,MUFG Bank Ltd/London,Name of Issuer/Counterparty,,Corporate,,,,,,10165058.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,MUFG Bank Ltd/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,121882100.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,National Australia Bank Ltd,Name of Issuer/Counterparty,,Corporate,,,,,,326766559.0,0.14,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,National Australia Bank Ltd/London,Name of Issuer/Counterparty,,Corporate,,,,,,1317283.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,NBN Co Ltd,Name of Issuer/Counterparty,,Semi Government,,,,,,68086081.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,New South Wales Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,1688098555.0,0.71,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,New Zealand Local Government Funding Agency Bond,Name of Issuer/Counterparty,,Semi Government,,,,,,61086024.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Northern Territory Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,82681142.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,NRW Bank,Name of Issuer/Counterparty,,Semi Government,,,,,,6467110.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Oesterreichische Kontrollbank AG,Name of Issuer/Counterparty,,Semi Government,,,,,,7151346.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Oversea-Chinese Banking Corp Ltd/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,187565914.0,0.08,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Province of Alberta Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,79654205.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Province of British Columbia Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,54132668.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Province of Manitoba Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,24670393.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Province of Ontario Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,61976278.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Province of Quebec Canada,Name of Issuer/Counterparty,,Semi Government,,,,,,150226272.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Queensland Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,1112819446.0,0.47,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Republic of Italy,Name of Issuer/Counterparty,,Government,,,,,,339650744.0,0.14,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Republic of Korea,Name of Issuer/Counterparty,,Semi Government,,,,,,9287216.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Royal Bank of Canada/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,55040580.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,South Australian Government Financing Authority,Name of Issuer/Counterparty,,Semi Government,,,,,,219600212.0,0.09,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Standard Chartered Bank/Australia,Name of Issuer/Counterparty,,Corporate,,,,,,110520420.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Sumitomo Mitsui Banking Corp/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,176929627.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Tasmanian Public Finance Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,138189852.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Treasury Corp of Victoria,Name of Issuer/Counterparty,,Semi Government,,,,,,1964090058.0,0.82,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,United Kingdom of Great Britain and Northern Ireland,Name of Issuer/Counterparty,,Government,,,,,,422137512.0,0.18,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,United Overseas Bank Ltd/Sydney,Name of Issuer/Counterparty,,Corporate,,,,,,155373564.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,United States of America,Name of Issuer/Counterparty,,Government,,,,,,2227649237.0,0.93,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Western Australian Treasury Corp,Name of Issuer/Counterparty,,Semi Government,,,,,,165156686.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Westpac Banking Corp,Name of Issuer/Counterparty,,Corporate,,,,,,408113122.0,0.17,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,Fixed Income Private Debt,Name of Issuer/Counterparty,,,,,,,,3336477025.0,1.4,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Externally Managed,,,Total,,,,,,,,18491744095.0,7.75,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,Internally Managed,,,Total,,,,,,,,21266929289.0,8.91,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,29Metals Ltd,Name,,,BNNVRL0,156591786,Australia,,,38364987.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,3I Group Plc,Name,,,B1YW440,1579000,United Kingdom,,,113832657.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,3M Co,Name,,,2595708,409238,United States,,,85324259.0,0.04,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,3Sbio Inc,Name,,,BY9D3L9,3498048,China,,,4422085.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,A2 Milk Company Ltd,Name,,,6287250,37914,New Zealand,,,216135.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,A2 Milk Company Ltd,Name,,,BWSRTS7,1396132,New Zealand,,,8069642.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aak Ab (Publ),Name,,,BF2FPV3,14912,Sweden,,,687941.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Abb Ltd,Name,,,7108899,569832,Switzerland,,,49833263.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Abbott Laboratories,Name,,,2002305,96132,United States,,,17561998.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,AbbVie Inc,Name,,,B92SR70,170844,United States,,,49033208.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Abc-Mart Inc,Name,,,6292102,15093,Japan,,,494965.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,ABIOMED Inc,Name,,,BQBG6P5,556,United States,,,31421.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,ABN AMRO Bank NV,Name,,,BYQP136,110048,Netherlands,,,2740498.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Absa Group Ltd,Name,,,BFX05H3,274174,South Africa,,,4452873.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Abu Dhabi Commercial Bank Pjsc,Name,,,6545464,1265545,UAE,,,5798591.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Abu Dhabi Islamic Bank Pjsc,Name,,,6001728,1047085,UAE,,,6363077.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Accenture Plc,Name,,,B4BNMY3,34686,United States,,,19707873.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Accor Sa,Name,,,5852842,29086,France,,,2288277.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Acom Co Ltd,Name,,,6049784,175017,Japan,,,690316.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,ACS Actividades de Construccion y Servicios SA,Name,,,B01FLQ6,61417,Spain,,,4975602.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adani Enterprises Ltd,Name,,,B01VRK0,1536335,India,,,73288380.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adani Green Energy Ltd,Name,,,BD6H7M6,2177532,India,,,42751428.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adani Ports And Special Economic Zone Ltd,Name,,,B28XXH2,2965817,India,,,68880809.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adani Power Ltd,Name,,,B3WQH49,6437506,India,,,64298851.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adani Transmission Ltd,Name,,,BYPCLL6,2125862,India,,,32332436.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Addtech Ab,Name,,,BLN8T44,36393,Sweden,,,1602317.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adidas Ag,Name,,,4031976,18416,Germany,,,7293364.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Admiral Group Plc,Name,,,B02J639,70737,United Kingdom,,,3783180.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adnoc Gas PLC,Name,,,BPJLW35,12135507,UAE,,,18730196.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adnoc Logistics & Services Plc,Name,,,BRBN103,689528,UAE,,,1646376.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adobe Inc,Name,,,2008154,18081,United States,,,12985620.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Advanced Micro Devices Inc,Name,,,2007849,389704,United States,,,76027327.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Advantest Corp,Name,,,6870490,59652,Japan,,,5638677.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Adyen Nv,Name,,,BZ1HM42,56169,Netherlands,,,134991710.0,0.06,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,AECOM,Name,,,B1VZ431,3364,United States,,,580354.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aegon Ltd,Name,,,BPH0Y27,8673690,Netherlands,,,82976315.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aegon Ltd,Name,,,BSB7ZN3,176268,United States,,,1676845.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aena Sme Sa,Name,,,BVRZ8L1,75965,Spain,,,25079218.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aeon Co Ltd,Name,,,6480048,105063,Japan,,,3989567.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aeon Mall Co Ltd,Name,,,6534202,7284,Japan,,,152338.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aercap Holdings Nv,Name,,,B1HHKD3,49282,Ireland,,,7617322.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aeroports De Paris Sa,Name,,,B164FY1,6379,France,,,1191603.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aes Corp,Name,,,2002479,2919141,United States,,,60678903.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,AET AND D HOLDINGS NO. 1,Name,,,583032S,670683,Australia,,,0.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Affirm Holdings Inc,Name,,,BMF9NM8,27958,United States,,,2749981.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aflac Inc,Name,,,2026361,53714,United States,,,8973870.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,African Rainbow Minerals Ltd,Name,,,6041122,257965,South Africa,,,3320566.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Agc Inc,Name,,,6055208,36224,Japan,,,1721753.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Ageas Sa,Name,,,B86S2N0,79196,Belgium,,,6211994.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Agilent Technologies Inc,Name,,,2520153,32878,United States,,,7133682.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,AGL Energy Ltd,Name,,,BSS7GP5,1204237,Australia,,,13595836.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Agnico Eagle Mines Ltd,Name,,,2009823,12425,Canada,,,1569218.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Agnico Eagle Mines Ltd,Name,,,2009834,50613,Canada,,,6393383.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Agricultural Bank Of China Ltd,Name,,,B60LZR6,15876894,China,,,14624026.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aia Group Ltd,Name,,,B4TX8S1,1455703,Hong Kong,,,17040359.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Aib Group Plc,Name,,,BF0L353,7130339,Ireland,,,63561129.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Air Canada,Name,,,BSDHYK1,3130696,Canada,,,78261987.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Air Products And Chemicals Inc,Name,,,2011602,24820,United States,,,11626911.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Air Water Inc,Name,,,6441465,124356,Japan,,,2449278.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Equity,Listed,,Airbnb Inc,Name,,,BMGYYH4,12111,United States,,,2570422.0,0.0,,,,,,,nan,nan
