Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,Care Super,Balanced,Listed Equity,1,Amcor PLC,,AMC ,Australia,"3,228,288",,,"48,327,480",0.0011
31/12/2024,Care Super,Balanced,Listed Equity,1,Amdocs Ltd,,DOX ,United States of America (the),"52,975",,,"7,284,716",0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,Ameren Corp,,AEE ,United States of America (the),"3,096",,,"445,760",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,America Movil SAB de CV,,AMXB ,Myanmar,"2,768,013",,,"3,214,412",0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,American Electric Power Co Inc,,AEP ,United States of America (the),"77,987",,,"11,617,123",0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,American Express Co,,AXP ,United States of America (the),"126,091",,,"60,442,030",0.0014000000000000002
31/12/2024,Care Super,Balanced,Listed Equity,1,American International Group Inc,,AIG ,United States of America (the),"58,504",,,"6,878,965",0.0002
31/12/2024,Care Super,Balanced,Listed Equity,1,American States Water Co,,AWR ,United States of America (the),416,,,"52,198",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,American Water Works Co Inc,,AWK ,United States of America (the),"2,273",,,"457,067",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,Ameriprise Financial Inc,,AMP ,United States of America (the),"13,272",,,"11,413,386",0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,Amgen Inc,,AMGN ,United States of America (the),"29,401",,,"12,376,647",0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,Amotiv Ltd,,AOV ,Australia,"1,511,113",,,"16,017,800",0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,AMP Ltd,,AMP ,Australia,"16,807,286",,,"26,639,548",0.0006
31/12/2024,Care Super,Balanced,Listed Equity,1,Amphenol Corp,,APH ,United States of America (the),"22,949",,,"2,574,177",0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Amplitude Energy Ltd,,AEL ,Australia,"4,840,618",,,"992,327",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,Ampol Ltd,,ALD ,Australia,"2,593,728",,,"73,117,184",0.0017000000000000001
31/12/2024,Care Super,Balanced,Listed Equity,1,Amundi SA,,AMUN ,FP,"100,872",,,"10,830,753",0.0003
31/12/2024,Care Super,Balanced,Listed Equity,1,ANA Holdings Inc,,9202 ,Japan,"24,788",,,"729,968",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,Analog Devices Inc,,ADI ,United States of America (the),"40,933",,,"14,046,033",0.0003
