Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting,_Listed Country (before),_Listed Country (after)
31/12/2024,Care Super,Balanced,Listed Equity,1,Colgate-Palmolive Co,,CL,US,146862.0,,,21563801.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Colgate-Palmolive India Ltd,,CLGT,IN,19496.0,,,985906.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Collins Foods Ltd,,CKF,AU,871036.0,,,6323718.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Comcast Corp,,CMCSA,US,129239.0,,,7833842.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ComfortDelGro Corp Ltd,,CD,SP,1938350.0,,,3396409.0,0.0001,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Equity,1,Commercial International Bank - Egypt (CIB),,COMI,EY,38498.0,,,96028.0,0.0,EY,Egypt
31/12/2024,Care Super,Balanced,Listed Equity,1,Commonwealth Bank of Australia,,CBA,AU,3578010.0,,,548330014.0,0.0129,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Compal Electronics Inc,,2324,TT,369950.0,,,686189.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Compass Group PLC,,CPG,LN,421781.0,,,22711297.0,0.0005,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Computershare Ltd,,CPU,AU,701882.0,,,23828905.0,0.0006,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Conagra Brands Inc,,CAG,US,31478.0,,,1410814.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ConocoPhillips,,COP,US,41869.0,,,6706145.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Consolidated Edison Inc,,ED,US,97301.0,,,14022759.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Constellation Energy Corp,,CEG,US,3257.0,,,1176841.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Constellation Software Inc/Canada,,CSU,CN,1617.0,,,8073452.0,0.0002,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Contact Energy Ltd,,CEN,AU,434430.0,,,3588390.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Contemporary Amperex Technology Co Ltd,,300750,C2,245339.0,,,14440219.0,0.0003,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Continental AG,,CON,GR,12769.0,,,1384256.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Control Bionics Ltd,,CBL,AU,365768.0,,,0.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Cooper Cos Inc/The,,COO,US,136016.0,,,20195358.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Copa Holdings SA,,CPA,US,8799.0,,,1248895.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Copart Inc,,CPRT,US,125375.0,,,11621197.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Coronado Global Resources Inc,,CRN,AU,172221.0,,,131749.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Corporate Travel Management Ltd,,CTD,AU,19733.0,,,261461.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,COSCO SHIPPING Holdings Co Ltd,,601919,C1,46805.0,,,160526.0,0.0,C1,China
31/12/2024,Care Super,Balanced,Listed Equity,1,COSCO SHIPPING Holdings Co Ltd,,1919,HK,4241.0,,,11288.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Costco Wholesale Corp,,COST,US,21609.0,,,31978303.0,0.0008,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Coterra Energy Inc,,CTRA,US,73032.0,,,3012585.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Coupang Inc,,CPNG,US,720858.0,,,25590656.0,0.0006,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Coway Co Ltd,,021240,KS,4313.0,,,316581.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,CP ALL PCL,,CPALL/F,TB,554455.0,,,1464281.0,0.0,TB,Thailand
31/12/2024,Care Super,Balanced,Listed Equity,1,CPFL Energia SA,,CPFE3,BZ,34939.0,,,288552.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Credicorp Ltd,,BAP,US,16795.0,,,4972713.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Credit Agricole SA,,ACA,FP,76670.0,,,1704128.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Credit Agricole SA,,XCA,TH,43130.0,,,961883.0,0.0,TH,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Credit Corp Group Ltd,,CCP,AU,443409.0,,,7090102.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,CRH PLC,,CRH,LN,38775.0,,,5815085.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,CRH PLC,,CRH,US,31307.0,,,4678300.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Criteo SA,,CRTO,US,53681.0,,,3429872.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Croda International PLC,,CRDA,LN,55718.0,,,3815077.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Crowdstrike Holdings Inc,,CRWD,US,9475.0,,,5236080.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Crown Holdings Inc,,CCK,US,6180.0,,,825343.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,CRRC Corp Ltd,,1766,HK,239443.0,,,249423.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,CSL Ltd,,CSL,AU,1578777.0,,,444552067.0,0.0105,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,CSPC Pharmaceutical Group Ltd,,1093,HK,498838.0,,,495776.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,CSX Corp,,CSX,US,49881.0,,,2599793.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,CTBC Financial Holding Co Ltd,,2891,TT,434512.0,,,836978.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Cummins Inc,,CMI,US,18695.0,,,10525674.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Cummins India Ltd,,KKC,IN,18788.0,,,1160436.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,CVS Health Corp,,CVS,US,265205.0,,,19228080.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,CyberArk Software Ltd,,CYBR,US,13111.0,,,7054553.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dai Nippon Printing Co Ltd,,7912,JP,2072.0,,,47267.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Dai-ichi Life Holdings Inc,,8750,JP,104618.0,,,4553238.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Daiichi Sankyo Co Ltd,,4568,JP,21324.0,,,953710.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Daimler Truck Holding AG,,DTG,GR,384697.0,,,23708867.0,0.0006,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Daiwa Securities Group Inc,,8601,JP,227249.0,,,2447514.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Danaher Corp,,DHR,US,99072.0,,,36730865.0,0.0009,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Danone SA,,BN,FP,36942.0,,,4023412.0,0.0001,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Danske Bank A/S,,DANSKE,DC,18344.0,,,838026.0,0.0,DC,Denmark
31/12/2024,Care Super,Balanced,Listed Equity,1,Daqin Railway Co Ltd,,601006,C1,16397.0,,,24599.0,0.0,C1,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Darden Restaurants Inc,,DRI,US,5241.0,,,1580266.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dassault Aviation SA,,AM,FP,2621.0,,,864497.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Data#3 Ltd,,DTL,AU,867060.0,,,5540514.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Datadog Inc,,DDOG,US,82743.0,,,19095683.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DaVita Inc,,DVA,US,426.0,,,102826.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DB Insurance Co Ltd,,005830,KS,5804.0,,,654639.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,DBS Group Holdings Ltd,,DBS,SP,264511.0,,,13691457.0,0.0003,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Equity,1,De Grey Mining Ltd,,DEG,AU,2960698.0,,,5225632.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Deckers Outdoor Corp,,DECK,US,18966.0,,,6221222.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Deere & Co,,DE,US,4182.0,,,2861601.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dell Technologies Inc,,DELL,US,11142.0,,,2073869.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Delta Air Lines Inc,,DAL,US,52597.0,,,5139543.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Delta Electronics Inc,,2308,TT,104453.0,,,2215276.0,0.0001,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Descartes Systems Group Inc/The,,DSG,CN,2033.0,,,373070.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Deterra Royalties Ltd,,DRR,AU,2898799.0,,,10783532.0,0.0003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Deutsche Boerse AG,,DB1,GR,10277.0,,,3822460.0,0.0001,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Deutsche Lufthansa AG,,LHA,GR,76151.0,,,786574.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Deutsche Post AG,,DHL,GR,19553.0,,,1111212.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Deutsche Telekom AG,,DTE,GR,131865.0,,,6371356.0,0.0002,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Develop Global Ltd,,DVP,AU,563992.0,,,1319742.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Devon Energy Corp,,DVN,US,8884.0,,,469655.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dexco SA,,DXCO3,BZ,733167.0,,,1142394.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Dexcom Inc,,DXCM,US,134804.0,,,16932458.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dexerials Corp,,4980,JP,24018.0,,,610046.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Diageo PLC,,DGE,LN,682964.0,,,35055112.0,0.0008,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Diamondback Energy Inc,,FANG,US,7252.0,,,1918818.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DiaSorin SpA,,DIA,IM,13436.0,,,2237276.0,0.0001,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,Dicker Data Ltd,,DDR,AU,48379.0,,,407348.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Dick's Sporting Goods Inc,,DKS,US,3127.0,,,1155743.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DiDi Global Inc,,DIDIY,US,1005016.0,,,7418110.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Diploma PLC,,DPLM,LN,81706.0,,,7024128.0,0.0002,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Disco Corp,,6146,JP,770.0,,,338050.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Discover Financial Services,,DFS,US,11899.0,,,3329184.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Divi's Laboratories Ltd,,DIVI,IN,70817.0,,,8147890.0,0.0002,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,DKSH Holding AG,,DKSH,SW,21.0,,,2500.0,0.0,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,DNB Bank ASA,,DNB,NO,38817.0,,,1252528.0,0.0,NO,Norway
31/12/2024,Care Super,Balanced,Listed Equity,1,DocuSign Inc,,DOCU,US,1925.0,,,279677.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dollar General Corp,,DG,US,220017.0,,,26942919.0,0.0006,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dollarama Inc,,DOL,CN,20793.0,,,3275719.0,0.0001,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Domain Holdings Australia Ltd,,DHG,AU,38900.0,,,98416.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Dominion Energy Inc,,D,US,9723.0,,,845768.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Domino's Pizza Enterprises Ltd,,DMP,AU,611963.0,,,18016197.0,0.0004,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,DoorDash Inc,,DASH,US,23552.0,,,6381129.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Doosan Bobcat Inc,,241560,KS,4241.0,,,194950.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,Dover Corp,,DOV,US,3012.0,,,912475.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dow Inc,,DOW,US,234472.0,,,15197227.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Downer EDI Ltd,,DOW,AU,12784164.0,,,67116857.0,0.0016,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,DR Horton Inc,,DHI,US,15744.0,,,3555450.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Ing hc F Porsche AG,,P911,GR,11380.0,,,1111895.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Lal PathLabs Ltd,,DLPL,IN,70399.0,,,3984822.0,0.0001,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Dr Reddy's Laboratories Ltd,,RDY,US,1007.0,,,25682.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DroneShield Ltd,,DRO,AU,127606.0,,,97618.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Dropbox Inc,,DBX,US,109713.0,,,5323071.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DSM-Firmenich AG,,DSFIR,NA,78746.0,,,12869556.0,0.0003,NA,Netherlands
31/12/2024,Care Super,Balanced,Listed Equity,1,DSV A/S,,DSV,DC,38819.0,,,13311363.0,0.0003,DC,Denmark
31/12/2024,Care Super,Balanced,Listed Equity,1,Duke Energy Corp,,DUK,US,11739.0,,,2042702.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,DuPont de Nemours Inc,,DD,US,55916.0,,,6886226.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dutch Bros Inc,,BROS,US,31691.0,,,2681046.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Dynatrace Inc,,DT,US,53588.0,,,4704064.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,E Ink Holdings Inc,,8069,TT,41570.0,,,559084.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,E.ON SE,,EOAN,GR,29599.0,,,556652.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,E.Sun Financial Holding Co Ltd,,2884,TT,19632.0,,,26065.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Eagers Automotive Ltd,,APE,AU,338980.0,,,4013521.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,East Japan Railway Co,,9020,JP,13069.0,,,375394.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Eastroc Beverage Group Co Ltd,,605499,C1,25528.0,,,1403799.0,0.0,C1,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Eaton Corp PLC,,ETN,US,21877.0,,,11726444.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,eBay Inc,,EBAY,US,95158.0,,,9521163.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EBOS Group Ltd,,EBO,AU,410519.0,,,13953524.0,0.0003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Ecolab Inc,,ECL,US,23825.0,,,9016647.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Edison International,,EIX,US,124167.0,,,16011396.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EDP SA,,EDP,PL,40216.0,,,207898.0,0.0,PL,Portugal
31/12/2024,Care Super,Balanced,Listed Equity,1,Edwards Lifesciences Corp,,EW,US,167678.0,,,20048831.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Eiffage SA,,FGR,FP,7737.0,,,1096314.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Elders Ltd,,ELD,AU,1453801.0,,,10409217.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Eldorado Gold Corp,,EGO,US,140683.0,,,3378746.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Electronic Arts Inc,,EA,US,152754.0,,,36094462.0,0.0009,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Elevance Health Inc,,ELV,US,8715.0,,,5192570.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,elf Beauty Inc,,ELF,US,90625.0,,,18376702.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Elgi Equipments Ltd,,ELEQ,IN,205914.0,,,2252287.0,0.0001,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Eli Lilly & Co,,LLY,US,40908.0,,,51006654.0,0.0012,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Elia Group SA/NV,,ELI,BB,442.0,,,54995.0,0.0,BB,Belgium
31/12/2024,Care Super,Balanced,Listed Equity,1,Embraer SA,,EMBR3,BZ,235583.0,,,3460750.0,0.0001,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,EMCOR Group Inc,,EME,US,4429.0,,,3246714.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Emera Inc,,EMA,CN,3434.0,,,207229.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Emerald Resources NL,,EMR,AU,717803.0,,,2332861.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Emerson Electric Co,,EMR,US,11914.0,,,2384650.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Empire Co Ltd,,EMP/A,CN,7878.0,,,388312.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Empresas Copec SA,,COPEC,CI,49317.0,,,486870.0,0.0,CI,Chile
31/12/2024,Care Super,Balanced,Listed Equity,1,EMS-Chemie Holding AG,,EMSN,SW,1005.0,,,1094835.0,0.0,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,Enagas SA,,ENG,SM,3012.0,,,59345.0,0.0,SM,Spain
31/12/2024,Care Super,Balanced,Listed Equity,1,Enbridge Inc,,ENB,CN,65304.0,,,4474331.0,0.0001,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Enchem Co Ltd,,348370,KS,226.0,,,33000.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,Endava PLC,,DAVA,US,63890.0,,,3188561.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Endeavour Group Ltd/Australia,,EDV,AU,2581500.0,,,10842299.0,0.0003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Endesa SA,,ELE,SM,61055.0,,,2120848.0,0.0001,SM,Spain
31/12/2024,Care Super,Balanced,Listed Equity,1,Enel Chile SA,,ENELCHIL,CI,2766033.0,,,258294.0,0.0,CI,Chile
31/12/2024,Care Super,Balanced,Listed Equity,1,Enel SpA,,ENEL,IM,1379003.0,,,15881312.0,0.0004,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,ENEOS Holdings Inc,,5020,JP,80445.0,,,683127.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Engie SA,,ENGI,FP,172933.0,,,4428001.0,0.0001,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Eni SpA,,ENI,IM,87603.0,,,1917847.0,0.0,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,Enphase Energy Inc,,ENPH,US,96328.0,,,10685336.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Ensign Group Inc/The,,ENSG,US,53383.0,,,11455266.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Entergy Corp,,ETR,US,4985.0,,,610483.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EOG Resources Inc,,EOG,US,30883.0,,,6114171.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Eoptolink Technology Inc Ltd,,300502,C2,6543.0,,,167345.0,0.0,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,EPAM Systems Inc,,EPAM,US,2528.0,,,954716.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Epiroc AB,,EPIA,SS,5267.0,,,148246.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Equity,1,EQT AB,,EQT,SS,14553.0,,,651174.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Equity,1,EQT Corp,,EQT,US,135787.0,,,10112444.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Equifax Inc,,EFX,US,62566.0,,,25752880.0,0.0006,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Equinor ASA,,EQNR,NO,160426.0,,,6054842.0,0.0001,NO,Norway
31/12/2024,Care Super,Balanced,Listed Equity,1,Equitable Holdings Inc,,EQH,US,102297.0,,,7793513.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Erste Group Bank AG,,EBS,AV,45927.0,,,4582487.0,0.0001,AV,Austria
31/12/2024,Care Super,Balanced,Listed Equity,1,Esperion Therapeutics Inc,,ESPR,US,223335.0,,,793568.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Essential Utilities Inc,,WTRG,US,2912.0,,,170845.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EssilorLuxottica SA,,EL,FP,3367.0,,,1326764.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Essity AB,,ESSITYB,SS,4042.0,,,174723.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Equity,1,Etihad Etisalat Co,,EEC,AB,6383.0,,,146522.0,0.0,AB,Saudi Arabia
31/12/2024,Care Super,Balanced,Listed Equity,1,Etsy Inc,,ETSY,US,2689.0,,,229700.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Eurazeo SE,,RF,FP,1507.0,,,181377.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Eurobank Ergasias Services and Holdings SA,,EUROB,GA,136773.0,,,510104.0,0.0,GA,Greece
31/12/2024,Care Super,Balanced,Listed Equity,1,Euronext NV,,ENX,FP,6005.0,,,1087752.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Eutelsat Communications SACA,,ETL,FP,1582.0,,,6000.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Eva Airways Corp,,2618,TT,329933.0,,,720866.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Evercore Inc,,EVR,US,1266.0,,,566590.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Everest Group Ltd,,EG,US,2341.0,,,1370286.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Evergreen Marine Corp Taiwan Ltd,,2603,TT,43879.0,,,486383.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Evergy Inc,,EVRG,US,11312.0,,,1124538.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Eversource Energy,,ES,US,4110.0,,,381229.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EVN AG,,EVN,AV,442.0,,,16262.0,0.0,AV,Austria
31/12/2024,Care Super,Balanced,Listed Equity,1,Evolution AB,,EVO,SS,21726.0,,,2708268.0,0.0001,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Equity,1,Evolution Mining Ltd,,EVN,AU,6172873.0,,,29691519.0,0.0007000000000000001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Evonik Industries AG,,EVK,GR,178488.0,,,4994126.0,0.0001,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,EVT Ltd,,EVT,AU,23250.0,,,264587.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Exelixis Inc,,EXEL,US,20028.0,,,1077187.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Exelon Corp,,EXC,US,182565.0,,,11098648.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,EXOR NV,,EXO,NA,1574.0,,,233107.0,0.0,NA,Netherlands
31/12/2024,Care Super,Balanced,Listed Equity,1,Chesapeake Energy Corp,,CHK,US,10400.0,,,1672192.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Expedia Group Inc,,EXPE,US,21088.0,,,6346173.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Experian PLC,,EXPN,LN,6718.0,,,468158.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Exxon Mobil Corp,,XOM,US,151993.0,,,26406938.0,0.0006,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,F5 Inc,,FFIV,US,11581.0,,,4703694.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Fabrinet,,FN,US,1505.0,,,534468.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,FactSet Research Systems Inc,,FDS,US,29427.0,,,22826687.0,0.0005,US,United States
