Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting,_Listed Country (before),_Listed Country (after)
31/12/2024,Care Super,Balanced,Listed Equity,1,MicroStrategy Inc,,MSTR,US,3729.0,,,1744385.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Midea Group Co Ltd,,000333,C2,32563.0,,,541982.0,0.0,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Mineral Resources Ltd,,MIN,AU,384578.0,,,13171796.0,0.0003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,MINISO Group Holding Ltd,,9896,HK,5850.0,,,57227.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Minor International PCL,,MINT/F,TB,806287.0,,,993062.0,0.0,TB,Thailand
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsubishi Chemical Group Corp,,4188,JP,28945.0,,,237882.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsubishi Corp,,8058,JP,130698.0,,,3497619.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsubishi Electric Corp,,6503,JP,232637.0,,,6424042.0,0.0002,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsubishi Heavy Industries Ltd,,7011,JP,15319.0,,,349977.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsubishi UFJ Financial Group Inc,,8306,JP,147573.0,,,2799634.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsui & Co Ltd,,8031,JP,78912.0,,,2685125.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsui Mining & Smelting Co Ltd,,5706,JP,20708.0,,,993202.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mitsui OSK Lines Ltd,,9104,JP,19784.0,,,1119888.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mizuho Financial Group Inc,,8411,JP,98613.0,,,3925040.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Moderna Inc,,MRNA,US,121964.0,,,8190674.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Modine Manufacturing Co,,MOD,US,23719.0,,,4441250.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Monadelphous Group Ltd,,MND,AU,375631.0,,,5258836.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Monash IVF Group Ltd,,MVF,AU,8008800.0,,,10171176.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Moncler SpA,,MONC,IM,157346.0,,,13415589.0,0.0003,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,Monday.com Ltd,,MNDY,US,5389.0,,,2049122.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Mondelez International Inc,,MDLZ,US,4450.0,,,429250.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Mondi PLC,,MNDI,LN,68391.0,,,1649017.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Monolithic Power Systems Inc,,MPWR,US,2239.0,,,2139368.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,MonotaRO Co Ltd,,3064,JP,466199.0,,,12801764.0,0.0003,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Monster Beverage Corp,,MNST,US,232147.0,,,19707110.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Moody's Corp,,MCO,US,74543.0,,,56991438.0,0.0013,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Morgan Stanley,,MS,US,56532.0,,,11478970.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Morinaga & Co Ltd/Japan,,2201,JP,69748.0,,,1947168.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Morinaga Milk Industry Co Ltd,,2264,JP,94995.0,,,2857983.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Mosaic Co/The,,MOS,US,3015.0,,,119709.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Motorola Solutions Inc,,MSI,US,31454.0,,,23482464.0,0.0006,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Mowi ASA,,MOWI,NO,34642.0,,,959406.0,0.0,NO,Norway
31/12/2024,Care Super,Balanced,Listed Equity,1,Mr Price Group Ltd,,MRP,SJ,988.0,,,24968.0,0.0,SJ,South Africa
31/12/2024,Care Super,Balanced,Listed Equity,1,MS&AD Insurance Group Holdings Inc,,8725,JP,419133.0,,,14856191.0,0.0004,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,MSCI Inc,,MSCI,US,23778.0,,,23043304.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,MTN Group Ltd,,MTN,SJ,184948.0,,,1456208.0,0.0,SJ,South Africa
31/12/2024,Care Super,Balanced,Listed Equity,1,MTR Corp Ltd,,66,HK,17029.0,,,95954.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,MTU Aero Engines AG,,MTX,GR,579.0,,,311755.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,,MUV2,GR,3446.0,,,2807662.0,0.0001,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Multiply Group PJSC,,MULTIPLY,UH,155438.0,,,141483.0,0.0,UH,United Arab Emirates
31/12/2024,Care Super,Balanced,Listed Equity,1,MyState Ltd,,MYS,AU,26078.0,,,116308.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nanosonics Ltd,,NAN,AU,57069.0,,,171779.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,NARI Technology Co Ltd,,600406,C1,1450398.0,,,8093908.0,0.0002,C1,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Nasdaq Inc,,NDAQ,US,30394.0,,,3795110.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Naspers Ltd,,NPN,SJ,8809.0,,,3146663.0,0.0001,SJ,South Africa
31/12/2024,Care Super,Balanced,Listed Equity,1,National Australia Bank Ltd,,NAB,AU,10114120.0,,,375233837.0,0.0089,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,National Bank of Canada,,NA,CN,7769.0,,,1143321.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,National Bank of Greece SA,,ETE,GA,266992.0,,,3420441.0,0.0001,GA,Greece
31/12/2024,Care Super,Balanced,Listed Equity,1,National Grid PLC,,NG/,LN,195125.0,,,3749596.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Naturgy Energy Group SA,,NTGY,SM,1438.0,,,56244.0,0.0,SM,Spain
31/12/2024,Care Super,Balanced,Listed Equity,1,NatWest Group PLC,,NWG,LN,2930786.0,,,23837752.0,0.0006,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,nCino Inc,,NCNO,US,70352.0,,,3815570.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NEC Corp,,6701,JP,17287.0,,,2437497.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nedbank Group Ltd,,NED,SJ,798.0,,,19230.0,0.0,SJ,South Africa
31/12/2024,Care Super,Balanced,Listed Equity,1,Nestle India Ltd,,NEST,IN,12925.0,,,529135.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Nestle Malaysia Bhd,,NESZ,MK,616.0,,,22240.0,0.0,MK,Malaysia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nestle SA,,NESN,SW,422544.0,,,56388981.0,0.0013,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,NetApp Inc,,NTAP,US,41983.0,,,7871032.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NetEase Inc,,NTES,US,128969.0,,,18582470.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NetEase Inc,,9999,HK,65383.0,,,1881464.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Netflix Inc,,NFLX,US,72751.0,,,104731800.0,0.0025,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Netwealth Group Ltd,,NWL,AU,776120.0,,,22313448.0,0.0005,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Neuren Pharmaceuticals Ltd,,NEU,AU,100277.0,,,1253466.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Neurocrine Biosciences Inc,,NBIX,US,13640.0,,,3007024.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,New Oriental Education & Technology Group Inc,,9901,HK,12086.0,,,123009.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Newell Brands Inc,,NWL,US,563625.0,,,9066793.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Newmont Corp,,NEM,AU,730811.0,,,43512481.0,0.001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,News Corp,,NWS,AU,727441.0,,,36008335.0,0.0008,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,News Corp,,NWSA,US,44.0,,,1946.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NexGen Energy Ltd,,NXG,AU,191799.0,,,2073350.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nexon Co Ltd,,3659,JP,178402.0,,,4357120.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Next PLC,,NXT,LN,22346.0,,,4293207.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,NEXTDC Ltd,,NXT,AU,2272766.0,,,34250580.0,0.0008,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,NextEra Energy Inc,,NEE,US,63236.0,,,7321915.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NGK Insulators Ltd,,5333,JP,25712.0,,,531910.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,nib holdings Ltd/Australia,,NHF,AU,77637.0,,,425451.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nice Ltd,,NICE,IT,5082.0,,,1399458.0,0.0,IT,Israel
31/12/2024,Care Super,Balanced,Listed Equity,1,Nick Scali Ltd,,NCK,AU,1459278.0,,,21903768.0,0.0005,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nickel Industries Ltd,,NIC,AU,401082.0,,,330893.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nien Made Enterprise Co Ltd,,8464,TT,26997.0,,,487437.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,NIKE Inc,,NKE,US,115256.0,,,14086081.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nine Entertainment Co Holdings Ltd,,NEC,AU,234818.0,,,290000.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nintendo Co Ltd,,7974,JP,37149.0,,,3536766.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nippon Steel Corp,,5401,JP,12953.0,,,423572.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nippon Telegraph & Telephone Corp,,9432,JP,716157.0,,,1162860.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nippon Yusen KK,,9101,JP,12163.0,,,659117.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,NiSource Inc,,NI,US,30445.0,,,1807597.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nitto Denko Corp,,6988,JP,228227.0,,,6285836.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,NMDC Ltd,,NMDC,IN,129680.0,,,161269.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,NN Group NV,,NN,NA,13608.0,,,957460.0,0.0,NA,Netherlands
31/12/2024,Care Super,Balanced,Listed Equity,1,NOK Corp,,7240,JP,16320.0,,,415273.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nokia Oyj,,NOK,US,1026046.0,,,7341332.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nokia Oyj,,NOKIA,FH,1555157.0,,,11117667.0,0.0003,FH,Finland
31/12/2024,Care Super,Balanced,Listed Equity,1,Nomura Holdings Inc,,8604,JP,501533.0,,,4800114.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nomura Research Institute Ltd,,4307,JP,15781.0,,,755604.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Nordea Bank Abp,,NDA,FH,289.0,,,5078.0,0.0,FH,Finland
31/12/2024,Care Super,Balanced,Listed Equity,1,Norfolk Southern Corp,,NSC,US,2585.0,,,979700.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Northern Star Resources Ltd,,NST,AU,2228482.0,,,34407760.0,0.0008,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Northern Trust Corp,,NTRS,US,34869.0,,,5772496.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Northland Power Inc,,NPI,CN,64707.0,,,1300744.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Northwest Natural Holding Co,,NWN,US,402.0,,,25709.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Northwestern Energy Group Inc,,NWE,US,749.0,,,64628.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NOV Inc,,NOV,US,596709.0,,,14070831.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nova Ltd,,NVMI,US,31346.0,,,9971090.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Novartis AG,,NOVN,SW,213354.0,,,33727226.0,0.0008,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,Novo Nordisk A/S,,NOVOB,DC,290299.0,,,40639181.0,0.001,DC,Denmark
31/12/2024,Care Super,Balanced,Listed Equity,1,Novonesis (Novozymes) B,,NSISB,DC,5663.0,,,517811.0,0.0,DC,Denmark
31/12/2024,Care Super,Balanced,Listed Equity,1,Novonix Ltd,,NVX,AU,90285.0,,,66359.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,NRG Energy Inc,,NRG,US,36511.0,,,5320302.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NRW Holdings Ltd,,NWH,AU,2680593.0,,,10293475.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,NU Holdings Ltd/Cayman Islands,,NU,US,1059631.0,,,17730401.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nucor Corp,,NUE,US,9545.0,,,1799220.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nufarm Ltd,,NUF,AU,60534.0,,,214291.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nuix Ltd,,NXL,AU,37051.0,,,234165.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Nutanix Inc,,NTNX,US,29632.0,,,2928065.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nutrien Ltd,,NTR,US,65902.0,,,4763179.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Nutrien Ltd,,NTR,CN,1705.0,,,123166.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,NVIDIA Corp,,NVDA,US,1548065.0,,,335766145.0,0.0079,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NVR Inc,,NVR,US,550.0,,,7260769.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,NXP Semiconductors NV,,NXPI,US,7728.0,,,2594359.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Obic Co Ltd,,4684,JP,48533.0,,,2340716.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Occidental Petroleum Corp,,OXY,US,95162.0,,,7594210.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,OFX Group Ltd,,OFX,AU,51731.0,,,73199.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,OGE Energy Corp,,OGE,US,2330.0,,,155249.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Okinawa Electric Power Co Inc/The,,9511,JP,554.0,,,5470.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Okta Inc,,OKTA,US,9702.0,,,1234840.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Old Dominion Freight Line Inc,,ODFL,US,2447.0,,,697234.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Ollie's Bargain Outlet Holdings Inc,,OLLI,US,43347.0,,,7682326.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Olympus Corp,,7733,JP,20708.0,,,504475.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Omni Bridgeway Ltd,,OBL,AU,2098780.0,,,3043231.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,OMV AG,,OMV,AV,8904.0,,,556029.0,0.0,AV,Austria
31/12/2024,Care Super,Balanced,Listed Equity,1,ON Semiconductor Corp,,ON,US,28006.0,,,2851920.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ONE Gas Inc,,OGS,US,681.0,,,76187.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ONEOK Inc,,OKE,US,68345.0,,,11082707.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,oOh!media Ltd,,OML,AU,6613281.0,,,7803672.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,OPAP SA,,OPAP,GA,11137.0,,,292427.0,0.0,GA,Greece
31/12/2024,Care Super,Balanced,Listed Equity,1,Open House Group Co Ltd,,3288,JP,17321.0,,,948584.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Open Lending Corp,,LPRO,US,259037.0,,,2497698.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Open Text Corp,,OTEX,CN,28961.0,,,1323066.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Opthea Ltd,,OPT,AU,169511.0,,,137304.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Ora Banda Mining Ltd,,OBM,AU,3405250.0,,,2213412.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Oracle Corp,,ORCL,US,215926.0,,,58114980.0,0.0014000000000000002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Oracle Corp Japan,,4716,JP,3541.0,,,551520.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Oracle Financial Services Software Ltd,,OFSS,IN,2510.0,,,605502.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,O'Reilly Automotive Inc,,ORLY,US,6355.0,,,12170770.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Orica Ltd,,ORI,AU,3132036.0,,,51929164.0,0.0012,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Orient Overseas International Ltd,,316,HK,19430.0,,,465002.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Origin Energy Ltd,,ORG,AU,9425734.0,,,102740499.0,0.0024,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Orion Corp/Republic of Korea,,271560,KS,370.0,,,41512.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,Orion Oyj,,ORNBV,FH,16219.0,,,1160444.0,0.0,FH,Finland
31/12/2024,Care Super,Balanced,Listed Equity,1,ORIX Corp,,8591,JP,17454.0,,,611307.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Orkla ASA,,ORK,NO,125073.0,,,1749297.0,0.0,NO,Norway
31/12/2024,Care Super,Balanced,Listed Equity,1,ORLEN SA,,PKN,PW,31518.0,,,581684.0,0.0,PW,Poland
31/12/2024,Care Super,Balanced,Listed Equity,1,Orora Ltd,,ORA,AU,4242487.0,,,10436519.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Osaka Gas Co Ltd,,9532,JP,4436.0,,,157719.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Otis Worldwide Corp,,OTIS,US,7623.0,,,1140172.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,OTP Bank Nyrt,,OTP,HB,9409.0,,,829737.0,0.0,HB,Hungary
31/12/2024,Care Super,Balanced,Listed Equity,1,Otsuka Corp,,4768,JP,6842.0,,,253769.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Oversea-Chinese Banking Corp Ltd,,OCBC,SP,401027.0,,,7924217.0,0.0002,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Equity,1,Ovintiv Inc,,OVV,US,98338.0,,,6432528.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Owens Corning,,OC,US,23245.0,,,6394409.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,PACCAR Inc,,PCAR,US,75580.0,,,12697827.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Packaging Corp of America,,PKG,US,4263.0,,,1550044.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Paladin Energy Ltd,,PDN,AU,19160.0,,,144848.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Palantir Technologies Inc,,PLTR,US,61580.0,,,7522134.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Palo Alto Networks Inc,,PANW,US,25220.0,,,7411799.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Pan American Silver Corp,,PAAS,CN,83197.0,,,2716976.0,0.0001,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Panasonic Holdings Corp,,6752,JP,26328.0,,,444540.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Parker-Hannifin Corp,,PH,US,1889.0,,,1940625.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Patanjali Foods Ltd,,PATANJAL,IN,200183.0,,,6729493.0,0.0002,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Patriot Battery Metals Inc,,PMT,AU,384249.0,,,155621.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Paychex Inc,,PAYX,US,17329.0,,,3924590.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Paylocity Holding Corp,,PCTY,US,32293.0,,,10403722.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,PayPal Holdings Inc,,PYPL,US,65234.0,,,8992565.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,PB Fintech Ltd,,POLICYBZ,IN,66700.0,,,2653570.0,0.0001,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,PDD Holdings Inc,,PDD,US,189905.0,,,29748703.0,0.0007000000000000001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Pegasus Hava Tasimaciligi AS,,PGSUS,TI,34966.0,,,340179.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Pegatron Corp,,4938,TT,29948.0,,,135587.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Pembina Pipeline Corp,,PPL,CN,6722.0,,,400935.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Pennon Group PLC,,PNN,LN,2905.0,,,34878.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Pentair PLC,,PNR,US,12431.0,,,2020593.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,People's Insurance Co Group of China Ltd/The,,1339,HK,1126237.0,,,906230.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,PepsiCo Inc,,PEP,US,36030.0,,,8848674.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Perenti Ltd,,PRN,AU,160102.0,,,223343.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Perpetual Ltd,,PPT,AU,17953.0,,,357077.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Perseus Mining Ltd,,PRU,AU,3250564.0,,,8353948.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Persistent Systems Ltd,,PSYS,IN,70571.0,,,8597364.0,0.0002,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Persol Holdings Co Ltd,,2181,JP,114573.0,,,278469.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,PetroChina Co Ltd,,857,HK,4624827.0,,,5875359.0,0.0001,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Petroleo Brasileiro SA,,PBR,US,934789.0,,,19415953.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Petroleo Brasileiro SA,,PETR3,BZ,41760.0,,,430263.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Petroleo Brasileiro SA,,PETR4,BZ,25655.0,,,242730.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Petronas Gas Bhd,,PTG,MK,95278.0,,,608453.0,0.0,MK,Malaysia
31/12/2024,Care Super,Balanced,Listed Equity,1,Petronet LNG Ltd,,PLNG,IN,76828.0,,,501774.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Pfizer Inc,,PFE,US,239537.0,,,10263944.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,PG&E Corp,,PCG,US,24754.0,,,806793.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Phillips 66,,PSX,US,3286.0,,,604578.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Phoenix Group Holdings PLC,,PHNX,LN,108956.0,,,1124009.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,PICC Property & Casualty Co Ltd,,2328,HK,581301.0,,,1481799.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Piedmont Lithium Inc,,PLL,AU,5385163.0,,,780849.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Pilbara Minerals Ltd,,PLS,AU,23507666.0,,,51481788.0,0.0012,AU,Australia
