Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,AUD,,,,,,768690670.0,0.0318
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,USD,,,,,,102509351.0,0.0042
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,USD,,,,,,99918059.0,0.0041
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,AUD,,,,,,94489865.0,0.0039
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,AUD,,,,,,75059150.0,0.0031
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,EUR,,,,,,56438271.0,0.0023
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,JPY,,,,,,29689308.0,0.0012
2024-12-31,ARTsuper,Balanced,Cash,1,NBN CO. LTD.,AUD,,,,,,25937766.0,0.0011
2024-12-31,ARTsuper,Balanced,Cash,1,COMMONWEALTH BANK OF AUSTRALIA,AUD,,,,,,20180086.0,0.0008
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,GBP,,,,,,16810955.0,0.0007
2024-12-31,ARTsuper,Balanced,Cash,1,NATIONAL AUSTRALIA BANK LIMITED,AUD,,,,,,15603077.0,0.0006
2024-12-31,ARTsuper,Balanced,Cash,1,SCENTRE GROUP LTD,AUD,,,,,,10432756.0,0.0004
2024-12-31,ARTsuper,Balanced,Cash,1,BENDIGO & ADELAIDE BANK LTD.,AUD,,,,,,8231046.0,0.0003
2024-12-31,ARTsuper,Balanced,Cash,1,PACCAR FINANCIAL PTY LTD,AUD,,,,,,7245271.0,0.0003
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,EUR,,,,,,7068896.0,0.0003
2024-12-31,ARTsuper,Balanced,Cash,1,GPT RE LTD,AUD,,,,,,5363397.0,0.0002
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,KRW,,,,,,3559054.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,CAD,,,,,,3463834.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,USD,,,,,,2802317.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,GBP,,,,,,2593728.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",USD,,,,,,2577363.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,JPY,,,,,,2550870.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,MORGAN STANLEY,EUR,,,,,,1570621.0,0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",KRW,,,,,,1061295.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,CAD,,,,,,966668.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,IDR,,,,,,894131.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,MIZUHO BANK LTD.,USD,,,,,,594772.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,COP,,,,,,590572.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,HKD,,,,,,576313.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,CNY,,,,,,566189.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,BRL,,,,,,485759.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,MXN,,,,,,465810.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,PLN,,,,,,465000.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,NZD,,,,,,408146.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,PEN,,,,,,338413.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,SGD,,,,,,328881.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,INR,,,,,,286548.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,ZAR,,,,,,273353.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"CITIGROUP, INC.",USD,,,,,,248090.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,NOK,,,,,,226539.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,EUR,,,,,,224652.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,CHF,,,,,,223615.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,SAR,,,,,,222590.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,JPY,,,,,,213111.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,SEK,,,,,,201850.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,RUB,,,,,,186226.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,MYR,,,,,,182157.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,PHP,,,,,,175385.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,KRW,,,,,,141343.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,AED,,,,,,140964.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,ILS,,,,,,140244.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,GBP,,,,,,131215.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,DKK,,,,,,128649.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"CITIGROUP, INC.",JPY,,,,,,100677.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,KWD,,,,,,87577.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,THB,,,,,,67431.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,QAR,,,,,,66021.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,CZK,,,,,,64358.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,TRY,,,,,,59819.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,TWD,,,,,,36338.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,HUF,,,,,,33789.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,CLP,,,,,,20890.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,RON,,,,,,15520.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,JPMORGAN CHASE & CO,CAD,,,,,,11792.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"CITIGROUP, INC.",GBP,,,,,,206.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,MACQUARIE GROUP LTD.,SGD,,,,,,142.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"CITIGROUP, INC.",EUR,,,,,,87.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,MERRILL LYNCH INTERNATIONAL,AUD,,,,,,52.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,EGP,,,,,,14.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,MERRILL LYNCH INTERNATIONAL,GBP,,,,,,-1.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,STATE STREET BANK AND TRUST,LKR,,,,,,-618.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",MXN,,,,,,-42834.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",SEK,,,,,,-50863.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",JPY,,,,,,-73557.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,ROYAL BANK OF CANADA,USD,,,,,,-86242.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",GBP,,,,,,-296996.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",CAD,,,,,,-375802.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,THE BANK OF NEW YORK MELLON,USD,,,,,,-584859.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",EUR,,,,,,-761612.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,MORGAN STANLEY,USD,,,,,,-826622.0,0.0
2024-12-31,ARTsuper,Balanced,Cash,1,HONGKONG & SHANGHAI BANKING CORP. LTD.,AUD,,,,,,-3573798.0,-0.0001
2024-12-31,ARTsuper,Balanced,Cash,1,"CITIGROUP, INC.",AUD,,,,,,-8837488.0,-0.0004
2024-12-31,ARTsuper,Balanced,Cash,1,STANDARD CHARTERED BANK,AUD,,,,,,-10998955.0,-0.0005
2024-12-31,ARTsuper,Balanced,Cash,1,ROYAL BANK OF CANADA,AUD,,,,,,-16886914.0,-0.0007
2024-12-31,ARTsuper,Balanced,Cash,1,BARCLAYS BANK PLC,AUD,,,,,,-34738064.0,-0.0014
2024-12-31,ARTsuper,Balanced,Cash,1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AUD,,,,,,-41211381.0,-0.0017
2024-12-31,ARTsuper,Balanced,Cash,1,BANK OF AMERICA NATIONAL ASSOCIATION,AUD,,,,,,-52479970.0,-0.0022
2024-12-31,ARTsuper,Balanced,Cash,1,WESTPAC BANKING CORPORATION,AUD,,,,,,-52952097.0,-0.0022
2024-12-31,ARTsuper,Balanced,Cash,1,UBS AG,AUD,,,,,,-67219931.0,-0.0028
2024-12-31,ARTsuper,Balanced,Cash,1,BNP PARIBAS,AUD,,,,,,-91766400.0,-0.0038
2024-12-31,ARTsuper,Balanced,Cash,1,"GOLDMAN SACHS GROUP, INC.",AUD,,,,,,-92904684.0,-0.0038
2024-12-31,ARTsuper,Balanced,Cash,1,MORGAN STANLEY,AUD,,,,,,-100224299.0,-0.0041
2024-12-31,ARTsuper,Balanced,Cash,1,Sub Total,,,,,,,797544917.0,0.033
2024-12-31,ARTsuper,Balanced,Fixed Income,0,WESTPAC BANKING CORPORATION,,,,,,,209505893.0,0.0087
2024-12-31,ARTsuper,Balanced,Fixed Income,0,COMMONWEALTH BANK OF AUSTRALIA,,,,,,,143153841.0,0.0059
2024-12-31,ARTsuper,Balanced,Fixed Income,0,BANK OF CHINA LTD.,,,,,,,127151006.0,0.0053
2024-12-31,ARTsuper,Balanced,Fixed Income,0,NATIONAL AUSTRALIA BANK LIMITED,,,,,,,85582519.0,0.0035
2024-12-31,ARTsuper,Balanced,Fixed Income,0,INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD.,,,,,,,83799505.0,0.0035
2024-12-31,ARTsuper,Balanced,Fixed Income,0,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,,,,,,,77735533.0,0.0032
2024-12-31,ARTsuper,Balanced,Fixed Income,0,BANK OF QUEENSLAND LTD.,,,,,,,46022886.0,0.0019
2024-12-31,ARTsuper,Balanced,Fixed Income,0,SUNCORP GROUP LTD.,,,,,,,37541385.0,0.0016
2024-12-31,ARTsuper,Balanced,Fixed Income,0,MIZUHO BANK LTD.,,,,,,,33562282.0,0.0014
2024-12-31,ARTsuper,Balanced,Fixed Income,0,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",,,,,,,27564918.0,0.0011
2024-12-31,ARTsuper,Balanced,Fixed Income,0,BENDIGO & ADELAIDE BANK LTD.,,,,,,,27371907.0,0.0011
2024-12-31,ARTsuper,Balanced,Fixed Income,0,GOLDMAN SACHS BANK USA,,,,,,,18217770.0,0.0008
2024-12-31,ARTsuper,Balanced,Fixed Income,0,SUMITOMO MITSUI BANKING CORP.,,,,,,,17841747.0,0.0007
2024-12-31,ARTsuper,Balanced,Fixed Income,0,STANDARD CHARTERED BANK,,,,,,,12333135.0,0.0005
2024-12-31,ARTsuper,Balanced,Fixed Income,0,AGRICULTURAL BANK OF CHINA LTD.,,,,,,,11789220.0,0.0005
2024-12-31,ARTsuper,Balanced,Fixed Income,0,DBS BANK LTD.,,,,,,,10974729.0,0.0005
2024-12-31,ARTsuper,Balanced,Fixed Income,0,HERITAGE & PEOPLE'S CHOICE LTD.,,,,,,,7278624.0,0.0003
2024-12-31,ARTsuper,Balanced,Fixed Income,0,TEACHERS MUTUAL BANK LTD.,,,,,,,5487364.0,0.0002
2024-12-31,ARTsuper,Balanced,Fixed Income,0,IMB LTD.,,,,,,,5200224.0,0.0002
2024-12-31,ARTsuper,Balanced,Fixed Income,0,RACQ BANK,,,,,,,1097472.0,0.0
2024-12-31,ARTsuper,Balanced,Fixed Income,0,Sub Total,,,,,,,989211960.0,0.0409
2024-12-31,ARTsuper,Balanced,Fixed Income,1,MORGAN STANLEY INVESTMENT MANAGEMENT (AUSTRALIA) PTY LIMITED,,,,,,,931461021.0,0.0385
2024-12-31,ARTsuper,Balanced,Fixed Income,1,"STATE STREET GLOBAL ADVISORS, AUSTRALIA, LIMITED",,,,,,,709246531.0,0.0293
2024-12-31,ARTsuper,Balanced,Fixed Income,1,MACQUARIE ASSET MANAGEMENT,,,,,,,402765682.0,0.0167
